step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57951e-06,0.00164237,0,0,0
100,7.71434e-05,0.00167519,65536,0,0
200,0.000100717,0.00173651,65536,0,0
300,0.000124971,0.00179641,65536,0,0
400,0.000148628,0.00184664,65536,0,0
500,0.000166795,0.00188772,65536,0,0
600,0.000178478,0.00192109,65536,0,0
700,0.000184807,0.00194798,65536,0,0
800,0.000187281,0.00196929,65536,0,0
900,0.000187126,0.0019858,65536,0,0
1000,0.000185223,0.00199823,65536,0,0
1100,0.000182167,0.00200721,65536,0,0
1200,0.000178365,0.00201328,65536,0,0
1300,0.000174084,0.00201703,65536,0,0
1400,0.000169511,0.00201891,65536,0,0
1500,0.000164772,0.00201924,65536,0,0
1600,0.000159957,0.0020184,65536,0,0
1700,0.000155123,0.00201661,65536,0,0
1800,0.000150317,0.0020141,65536,0,0
1900,0.000145571,0.002011,65536,0,0
1999,0.000140949,0.00200752,65536,0,0
