continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.08612314492464065,0.5045267525315285,0.8175287247932208,1.1986661668558305,0.0,0.475,0.525,0.525,0.49547324746847154,0.49547324746847154,200
