"anchor_label","focus","drive","seeds_tested","quiet_count","precursor_count","corridor_count","split_count","lock_count","mean_abs_output","mean_total_activation","mean_directional_dominance","mean_channel_coexistence","mean_split_eligibility","mean_admissibility","mean_residue","mean_tension","mean_barrier_scaffold","mean_corridor_edge_fraction","mean_coexistence_edge_fraction","mean_barrier_edge_fraction","mean_dual_active_node_fraction","mean_output_interface_count"
"quiet_reference","quiet_reference","0.08","8","0","0","8","0","0","1.338028625","1.3396785","0.99910775","0.000824875","0","0.978907875","0.912979875","0","0","0.91699225","0","0","0.0009765","10.75"
"first_precursor","first_precursor","0.1","8","0","0","8","0","0","1.341160625","1.3445782499999999","0.99815925","0.0017088749999999999","0","0.9792167500000001","0.9145928749999999","0","0","0.9179687500000001","0","0","0.001953","10.75"
"middle_precursor","middle_precursor","0.14","8","0","0","8","0","0","1.345765375","1.3475713750000002","0.999033875","0.000903","0","0.97871775","0.9138726249999999","0","0","0.915039","0","0","0.0009765","11.125"
"corridor_interior","corridor_interior","0.2","8","0","0","8","0","0","1.3195686249999998","1.3210843749999999","0.999184","0.000757875","0","0.97500775","0.9007077500000001","0","0","0.899414","0","0","0.0009765","13"
"split_onset","split_onset","0.23","8","0","0","0","8","0","1.26334925","1.2645533750000002","0.999032625","0.000602","0.026672124999999998","0.969674875","0.893816125","0.063109125","0.042951875","0.9072266250000001","0","0.001953125","0.0009765","11.875"
"split_center","split_center","0.24","8","0","0","0","8","0","1.2488450000000002","1.2488450000000002","1","0","0.030215250000000003","0.966816125","0.886511875","0.073574125","0.051123999999999996","0.8203125","0","0","0","11.75"
"barrier_lock","barrier_lock","0.25","8","0","0","0","0","8","0.688795","0.688795","1","0","0.007159375000000001","0.7824936250000001","0.7110305","0.059498875","0.47380887499999996","0.127929625","0","0.796875125","0","15"
