"anchor_label","full_coexistence","full_barrier","full_split_eligibility","eligibility_off_coexistence_delta","eligibility_off_barrier_delta","scaffold_off_coexistence_delta","scaffold_off_barrier_delta"
"corridor_interior","0","0","0","0","0","0","0"
"split_onset","0","0.001953125","0.026672124999999998","0","-0.001953125","0","0.26367175"
"split_center","0","0","0.030215250000000003","0","0","0","0.260742125"
"barrier_lock","0","0.796875125","0.007159375000000001","0","-0.5986328750000001","0","-0.505859375"
