step,residue_coherence,orientation_alignment,corridor_count
0,0.000113382,0.000520555,0
100,0.0111177,0.000475593,0
200,0.0269048,0.00049047,0
300,0.0581674,0.00164422,0
400,0.128394,0.00334311,0
500,0.309172,0.00214751,1990
600,0.874137,0.00195197,52689
700,2.64167,0.00132333,65536
800,7.43417,0.00130883,65536
900,20.2372,0.00134817,65536
1000,54.7855,0.00134257,65536
1100,148.202,0.00134248,65536
1200,400.865,0.00134251,65536
1300,1084.26,0.00134252,65536
1400,2932.73,0.00134251,65536
1500,7932.52,0.0013425,65536
1600,21455.9,0.00134251,65536
1700,58034.4,0.00134251,65536
1800,156973,0.0013425,65536
1900,424578,0.0013425,65536
1999,1.13705e+06,0.0013425,65536
