step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.29935e-06,0.000577461,0,0,0
100,0.000307117,0.00060216,65536,0,0
200,0.000401255,0.000635735,65536,0,0
300,0.000500382,0.000660686,65536,0,0
400,0.000597151,0.000678056,65536,0,0
500,0.000671043,0.000690546,65536,0,0
600,0.000718288,0.00070144,65536,0,0
700,0.000743681,0.000712707,65536,0,0
800,0.000753374,0.00072508,65536,0,0
900,0.000752394,0.000738721,65536,0,0
1000,0.00074433,0.000753507,65536,0,0
1100,0.000731638,0.000769183,65536,0,0
1200,0.000715949,0.000785456,65536,0,0
1300,0.000698374,0.000802044,65536,0,0
1400,0.000679658,0.000818696,65536,0,0
1500,0.000660318,0.000835213,65536,0,0
1600,0.000640708,0.000851442,65536,0,0
1700,0.000621065,0.000867258,65536,0,0
1800,0.00060157,0.000882587,65536,0,0
1900,0.000582345,0.00089736,65536,0,0
1999,0.000563654,0.000911431,65536,0,0
