step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559886,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,3.35449,0.00571619,52414,0.103384,0.411405,0.00788152,0.799774
200,8.97014,0.00337653,51682,0.130035,0.450544,0.00855211,0.788605
300,13.4315,0.00957123,52318,0.142336,0.512186,0.00939205,0.798309
400,16.8142,0.00909706,52802,0.149992,0.519401,0.0100022,0.805695
500,18.9963,0.00665926,53167,0.154687,0.485167,0.0105885,0.811264
600,20.9949,0.00584238,53635,0.159313,0.533419,0.0112487,0.818405
700,22.3404,0.00383337,53944,0.161152,0.55976,0.0118469,0.82312
800,23.6098,0.00265991,54220,0.164746,0.566072,0.0124894,0.827332
900,24.8524,0.00711749,54563,0.167958,0.533469,0.013067,0.832565
1000,26.1852,0.0076073,54777,0.170498,0.520339,0.0135673,0.835831
1100,27.215,0.0101041,55029,0.172897,0.524463,0.0140576,0.839676
1200,28.5678,0.0105452,55310,0.175799,0.537129,0.0145844,0.843964
1300,29.6838,0.0108453,55489,0.176859,0.550592,0.0148287,0.846695
1400,30.7083,0.00878609,55698,0.178153,0.535825,0.0150936,0.849884
1500,31.7374,0.00240155,55850,0.180163,0.535442,0.0153829,0.852203
1600,32.9221,0.00494805,56054,0.182164,0.565375,0.0157801,0.855316
1700,34.2582,0.00346622,56316,0.183682,0.52052,0.0159101,0.859314
1800,35.4242,0.00322518,56472,0.186069,0.568301,0.0160499,0.861694
1900,36.3976,0.0055834,56631,0.187007,0.528477,0.016257,0.86412
1999,37.4643,0.0122858,56719,0.188791,0.565565,0.0163872,0.865463
