theorem_id,N,gamma,steps,mean_residue,final_fragmentation,final_agreement,admissibility_surface_shift,basin_area_delta
T002,2048,0.25,250,23.805628317293756,0.003971239663389416,0.9970215702524577,2042.6707425843178,510.66768564607946
T003,256,0.01,10,0.004471166094876405,0.9956822094894874,0.2532383428828845,0.18313486908346022,0.045783717270865054
T003,256,0.01,50,0.0221055589597159,0.9965872676153961,0.25255954928845303,0.9053436256685927,0.22633590641714818
T003,256,0.01,100,0.041306704711999966,0.9952070517179891,0.2535947112115083,1.691573234370935,0.4228933085927338
T003,256,0.01,250,0.10404914699681786,0.9948054809210182,0.25389588930923634,4.259636618907734,1.0649091547269336
T003,256,0.05,10,0.0038122296209019686,0.9970532989753859,0.2522100257684606,0.7806702216435042,0.19516755541087605
T003,256,0.05,50,0.01971564875596856,0.9961001293336204,0.2529249029997847,4.035775340176315,1.0089438350440787
T003,256,0.05,100,0.04606654948222296,0.9958089214742181,0.25314330889433645,9.423572381121176,2.355893095280294
T003,256,0.05,250,0.14774271475338616,0.9928728356813032,0.2553453732390228,30.146223768753316,7.536555942188329
T003,256,0.1,10,0.004251846927199834,0.9942237384432567,0.25433219616755737,1.7411863122661089,0.4352965780665272
T003,256,0.1,50,0.022314606786402225,0.9943852034021522,0.2542110974483858,9.129872675319348,2.282468168829837
T003,256,0.1,100,0.052344728896241186,0.9908925338001183,0.25683059964991123,21.384384139249505,5.346096034812376
T003,256,0.1,250,0.27365933630663625,0.9704411170608567,0.27216916220435733,110.57102408303717,27.642756020759293
T003,256,0.25,10,0.004469577444177321,0.9942158347769168,0.25433812391731253,4.574291183306741,1.1435727958266853
T003,256,0.25,50,0.02831270545239585,0.9915264619201479,0.25635515355988914,28.88984605411224,7.22246151352806
T003,256,0.25,100,0.10645689490737573,0.9742760886841572,0.26929293348688216,107.57401134992006,26.893502837480014
