theorem_id,N,gamma,steps,mean_residue,final_fragmentation,final_agreement,admissibility_surface_shift,basin_area_delta
T004,256,0.1,250,0.2671587042388427,0.9737488452053824,0.2696883660959633,107.97940107444401,26.994850268611003
T004,256,0.25,10,0.003959483324489244,0.9973184274246518,0.25201117943151113,4.052504865195715,1.0131262162989287
T004,256,0.25,50,0.028165110784314086,0.9912016208290361,0.25659878437822287,28.739772342063134,7.184943085515783
T004,256,0.25,100,0.10764161005203746,0.9793559140161018,0.26548306448792347,108.75512359911863,27.18878089977966
T004,256,0.25,250,2.862656735230919,0.49958013854761185,0.6253148960892911,2093.5995138291364,523.3998784572841
T004,512,0.01,10,0.004054754246784195,0.9955911515594708,0.2533066363303968,0.1660793668702354,0.04151984171755885
T004,512,0.01,50,0.01929436884807513,0.9960909718682981,0.25293177109877646,0.7902211114778765,0.19755527786946914
T004,512,0.01,100,0.042017186951384504,0.9943597631893261,0.25423017760800554,1.720662465231726,0.4301656163079315
T004,512,0.01,250,0.10317283195270832,0.9953521501812774,0.25348588736404193,4.223779925428971,1.0559449813572428
T004,512,0.05,10,0.004222756055024572,0.9955902199206383,0.25330733505952124,0.8647291483503068,0.2161822870875767
T004,512,0.05,50,0.020511219454198388,0.996407092751491,0.2526946804363818,4.198544444563595,1.0496361111408987
T004,512,0.05,100,0.047575582165692194,0.9943266122727438,0.25425504079544214,9.731899618716398,2.4329749046790994
T004,512,0.05,250,0.14779539384384363,0.9914662723281071,0.2564002957539197,30.156933028592903,7.539233257148226
T004,512,0.1,10,0.003982763436065271,0.9969206666799065,0.2523094999900702,1.6310150844901727,0.4077537711225432
T004,512,0.1,50,0.02326276693306386,0.9951652209865465,0.2536260842600902,9.51735504319322,2.379338760798305
T004,512,0.1,100,0.05216055039567104,0.9925856156179164,0.25556078828656276,21.309337788702578,5.3273344471756445
T004,512,0.1,250,0.26773102947772554,0.9724355006006007,0.27067337454954943,108.20763902725957,27.051909756814894
T004,512,0.25,10,0.003990322222742185,0.9970890295214936,0.2521832278588798,4.084052531698035,1.0210131329245087
T004,512,0.25,50,0.030277396076911985,0.9894167515756878,0.2579374363182341,30.88700883516958,7.721752208792395
T004,512,0.25,100,0.10191240283752587,0.9782064421492055,0.2663451683880959,103.04009372437167,25.760023431092918
T004,512,0.25,250,2.86913076292212,0.4961616092125266,0.6278787930906051,2096.8377915838337,524.2094478959584
T004,1024,0.01,10,0.004231452819500585,0.9947198032440969,0.2539601475669273,0.17331664055473084,0.04332916013868271
T004,1024,0.01,50,0.02099295566111564,0.995277245207449,0.2535420660944132,0.859781213977385,0.21494530349434626
T004,1024,0.01,100,0.041125171409213256,0.9953695963632172,0.25347280272758704,1.6841406943112815,0.4210351735778204
T004,1024,0.01,250,0.10728730919761977,0.9946476194569139,0.2540142854073145,4.392131663496002,1.0980329158740005
T004,1024,0.05,10,0.0043901917879948255,0.9957155723614534,0.2532133207289099,0.8990126036278525,0.22475315090696313
T004,1024,0.05,50,0.02116193111306478,0.9937640912630076,0.2546769315527444,4.331671424514752,1.082917856128688
T004,1024,0.05,100,0.045625766530571085,0.9941858027262659,0.2543606479553006,9.333506727643908,2.333376681910977
T004,1024,0.05,250,0.14601004647849272,0.9931815374373146,0.25511384692201394,29.79396971806682,7.448492429516705
T004,1024,0.1,10,0.003386058284311725,0.9973692023134595,0.2519730982649053,1.3866946885532343,0.3466736721383086
T004,1024,0.1,50,0.02134962885571775,0.9923828952969831,0.2557128285272626,8.73547969875517,2.1838699246887927
T004,1024,0.1,100,0.05553296148948941,0.9910101134972433,0.2567424148770676,22.683259303585146,5.6708148258962865
T004,1024,0.1,250,0.2576851023074728,0.9725231007625573,0.27060767442808203,104.19951893737698,26.049879734344245
T004,1024,0.25,10,0.003974803800381083,0.9966071652962932,0.25254462602778005,4.068177480919076,1.017044370229769
T004,1024,0.25,50,0.02814094393815219,0.9919326618041325,0.2560505036469005,28.71519905477544,7.17879976369386
T004,1024,0.25,100,0.10675804353661822,0.9749877536682433,0.2687591847488175,107.8742773015224,26.9685693253806
T004,1024,0.25,250,3.0343209125680004,0.4776350244867056,0.6417737316349708,2177.7167228319495,544.4291807079874
T004,1536,0.01,10,0.33335372731433277,0.6622073699339038,0.503344472549572,13.631435598226744,3.407858899556686
T004,1536,0.01,50,1.6961338805710018,0.6567682622464025,0.507423803315198,68.8877777769585,17.221944444239625
T004,1536,0.01,100,3.4449979658577337,0.6417150809771247,0.5187136892671566,138.70422030868258,34.676055077170645
T004,1536,0.01,250,9.04661645901374,0.6084507863629766,0.5436619102277676,354.28252793924,88.57063198481
T004,1536,0.05,10,0.33836650487512493,0.6559607887360347,0.5080294084479741,68.71455361042536,17.17863840260634
T004,1536,0.05,50,1.8075898043284822,0.6066267439207148,0.545029942059464,353.9582028656041,88.48955071640103
T004,1536,0.05,100,3.9112397553099476,0.5509781045679151,0.5867664215740637,727.5627931284962,181.89069828212405
T004,1536,0.05,250,12.066036315327352,0.3683829277724351,0.7237128041706737,1855.4775574112527,463.8693893528132
T004,1536,0.1,10,0.34372125149105937,0.6432348515130233,0.5175738613652325,138.39611499338298,34.599028748345745
T004,1536,0.1,50,1.9504335885952158,0.5491023870640724,0.5881732097019458,725.8153711324371,181.45384278310928
T004,1536,0.1,100,4.510374883269147,0.4283828454125395,0.6787128659405953,1486.9833199425575,371.7458299856394
T004,1536,0.1,250,15.49362397851815,0.14105387135912734,0.8942095964806545,3226.0778117396567,806.5194529349142
T004,1536,0.25,10,0.3587728144822536,0.6164200968923184,0.5376849273307612,351.3892083066453,87.84730207666132
T004,1536,0.25,50,2.3986856768570592,0.3715093146321416,0.7213680140258937,1847.3287897817277,461.8321974454319
T004,1536,0.25,100,6.175469375275653,0.14376281594988755,0.8921778880375842,3221.2843843010596,805.3210960752649
T004,1536,0.25,250,20.55363713761227,0.006282776178190052,0.9952879178663576,4071.9687063685737,1017.9921765921434
T004,2048,0.01,10,0.5019228387552694,0.4974647981402955,0.6269014013947786,20.50725113423914,5.126812783559785
T004,2048,0.01,50,2.5303062429166148,0.4867395649433307,0.634945326292502,102.34111171688892,25.58527792922223
T004,2048,0.01,100,5.126010887730749,0.47349971983111844,0.6448752101266612,204.670866399872,51.167716599968
T004,2048,0.01,250,13.27715854763674,0.4423570278644861,0.6682322291016354,509.27581638497713,127.31895409624428
T004,2048,0.05,10,0.5064913191067453,0.48604154958065665,0.6354688378145075,102.42698854198079,25.606747135495198
T004,2048,0.05,50,2.652387997478292,0.4381474041487667,0.6713894468884251,508.7299270670683,127.18248176676707
T004,2048,0.05,100,5.612321024497631,0.3778540720495392,0.7166094459628456,1002.2163114238078,250.55407785595196
T004,2048,0.05,250,16.157763779521794,0.22111981186172808,0.834160141103704,2270.009282286098,567.5023205715245
T004,2048,0.1,10,0.512139227972856,0.47661312951878226,0.6425401528609133,204.49113701065016,51.12278425266254
T004,2048,0.1,50,2.803544905254978,0.382091112393503,0.7134316657048727,1001.4069933601963,250.35174834004908
T004,2048,0.1,100,6.187027885023574,0.27158562410838766,0.7963107819187093,1889.719426600734,472.4298566501835
T004,2048,0.1,250,18.832238244932846,0.0760464260474858,0.9429651804643857,3473.002601992315,868.2506504980787
T004,2048,0.25,10,0.5285169124082953,0.44477053716549125,0.6664220971258816,506.9711175151656,126.7427793787914
T004,2048,0.25,50,3.218029999215392,0.22913655839554656,0.82814758120334,2263.8257287912847,565.9564321978212
T004,2048,0.25,100,7.518323483380147,0.07447358987924264,0.9441448075905681,3470.7289123900096,867.6822280975024
T004,2048,0.25,250,22.183782347736877,0.006081555421946053,0.9954388334335406,4080.0122855601403,1020.0030713900351
MST-001,256,0.01,10,0.003764884996838746,0.9970433261133723,0.2522175054149708,0.0767962084651117,0.019199052116277926
MST-001,256,0.01,50,0.020486638708640616,0.9942849652493282,0.2542862760630038,0.4178519782526564,0.1044629945631641
MST-001,256,0.01,100,0.04148871782633475,0.9949884883404733,0.253758633744645,0.8461281901729762,0.21153204754324406
MST-001,256,0.01,250,0.10818129894450708,0.9956064975117781,0.25329512686616656,2.205532895825854,0.5513832239564636
MST-001,256,0.05,10,0.004188866177476113,0.9963969253260512,0.2527023060054615,0.427186235471936,0.106796558867984
MST-001,256,0.05,50,0.020638976499422843,0.99516379288779,0.2536271553341575,2.1039253905687474,0.5259813476421868
MST-001,256,0.05,100,0.044087785647488054,0.9954991481298354,0.25337563890262343,4.491650347136101,1.1229125867840253
MST-001,256,0.05,250,0.1551850074402391,0.9899992691830035,0.25750054811274753,15.766387448672504,3.941596862168126
MST-001,256,0.1,10,0.0037607947065880242,0.9962877156323805,0.25278421327571465,0.7669979520285324,0.1917494880071331
MST-001,256,0.1,50,0.02242538052636172,0.9960274225504779,0.2529794330871416,4.569294927015562,1.1423237317538906
MST-001,256,0.1,100,0.051002227122970575,0.9918535606031825,0.25610982954761313,10.377156150405654,2.5942890376014134
MST-001,256,0.1,250,0.26610628515238477,0.9732603496980762,0.27005473772644284,53.56557374937347,13.391393437343368
MST-001,256,0.25,10,0.004506039319966666,0.9961153040574575,0.25291352195690686,2.296606711815002,0.5741516779537505
MST-001,256,0.25,50,0.02680534852051464,0.9931362889826343,0.2551477832630243,13.623959445377068,3.405989861344267
MST-001,256,0.25,100,0.11223299608074212,0.9733857828884113,0.2699606628336914,56.438866039859704,14.109716509964926
MST-001,256,0.25,250,2.7498450276363284,0.5142222415738024,0.6143333188196484,1014.1046114975732,253.5261528743933
MST-001,512,0.01,10,0.003594934994170258,0.9968854330265551,0.2523359252300837,0.07332962681698518,0.018332406704246296
MST-001,512,0.01,50,0.019629709618575793,0.9969105923720833,0.2523170557209374,0.40037549625390056,0.10009387406347514
MST-001,512,0.01,100,0.04082386128759108,0.9943621235738312,0.2542284073196266,0.8325717567879565,0.20814293919698912
MST-001,512,0.01,250,0.1067475214555416,0.9963819214235868,0.2527135589323099,2.17631753294836,0.54407938323709
MST-001,512,0.05,10,0.00419007092577312,0.9956232379224582,0.2532825715581563,0.4273090844624221,0.10682727111560553
MST-001,512,0.05,50,0.023025550979111003,0.9957922171799861,0.25315583711501044,2.347071404794633,0.5867678511986583
MST-001,512,0.05,100,0.04382149717426188,0.9950305120359191,0.2537271159730608,4.464550668015363,1.1161376670038408
MST-001,512,0.05,250,0.14717003232620277,0.9885219329165802,0.25860855031256497,14.955079657100214,3.7387699142750535
MST-001,512,0.1,10,0.004322641627467329,0.9949828553144374,0.2537628585141719,0.8815594582767972,0.2203898645691993
MST-001,512,0.1,50,0.02187528013248261,0.9958576365050376,0.25310677262122183,4.457331490770002,1.1143328726925006
MST-001,512,0.1,100,0.05270465560539419,0.9916914608724247,0.2562314043456815,10.722628385942926,2.6806570964857315
MST-001,512,0.1,250,0.27484572045888295,0.9735060005725831,0.2698704995705626,55.300707676412685,13.825176919103171
MST-001,512,0.25,10,0.005209198194151025,0.9948732033134713,0.25384509751489653,2.65475452322994,0.663688630807485
MST-001,512,0.25,50,0.028320562102725187,0.9945262763837053,0.254105292712221,14.391351848530576,3.597837962132644
MST-001,512,0.25,100,0.10202895457436441,0.976139614592425,0.2678952890556811,51.372728402584244,12.843182100646061
MST-001,512,0.25,250,3.0911107877625827,0.47074263093943414,0.6469430267954245,1097.9875842303386,274.49689605758465
MST-001,1024,0.01,10,0.5008228124393506,0.4993548672597193,0.6254838495552105,10.190447905835981,2.5476119764589953
MST-001,1024,0.01,50,2.532477715094527,0.48739564494167714,0.6344532662937421,51.009876477575745,12.752469119393936
MST-001,1024,0.01,100,5.123043053876695,0.4715306572587318,0.6463520070559511,101.87020742166669,25.467551855416673
MST-001,1024,0.01,250,13.277085114775565,0.43706910389475245,0.6721981720789355,253.62210286345612,63.40552571586403
MST-001,1024,0.05,10,0.505591253568775,0.48907520835152646,0.6331935937363551,50.91995051085155,12.729987627712887
MST-001,1024,0.05,50,2.6530612235626303,0.43866223260506043,0.6710033255462046,253.41169184461455,63.35292296115364
MST-001,1024,0.05,100,5.611469718125752,0.380414328679443,0.7146892534904179,499.0461258629157,124.76153146572892
MST-001,1024,0.05,250,16.16099578605638,0.2238015758949601,0.8321488180787798,1130.6296509668332,282.6574127417083
MST-001,1024,0.1,10,0.5113566484264006,0.47674768128379,0.6424392390371575,101.68654560250911,25.42163640062728
MST-001,1024,0.1,50,2.8012632171936165,0.3803643624984944,0.714726728126129,498.35698366955035,124.58924591738759
MST-001,1024,0.1,100,6.185360680343297,0.27020869720687557,0.7973434770948432,940.9121333698504,235.2280333424626
MST-001,1024,0.1,250,18.83042400460616,0.07357445456240455,0.9448191590781966,1729.5266758159992,432.3816689539998
MST-001,1024,0.25,10,0.526831907765574,0.4472372443061922,0.6645720667703561,251.72256795161252,62.93064198790313
MST-001,1024,0.25,50,3.2183026548218354,0.2288103461974152,0.8283922403519386,1127.4654445626027,281.86636114065067
MST-001,1024,0.25,100,7.515575765252147,0.08063614710954632,0.9395228896678404,1728.2366771198322,432.05916927995804
MST-001,1024,0.25,250,22.190045585420705,0.00400861107826979,0.9969935416912976,2031.8910855006188,507.9727713751547
MST-001,1536,0.01,10,0.6690072066321789,0.3320496151922416,0.7509627886058188,13.601133856647266,3.4002834641618165
MST-001,1536,0.01,50,3.3599767746870604,0.3236533480266636,0.7572599889800021,67.39952669681793,16.849881674204482
MST-001,1536,0.01,100,6.773788894479332,0.31028450682507647,0.7672866198811927,133.59857584147926,33.399643960369815
MST-001,1536,0.01,250,17.332605641667836,0.2794227829656485,0.7904329127757636,324.61330106650234,81.15332526662559
MST-001,1536,0.05,10,0.6707326029667334,0.323708758520015,0.7572184311099888,67.27498757032618,16.818746892581544
MST-001,1536,0.05,50,3.4627695480702703,0.2817617091153641,0.7886787181634769,324.29153023760637,81.07288255940159
MST-001,1536,0.05,100,7.182240723495959,0.23458946910924094,0.8240578981680693,615.4278501103856,153.8569625275964
MST-001,1536,0.05,250,19.558406654347525,0.12477014146374063,0.9064223939021944,1272.6720086883697,318.16800217209243
MST-001,1536,0.1,10,0.6774772916233133,0.31062691148348404,0.7670298163873872,133.61733358575543,33.40433339643886
MST-001,1536,0.1,50,3.586692010004375,0.23369495693623707,0.8247287822978223,614.7969303389198,153.69923258472994
MST-001,1536,0.1,100,7.625189952568841,0.15786497983927683,0.8816012651205424,1088.2756640556595,272.0689160139149
MST-001,1536,0.1,250,21.331939528746464,0.04203735714656937,0.9684719821400728,1798.204504445874,449.5511261114685
MST-001,1536,0.25,10,0.6896442306484901,0.2848953746776173,0.786328468991787,323.0431519572385,80.76078798930962
MST-001,1536,0.25,50,3.902822856865438,0.12585896250969453,0.9056057781177292,1270.97114015742,317.742785039355
MST-001,1536,0.25,100,8.521567197117415,0.041271849747533715,0.9690461126893498,1797.5264533290108,449.3816133322527
MST-001,1536,0.25,250,23.339215163748516,0.004112367778118462,0.9969157241664112,2033.876149711929,508.46903742798224
MST-001,2048,0.01,10,0.7503405953072392,0.24900563764781844,0.813245771764136,15.248473098367185,3.8121182745917963
MST-001,2048,0.01,50,3.773273529642006,0.24272004065630745,0.8179599695077694,75.5347389367821,18.883684734195526
MST-001,2048,0.01,100,7.5916251026122135,0.23079448308521788,0.8269041376860865,149.12493699357697,37.28123424839424
MST-001,2048,0.01,250,19.308630529253865,0.20710826705231467,0.8446687997107639,358.173944755162,89.5434861887905
MST-001,2048,0.05,10,0.7539162412617418,0.24365449515482446,0.8172591286338817,75.46220907274369,18.865552268185922
MST-001,2048,0.05,50,3.8606680137980347,0.20759965689356766,0.8443002573298242,358.0849744935699,89.52124362339248
MST-001,2048,0.05,100,7.9271695912105615,0.16593943109057505,0.8755454266820685,667.5062718095533,166.8765679523883
MST-001,2048,0.05,250,21.06267057904777,0.08608945375019138,0.9354329096873565,1328.2566623980128,332.0641655995032
MST-001,2048,0.1,10,0.7578464742367272,0.23296299711600665,0.825277752162995,148.87609562233797,37.21902390558449
MST-001,2048,0.1,50,3.9611842070440226,0.16830293009141784,0.8737728024314365,667.176791245734,166.7941978114335
MST-001,2048,0.1,100,8.274143865960019,0.10997707316091146,0.9175171951293165,1148.0667792026284,287.0166948006571
MST-001,2048,0.1,250,22.3762378045142,0.02678011893414677,0.9799149107993899,1822.165624449829,455.54140611245725
MST-001,2048,0.25,10,0.7707036838893475,0.20706533693820697,0.8447009972963448,357.483673484109,89.37091837102724
MST-001,2048,0.25,50,4.205755508358735,0.08895424607228948,0.9332843154457829,1327.049752932371,331.7624382330927
MST-001,2048,0.25,100,8.941931861062535,0.0288070508203936,0.978394711884705,1821.6991233082356,455.4247808270589
MST-001,2048,0.25,250,23.8015149962239,0.0030796338752265774,0.9976902745935801,2034.5271509252007,508.63178773130016
