step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,5.97986e-06,0.000734033,0,0,0
100,0.000204927,0.0007343,65536,0,0
200,0.000242189,0.000733893,65536,0,0
300,0.000240569,0.000733355,65536,0,0
400,0.000231605,0.000732858,65536,0,0
500,0.000222132,0.000732445,65536,0,0
600,0.000213232,0.000732125,65536,0,0
700,0.000204901,0.000731874,65536,0,0
800,0.000197022,0.000731672,65536,0,0
900,0.000189526,0.000731514,65536,0,0
1000,0.000182369,0.000731382,65536,0,0
1100,0.000175519,0.000731276,65536,0,0
1200,0.00016896,0.000731187,65536,0,0
1300,0.000162676,0.000731123,65536,0,0
1400,0.000156651,0.000731056,65536,0,0
1500,0.000150873,0.000731007,65536,0,0
1600,0.00014533,0.000730963,65536,0,0
1700,0.000140009,0.000730919,65536,0,0
1800,0.000134903,0.000730897,65536,0,0
1900,0.000129997,0.00073087,65536,0,0
1999,0.00012531,0.000730541,65536,0,0
