step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56994e-06,0.000734035,0,0,0
100,7.68582e-05,0.000746589,65536,0,0
200,0.000100802,0.000771163,65536,0,0
300,0.000125856,0.000797622,65536,0,0
400,0.000150187,0.000822468,65536,0,0
500,0.00016874,0.000844943,65536,0,0
600,0.00018056,0.000865046,65536,0,0
700,0.000186856,0.000882933,65536,0,0
800,0.000189184,0.000898784,65536,0,0
900,0.000188816,0.000912782,65536,0,0
1000,0.000186665,0.000925091,65536,0,0
1100,0.000183353,0.000935905,65536,0,0
1200,0.000179299,0.00094536,65536,0,0
1300,0.000174781,0.000953625,65536,0,0
1400,0.000169987,0.000960841,65536,0,0
1500,0.000165051,0.00096713,65536,0,0
1600,0.000160057,0.000972623,65536,0,0
1700,0.000155067,0.000977397,65536,0,0
1800,0.000150124,0.000981567,65536,0,0
1900,0.000145257,0.000985195,65536,0,0
1999,0.000140534,0.00098834,65536,0,0
