step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000821063,0.00143185,6855,0.00163923,0.0355706,0.00609055,0.104599
100,0.123538,0.000560329,36381,0.08406,0.734362,0.00682092,0.55513
200,0.330111,0.00167147,47762,0.147203,0.799742,0.00725783,0.72879
300,0.627673,0.00403852,50349,0.187835,0.946132,0.00738524,0.768265
400,0.904535,0.00132568,51635,0.209325,0.969419,0.0074294,0.787888
500,1.16686,0.000975935,52298,0.226774,0.883183,0.00766539,0.798004
600,1.3625,0.00338723,52823,0.237043,0.910487,0.00775604,0.806015
700,1.53553,0.00322237,53122,0.245669,0.988594,0.00768695,0.810577
800,1.66437,0.00146288,53393,0.252292,1.02887,0.00746056,0.814713
900,1.81114,0.00584194,53679,0.260381,1.0427,0.00720968,0.819077
1000,1.94859,0.00189741,54002,0.267581,0.96783,0.00684308,0.824005
1100,2.08216,0.00219091,54336,0.27371,1.00834,0.00655892,0.829102
1200,2.20013,0.00129815,54571,0.276795,0.9579,0.00630341,0.832687
1300,2.3225,0.00155307,54733,0.28325,1.04296,0.00587028,0.835159
1400,2.42342,0.00300445,54878,0.285206,1.03768,0.00535836,0.837372
1500,2.49625,0.00133048,55188,0.287898,0.96162,0.00500344,0.842102
1600,2.60905,0.00292041,55329,0.291833,1.0143,0.0046212,0.844254
1700,2.71155,0.00611771,55477,0.297033,1.0733,0.00435336,0.846512
1800,2.79994,0.0012877,55742,0.299029,0.984258,0.00418756,0.850555
1900,2.91117,0.00105333,55989,0.303463,1.02329,0.00413639,0.854324
1999,3.04651,0.00391677,56095,0.309208,1.00412,0.00403134,0.855942
