step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,8.62719e-05,0.00255454,623,0.000169414,0.0357967,0.00628121,0.00950623
100,0.00875904,0.00259653,6332,0.00625085,0.621058,0.0066036,0.0966187
200,0.0220172,0.00233432,14555,0.0133641,0.634459,0.00679516,0.222092
300,0.0404214,0.000473694,20896,0.0221358,0.641892,0.00699938,0.318848
400,0.0645475,0.00156933,26506,0.03293,0.710818,0.00734275,0.404449
500,0.0943992,0.00195829,31714,0.0446369,0.702609,0.00795042,0.483917
600,0.129156,0.00177111,36014,0.0571252,0.853825,0.00851556,0.54953
700,0.169775,0.00343712,39216,0.070042,0.847602,0.00906314,0.598389
800,0.209473,0.00297033,41555,0.0805701,0.853472,0.00945547,0.634079
900,0.246966,0.00148612,43079,0.0889932,1.03337,0.00960987,0.657333
1000,0.28934,0.000761766,44625,0.1008,0.865534,0.00967658,0.680923
1100,0.328753,0.00126825,45927,0.107841,0.879592,0.0100273,0.70079
1200,0.363683,0.00346447,47045,0.113989,0.880997,0.010255,0.71785
1300,0.399156,0.0060933,47572,0.1209,0.892887,0.0104206,0.725891
1400,0.434549,0.00437868,48227,0.126988,0.892538,0.0105263,0.735886
1500,0.473107,0.003764,48957,0.134541,0.895625,0.0107446,0.747025
1600,0.496931,0.00334261,49512,0.135742,0.88412,0.0110609,0.755493
1700,0.532474,0.00286953,49911,0.144075,0.97942,0.0113346,0.761581
1800,0.571891,0.0010781,50358,0.149088,0.901258,0.0114374,0.768402
1900,0.613689,0.00222208,50742,0.154629,0.949933,0.0115391,0.774261
1999,0.641717,0.0049629,51085,0.156671,0.867907,0.0117967,0.779495
