step,residue_coherence,orientation_alignment,corridor_count
0,3.13651e-06,0.000765731,0
100,0.000153685,0.000706603,0
200,0.00020126,0.0005805,0
300,0.000249679,0.000421119,0
400,0.000296445,0.000258426,0
500,0.000332158,0.00014237,0
600,0.000355038,0.000176347,0
700,0.000367387,0.000291945,0
800,0.000372173,0.000410125,0
900,0.000371814,0.000517392,0
1000,0.000368028,0.000611799,0
1100,0.000361994,0.000693814,0
1200,0.000354494,0.000764579,0
1300,0.000346063,0.000825452,0
1400,0.000337052,0.000877732,0
1500,0.000327713,0.000922667,0
1600,0.000318219,0.00096135,0
1700,0.000308691,0.000994746,0
1800,0.000299209,0.00102366,0
1900,0.000289838,0.00104882,0
1999,0.000280714,0.0010706,0
