order_parameter,local_coherence_mean,step,time
0.0966658061326945,0.40762901663461987,0,0.0
0.05647145425408891,0.7088808964188935,10,0.5
0.06435382934884715,0.8266407320685248,20,1.0
0.08856247396559588,0.8745066633495493,30,1.5
0.12063449193737664,0.895850852474348,40,2.0
0.14918476571274497,0.9078556355161416,50,2.5
0.17395319640739376,0.9158496927088946,60,3.0
0.19573284950753309,0.9216318944787787,70,3.5
0.21512857437147376,0.9260157278778584,80,4.0
0.23255143339338152,0.9294444234585528,90,4.5
0.24827628024565207,0.9321875816057579,100,5.0
0.262484908244438,0.9344199560790174,110,5.5
0.27529724841412057,0.9362593998592682,120,6.0
0.2867941861225601,0.9377877253697525,130,6.5
0.29703389207040604,0.9390631692834317,140,7.0
0.3060630527037862,0.9401282147982486,150,7.5
0.3139242128355674,0.9410146427137874,160,8.0
0.3206602738918036,0.9417468505880413,170,8.5
0.3263169923912452,0.9423440600048778,180,9.0
0.3309441261111248,0.9428217985318345,190,9.5
0.33459570360134105,0.9431929037814393,200,10.0
0.33732975479926836,0.9434682103864714,210,10.5
0.33920773549815597,0.9436570253931469,220,11.0
0.3402938013260148,0.9437674617089076,230,11.5
0.34065403178548165,0.9438066757651191,240,12.0
0.34035566637859305,0.9437810401002447,250,12.5
0.3394663884568722,0.9436962713559989,260,13.0
0.3380536747668798,0.9435575274108263,270,13.5
0.3361842171483999,0.9433694828794226,280,14.0
0.33392341562909017,0.9431363892144884,290,14.5
0.33133493792081203,0.9428621236505592,300,15.0
0.32848033812832694,0.9425502298947507,310,15.5
0.325418726684843,0.9422039525739931,320,16.0
0.32220648368658533,0.9418262668458717,330,16.5
0.31889700860393094,0.9414199041730306,340,17.0
0.31554050058466176,0.9409873749843902,350,17.5
0.3121837650767178,0.9405309887570485,360,18.0
0.3088700441553942,0.9400528719219199,370,18.5
0.30563886962836667,0.9395549839047654,380,19.0
0.3025259395990947,0.9390391315494626,390,19.5
0.29956302058172907,0.9385069821236138,400,20.0
0.2967778783665943,0.9379600750721575,410,20.5
0.29419424153184937,0.937399832658702,420,21.0
0.29183180170250445,0.9368275696142586,430,21.5
0.28970625432612185,0.9362445018971743,440,22.0
0.28782938286610743,0.9356517546551957,450,22.5
0.28620918796439293,0.935050369469902,460,23.0
0.2848500614064344,0.9344413109547376,470,23.5
0.2837530027898425,0.9338254727701049,480,24.0
0.28291587483929365,0.9332036831122521,490,24.5
0.2823336915155407,0.9325767097267617,500,25.0
0.28199893160639666,0.9319452644922184,510,25.5
0.2819018694914846,0.9313100076149774,520,26.0
0.28203091431244276,0.9306715514718038,530,26.5
0.2823729488659206,0.9300304641334425,540,27.0
0.2829136601201962,0.9293872725988492,550,27.5
0.2836378542444819,0.928742465766837,560,28.0
0.28452975031212113,0.9280964971692145,570,28.5
0.28557324826476743,0.9274497874870962,580,29.0
0.28675216818133226,0.9268027268699155,590,29.5
0.288050459279324,0.9261556770747361,600,30.0
0.28945237830987025,0.9255089734417358,610,30.5
0.2909426380422619,0.9248629267201744,620,31.0
0.2925065273468463,0.9242178247577801,630,31.5
0.2941300049761337,0.9235739340652261,640,32.0
0.2957997695289838,0.9229315012662673,650,32.5
0.2975033082881801,0.9222907544430894,660,33.0
0.2992289276793338,0.9216519043855413,670,33.5
0.30096576804188674,0.9210151457520955,680,34.0
0.30270380526221996,0.920380658149679,690,34.5
0.3044338416221687,0.9197486071388515,700,35.0
0.30614748798672486,0.9191191451702385,710,35.5
0.30783713921076505,0.9184924124575913,720,36.0
0.30949594440014666,0.9178685377923892,730,36.5
0.31111777342738617,0.9172476393044662,740,37.0
0.31269718088289833,0.9166298251727711,750,37.5
0.3142293684433285,0.9160151942900246,760,38.0
0.31571014646067747,0.9154038368847333,770,38.5
0.3171358954200285,0.9147958351037406,780,39.0
0.31850352777906177,0.9141912635582514,790,39.5
0.3198104505877875,0.9135901898360345,800,40.0
0.321054529190321,0.9129926749823187,810,40.5
0.3222340522301,0.9123987739517079,820,41.0
0.32334769811376246,0.9118085360332864,830,41.5
0.3243945030350347,0.9112220052509403,840,42.0
0.3253738306166643,0.9106392207407923,850,42.5
0.32628534319404473,0.910060217107541,860,43.0
0.3271289747372728,0.9094850247613941,870,43.5
0.3279049053876936,0.9089136702372036,880,44.0
0.32861353756942896,0.9083461764973442,890,44.5
0.32925547362499635,0.9077825632198215,900,45.0
0.3298314949161394,0.9072228470730526,910,45.5
0.3303425423257038,0.9066670419787382,920,46.0
0.330789698093283,0.9061151593642423,930,46.5
0.3311741689159194,0.9055672084058894,940,47.0
0.33149727024504955,0.9050231962646349,950,47.5
0.33176041171175963,0.904483128315599,960,48.0
0.3319650836140666,0.9039470083730443,970,48.5
0.3321128444021166,0.903414838912482,980,49.0
0.3322053090997617,0.9028866212917339,990,49.5
0.33224413860378815,0.9023623559729843,1000,50.0
0.33223102980502917,0.9018420427480933,1010,50.5
0.3321677064786261,0.9013256809697829,1020,51.0
0.33205591089373077,0.9008132697917106,1030,51.5
0.33189739609593266,0.9003048084209913,1040,52.0
0.33169391881860477,0.899800296387404,1050,52.5
0.33144723298216766,0.8992997338344062,1060,53.0
0.33115908374295444,0.8988031218382115,1070,53.5
0.3308312020559092,0.8983104627626577,1080,54.0
0.33046529971775496,0.8978217606595128,1090,54.5
0.33006306485952686,0.8973370217263711,1100,55.0
0.3296261578594798,0.8968562548376082,1110,55.5
0.32915620764934017,0.8963794721682463,1120,56.0
0.3286548083886945,0.8959066899364394,1130,56.5
0.3281235164839855,0.8954379292981502,1140,57.0
0.32756384793012977,0.8949732174381951,1150,57.5
0.326977275954179,0.8945125889162339,1160,58.0
0.3263652289417345,0.8940560873458622,1170,58.5
0.3257290886279806,0.8936037675116641,1180,59.0
0.3250701885362498,0.8931556980653983,1190,59.5
0.32438981264795475,0.892711964991515,1200,60.0
0.32368919428854426,0.8922726760973239,1210,60.5
0.3229695152148433,0.8918379668667704,1220,61.0
0.3222319048897371,0.8914080081172873,1230,61.5
0.32147743993064953,0.8909830160027696,1240,62.0
0.32070714371863873,0.890563264968693,1250,62.5
0.31992198615519635,0.8901491041762482,1260,63.0
0.3191228835539678,0.8897409774206275,1270,63.5
0.318310698654604,0.8893394451764767,1280,64.0
0.317486240745796,0.8889452042914289,1290,64.5
0.31665026588419526,0.8885590951610747,1300,65.0
0.31580347719536433,0.8881820785432168,1310,65.5
0.3149465252420789,0.8878151599947145,1320,66.0
0.3140800084441548,0.8874592520511055,1330,66.5
0.3132044735324145,0.8871150025251148,1340,67.0
0.3123204160173248,0.8867826611094229,1350,67.5
0.3114282806500755,0.8864620544085625,1360,68.0
0.3105284618502087,0.8861526768408061,1370,68.5
0.3096213040690587,0.8858538412223758,1380,69.0
