step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.2835e-06,0.000550071,0,0,0
100,0.000306402,0.000527808,65536,0,0
200,0.000400639,0.000506293,65536,0,0
300,0.000499673,0.000496517,65536,0,0
400,0.000596299,0.000493382,65536,0,0
500,0.000670204,0.000496034,65536,0,0
600,0.000717488,0.000502641,65536,0,0
700,0.000742897,0.000511374,65536,0,0
800,0.000752589,0.00052089,65536,0,0
900,0.000751585,0.000530287,65536,0,0
1000,0.000743497,0.000539008,65536,0,0
1100,0.000730776,0.000546764,65536,0,0
1200,0.00071506,0.000553471,65536,0,0
1300,0.000697462,0.000559122,65536,0,0
1400,0.000678725,0.000563795,65536,0,0
1500,0.000659377,0.000567587,65536,0,0
1600,0.000639758,0.000570598,65536,0,0
1700,0.000620114,0.000572924,65536,0,0
1800,0.000600619,0.00057465,65536,0,0
1900,0.000581399,0.000575854,65536,0,0
1999,0.000562717,0.000576597,65536,0,0
