step,time,active_area,total_signal,max_signal,delta_recouple_events,outside_activation_events,pending_outside_activations,outside_activation_no_recouple_total,outside_activation_events_total,outside_activation_no_recouple_fraction,signal_outside_domain_fraction
45,4.5,50.52090114313813,238.87259481954518,7.372417246228885,0,0,60,0,100,0.0,0.007042339872056053
46,4.6000000000000005,51.22610929182866,243.4782318454475,7.480482315403657,0,4,64,0,104,0.0,0.007815744094500147
47,4.7,51.935050421024144,248.06084068622022,7.586508710275666,0,0,64,0,104,0.0,0.008661903609077584
48,4.800000000000001,52.65023187350782,252.62053648278913,7.690538616689847,0,0,64,0,104,0.0,0.009585237375034958
49,4.9,53.374012600584756,257.1574338003752,7.7926143585767775,0,0,64,0,104,0.0,0.010590008442333874
50,5.0,54.10842104359085,261.67164663137333,7.892778199650779,0,0,64,0,104,0.0,0.011680260747739299
51,5.1000000000000005,54.85499801693177,266.1632883982165,7.991072195674575,0,0,60,4,104,0.038461538461538464,0.012859729350943741
52,5.2,55.61467628784621,270.6324719562254,8.087538085446186,0,0,60,4,104,0.038461538461538464,0.014131738355795556
53,5.300000000000001,56.387705350899736,275.0793095964442,8.182217208171734,4,0,60,4,104,0.038461538461538464,0.008918199208068127
54,5.4,57.173627210172185,279.50391304846204,8.275150436184342,0,0,60,4,104,0.038461538461538464,0.010049631004002172
55,5.5,57.97130604047166,283.90639348321974,8.366378114425459,0,8,68,4,112,0.03571428571428571,0.011280359861617312
56,5.6000000000000005,58.779010688028855,288.28686151580365,8.455940001095723,0,0,68,4,112,0.03571428571428571,0.012612054007071473
57,5.7,59.594543907183116,292.64542720822465,8.543875206873818,0,0,68,4,112,0.03571428571428571,0.014045413173086252
58,5.800000000000001,60.41540657537107,296.98220007218345,8.630222132695764,0,8,76,4,120,0.03333333333333333,0.01558004268619956
59,5.9,61.238980092454796,301.29728907182255,8.715018408032702,0,8,76,12,128,0.09375,0.017214379304814596
60,6.0,62.062707213237786,305.59080262646347,8.798300832787417,0,0,68,20,128,0.15625,0.018945753884937733
61,6.1000000000000005,62.88425184630974,309.8628486133311,8.880105326348161,0,0,68,20,128,0.15625,0.020770528908591147
62,6.2,63.70162224224882,314.11353437026446,8.96046688708107,8,0,68,20,128,0.15625,0.012606710995446217
63,6.300000000000001,64.51324882117235,318.34296669841314,9.039419564761403,8,0,60,28,128,0.21875,0.003920870206377955
64,6.4,65.31801609624645,322.5512518649211,9.116996447328308,0,0,56,32,128,0.25,0.004410622690680689
65,6.5,66.11525576271497,326.7384956055965,9.193229662100162,0,0,56,32,128,0.25,0.004947010713407129
66,6.6000000000000005,66.90471326633278,330.90480312756847,9.268150390397695,0,0,56,32,128,0.25,0.005532117121744637
67,6.7,67.68650198658669,335.05027911193065,9.341788893546187,0,0,56,32,128,0.25,0.006167777755468344
68,6.800000000000001,68.4610574925064,339.175027716371,9.41417454757054,0,0,56,32,128,0.25,0.00685556353787857
69,6.9,69.22909999116784,343.27915257778915,9.485335883603343,0,0,56,32,128,0.25,0.007596777634020597
70,7.0,69.99160752230918,347.36275681490025,9.555300631082464,0,8,64,32,136,0.23529411764705882,0.008392497662681905
71,7.1000000000000005,70.74979722656853,351.4259430308257,9.624095761160106,0,0,64,32,136,0.23529411764705882,0.009243491678135833
72,7.2,71.50510840141538,355.4688133156716,9.691747528287284,0,0,64,32,136,0.23529411764705882,0.010150407069849708
73,7.300000000000001,72.25917973444422,359.49146924909326,9.758281508572475,0,0,64,32,136,0.23529411764705882,0.011113715912525331
74,7.4,73.01381406055594,363.4940119028478,9.823722634143621,8,0,64,32,136,0.23529411764705882,0.00371921510775573
75,7.5,73.77092665349139,367.4765418433335,9.888095223290918,0,0,64,32,136,0.23529411764705882,0.004203153942093056
76,7.6000000000000005,74.53247655156767,371.43915913411684,9.951423006583916,0,0,64,32,136,0.23529411764705882,0.004736498859751403
77,7.7,75.3003838389012,375.38196333844627,10.013729149418964,0,0,64,32,136,0.23529411764705882,0.005322096220677494
78,7.800000000000001,76.07643848311659,379.305053521754,10.075036271566418,0,0,64,32,136,0.23529411764705882,0.005962622266625191
79,7.9,76.86220792215282,383.20852825414534,10.135366464275698,0,4,60,40,140,0.2857142857142857,0.0066605359545416284
80,8.0,77.65895105913475,387.0924856128745,10.194741305396303,0,0,56,44,140,0.3142857142857143,0.007417975595290929
81,8.1,78.46754583682934,390.95702318481017,10.25318187282501,0,8,64,44,148,0.2972972972972973,0.00823678304620844
82,8.200000000000001,79.28843637922017,394.8022380688861,10.310708756432108,0,0,56,52,148,0.35135135135135137,0.009118317220514557
83,8.3,80.12160405445667,398.6282268785417,10.367342068483858,0,4,60,52,152,0.34210526315789475,0.010063552306197831
84,8.4,80.96656492226646,402.435085744149,10.423101452485882,0,0,60,52,152,0.34210526315789475,0.011072911410623795
85,8.5,81.82239401647442,406.2229103154282,10.478006090333274,0,0,60,52,152,0.34210526315789475,0.012146320035407466
86,8.6,82.68777489006786,409.9917957638511,10.532074707668402,4,0,60,52,152,0.34210526315789475,0.010175956629097965
87,8.700000000000001,83.56107093328649,413.74183678503186,10.585325577409332,0,8,68,52,160,0.325,0.01110064245380218
88,8.8,84.44041330582574,417.4731276011067,10.637776521507407,0,0,68,52,160,0.325,0.012077317809964886
89,8.9,85.32379906253578,421.18576196310113,10.68944491110673,0,0,60,60,160,0.375,0.013105389972220053
90,9.0,86.20919235015455,424.87983315328563,10.740347665395184,0,8,68,60,168,0.35714285714285715,0.014183952679857335
91,9.1,87.09462151758011,428.5554339875192,10.790501249542356,4,0,68,60,168,0.35714285714285715,0.01179210065169204
92,9.200000000000001,87.97826564195572,432.2126568175816,10.839921672203166,8,0,68,60,168,0.35714285714285715,0.006447968550015835
93,9.3,88.85852525863474,435.85159353349366,10.888624483119541,0,0,68,60,168,0.35714285714285715,0.007024827138855343
94,9.4,89.73407383379646,439.4723355658262,10.936624771371763,0,0,68,60,168,0.35714285714285715,0.0076363782238522155
95,9.5,90.6038885061055,443.0749738879971,10.983937164815556,0,0,64,64,168,0.38095238095238093,0.008283084501324148
96,9.600000000000001,91.46726059274317,446.65959901855706,11.030575831192174,0,0,64,64,168,0.38095238095238093,0.008965305770682658
97,9.700000000000001,92.32378806521555,450.22630102346426,11.076554481321018,8,0,64,64,168,0.38095238095238093,0.003393155228312656
98,9.8,93.17335346435652,453.77516951834696,11.12188637468354,0,0,64,64,168,0.38095238095238093,0.0037790421690943603
99,9.9,94.01609143309217,457.3062936707552,11.16658432759021,0,0,64,64,168,0.38095238095238093,0.004197843649412264
100,10.0,94.85235017973741,460.8197622024014,11.210660723997094,0,0,64,64,168,0.38095238095238093,0.004650862324317938
101,10.100000000000001,95.68265080751155,464.3156633913894,11.254127528912703,0,0,64,64,168,0.38095238095238093,0.0051392721839701085
102,10.200000000000001,96.50764768698455,467.7940850744325,11.296996304216906,0,8,72,64,176,0.36363636363636365,0.005664123450811931
103,10.3,97.32809207534905,471.2551146490603,11.339278226608487,0,0,72,64,176,0.36363636363636365,0.0062262576394227455
104,10.4,98.1448001753719,474.69883907581493,11.380984107311763,0,0,64,72,176,0.4090909090909091,0.006826400250665576
105,10.5,98.95862593139863,478.12534488043593,11.422124413109636,0,8,72,72,184,0.391304347826087,0.007465108547059957
106,10.600000000000001,99.7704381892022,481.53471815603376,11.462709288232338,0,0,72,72,184,0.391304347826087,0.008142712205443239
107,10.700000000000001,100.58110145361192,484.92704456525365,11.502748576618526,0,0,64,80,184,0.43478260869565216,0.008859407736063498
108,10.8,101.39145935887002,488.3024093424273,11.542251844076487,8,0,56,88,184,0.4782608695652174,0.004425900977667533
109,10.9,102.20232007148637,491.66089729571524,11.581228399905358,0,8,64,88,192,0.4583333333333333,0.00490069983802742
110,11.0,103.01444309541645,495.0025928092366,11.619687317585171,0,0,64,88,192,0.4583333333333333,0.005409681624092347
111,11.100000000000001,103.82852725764847,498.32757984519037,11.657637454205691,0,0,64,88,192,0.4583333333333333,0.005953427168522407
112,11.200000000000001,104.64519994115606,501.6359419459645,11.695087468372428,0,0,64,88,192,0.4583333333333333,0.006532321215855793
113,11.3,105.46500784571074,504.9277622362347,11.732045836399285,0,0,64,88,192,0.4583333333333333,0.007146560511074145
114,11.4,106.28840966613686,508.2031234250535,11.768520866666954,0,0,64,88,192,0.4583333333333333,0.007796151085113031
115,11.5,107.11577107863604,511.4621078079283,11.804520712091065,8,0,64,88,192,0.4583333333333333,0.003895556183046663
116,11.600000000000001,107.94736233488652,514.7047972688887,11.840053380701985,0,0,64,88,192,0.4583333333333333,0.00427552903229317
117,11.700000000000001,108.78335860868879,517.9312732825441,11.875126744387325,0,0,64,88,192,0.4583333333333333,0.004681954310687325
118,11.8,109.62384305322321,521.1416169161315,11.909748545888448,0,0,64,88,192,0.4583333333333333,0.005115562851164592
119,11.9,110.468812339134,524.3359088315508,11.943926404173185,0,8,64,96,200,0.48,0.005577023479238373
120,12.0,111.31818427991142,527.5142292873932,11.977667818329621,0,0,64,96,200,0.48,0.006066871868098298
121,12.100000000000001,112.17180702944654,530.6766581409561,12.01098017014087,0,0,64,96,200,0.48,0.006585599199671842
122,12.200000000000001,113.02946926751935,533.8232748502512,12.04387072550944,0,4,68,96,204,0.47058823529411764,0.007133599233833837
123,12.3,113.89091077532095,536.9541584760001,12.076346634903278,0,0,68,96,204,0.47058823529411764,0.007711148865175951
124,12.4,114.7558328413266,540.0693876836201,12.108414932994927,0,0,68,96,204,0.47058823529411764,0.008318451574189029
125,12.5,115.62390801901125,543.169040745202,12.14008253766126,0,0,68,96,204,0.47058823529411764,0.00895560879827351
126,12.600000000000001,116.49478886936683,546.253195541476,12.171356248504877,8,0,68,96,204,0.47058823529411764,0.005286557283615911
127,12.700000000000001,117.36811544844647,549.3219295637685,12.202242745049842,0,8,76,96,212,0.4528301886792453,0.0057189892044768815
128,12.8,118.24352142896367,552.3753199159498,12.232748584754617,0,0,72,100,212,0.4716981132075472,0.0061770444083906135
129,12.9,119.12063886314874,555.41344331637,12.262880200973749,0,0,72,100,212,0.4716981132075472,0.006661269180738252
130,13.0,119.99910169288918,558.4363760997882,12.292643900987741,0,0,64,108,212,0.5094339622641509,0.007172111077022159
131,13.100000000000001,120.87854818794536,561.4441942192892,12.322045864207297,0,0,64,108,212,0.5094339622641509,0.007709924222917332
132,13.200000000000001,121.75862254275975,564.4369732481928,12.351092140644173,4,4,64,112,216,0.5185185185185185,0.006159907404319437
133,13.3,122.63897588889671,567.4147883819519,12.379788649726288,0,0,64,112,216,0.5185185185185185,0.006652461301778022
134,13.4,123.5192669867979,570.377714440042,12.40814117951965,0,8,72,112,224,0.5,0.007171520275594049
135,13.5,124.39916285090779,573.3258258678418,12.436155386404408,0,0,72,112,224,0.5,0.007717220585669937
136,13.600000000000001,125.27833953925406,576.2591967385027,12.463836795237047,0,0,64,120,224,0.5357142857142857,0.008289625960125278
137,13.700000000000001,126.15648330419825,579.1779007548101,12.4911908000158,8,0,64,120,224,0.5357142857142857,0.004815480885676953
138,13.8,127.03329225642796,582.0820112510361,12.518222665052033,0,0,64,120,224,0.5357142857142857,0.005241306397482021
139,13.9,127.90847864026907,584.971601194781,12.544937526636886,0,8,64,128,232,0.5517241379310345,0.005691519284723507
140,14.0,128.78177175652152,587.8467431888071,12.571340395180314,0,0,64,128,232,0.5517241379310345,0.0061661708438195545
141,14.100000000000001,129.65292150190592,590.707509472863,12.597436157788799,0,8,72,128,240,0.5333333333333333,0.006665257972390042
142,14.200000000000001,130.5217024259373,593.5539719254986,12.623229581238986,0,0,72,128,240,0.5333333333333333,0.007188605354550512
143,14.3,131.38791814196446,596.3862020658711,12.648725315297119,4,0,72,128,240,0.5333333333333333,0.006056171465926036
144,14.4,132.25140587522338,599.2042710555417,12.673927896328808,0,0,72,128,240,0.5333333333333333,0.006512172200676376
145,14.5,133.11204089277072,602.0082497002641,12.698841751140172,0,0,72,128,240,0.5333333333333333,0.00698887482479238
146,14.600000000000001,133.96974054255327,604.7982084517628,12.723471200989819,0,0,72,128,240,0.5333333333333333,0.0074861339210281755
147,14.700000000000001,134.82446763398931,607.574217409504,12.747820465711364,0,0,72,128,240,0.5333333333333333,0.008003739880696357
148,14.8,135.67623292006115,610.3363463224564,12.771893667888051,8,0,72,128,240,0.5333333333333333,0.004957405251363927
149,14.9,136.52509648817028,613.0846645908441,12.79569483702438,8,0,72,128,240,0.5333333333333333,0.0019276226536558494
150,15.0,137.37116792879544,615.8192412678899,12.819227913664145,0,0,72,128,240,0.5333333333333333,0.0021151072390310833
151,15.100000000000001,138.21460522074386,618.5401450615504,12.842496753409879,0,0,64,136,240,0.5666666666666667,0.002316533383724476
152,15.200000000000001,139.05561234243655,621.2474443362428,12.865505130804864,0,0,64,136,240,0.5666666666666667,0.002532490553722622
153,15.3,139.89443568362213,623.9412071145616,12.88825674304559,0,0,64,136,240,0.5666666666666667,0.0027635508841819777
154,15.4,140.73135938589564,626.6215010789887,12.910755213499375,0,0,56,144,240,0.6,0.003010265207469103
155,15.5,141.56669977998376,629.2883935735938,12.93300409500872,0,8,64,144,248,0.5806451612903226,0.0032731722875740587
156,15.600000000000001,142.40079911161152,631.9419516057258,12.95500687297049,0,0,64,144,248,0.5806451612903226,0.00355274562797495
157,15.700000000000001,143.23401875652934,634.5822418476971,12.976766968184192,0,0,64,144,248,0.5806451612903226,0.0038494599827170067
158,15.8,144.06673212118997,637.2093306384586,12.998287739469127,0,0,56,152,248,0.6129032258064516,0.004163743453801609
159,15.9,144.89931741193163,639.8232839852664,13.01957248605509,0,0,56,152,248,0.6129032258064516,0.0044959847973443145
160,16.0,145.73215043608107,642.42416756534,13.040624449755377,0,0,56,152,248,0.6129032258064516,0.00484653032945077
161,16.1,146.5655975767603,645.0120467275133,13.061446816934195,0,0,56,152,248,0.6129032258064516,0.0052156810294100835
162,16.2,147.40000906237108,647.5869864938758,13.082042720283045,0,8,64,152,256,0.59375,0.005603702849511261
163,16.3,148.23571263385625,650.1490515614064,13.102415240422467,0,0,64,152,256,0.59375,0.0060107757997110624
164,16.400000000000002,149.07300769897356,652.6983063035995,13.122567407346494,0,0,64,152,256,0.59375,0.006437059854853792
165,16.5,149.91216005304574,655.2348147720814,13.142502201727616,8,4,68,152,260,0.5846153846153846,0.003881619869333317
166,16.6,150.7533972392216,657.758640698221,13.162222556099806,0,0,68,152,260,0.5846153846153846,0.004192464040603808
167,16.7,151.59690461686696,660.2698474947299,13.18173135593657,0,8,76,152,268,0.5671641791044776,0.004520640641139886
168,16.8,152.44282220268974,662.7684982572563,13.201031440639891,0,0,68,160,268,0.5970149253731343,0.0048663857678621514
169,16.900000000000002,153.2912423439738,665.25465576597,13.22012560445465,0,0,68,160,268,0.5970149253731343,0.0052299175376812
170,17.0,154.14220827547848,667.7283824871402,13.239016597321559,0,8,76,160,276,0.5797101449275363,0.005611397014625981
171,17.1,154.99571360019638,670.1897405747044,13.257707125680058,0,0,72,164,276,0.5942028985507246,0.0060108848086808785
172,17.2,155.85170271882532,672.6387918718308,13.276199853230889,0,0,72,164,276,0.5942028985507246,0.0064284151715517605
173,17.3,156.71007221360762,675.0755979124717,13.294497401666456,0,0,72,164,276,0.5942028985507246,0.006863946664668013
174,17.400000000000002,157.57067316974837,677.5002199229093,13.312602351375519,0,0,72,164,276,0.5942028985507246,0.00731737354934625
175,17.5,158.43331439299092,679.9127188232949,13.330517242127245,0,0,72,164,276,0.5942028985507246,0.0077885263505283455
176,17.6,159.29776645642318,682.3131552291784,13.3482445737384,0,0,64,172,276,0.6231884057971014,0.008277173198940337
177,17.7,160.1637664847105,684.7015894530325,13.365786806726259,8,8,72,172,284,0.6056338028169014,0.006186079995534432
178,17.8,161.0310235611787,687.0780815057674,13.383146362948855,0,0,72,172,284,0.6056338028169014,0.006558165298842238
179,17.900000000000002,161.89922462387563,689.4426910982385,13.400325626233387,4,0,72,172,284,0.6056338028169014,0.005507950747223008
180,18.0,162.76804070205623,691.7954776427473,13.417326942992977,0,0,72,172,284,0.6056338028169014,0.005849685058034836
181,18.1,163.6371333352932,694.1365002545335,13.434152622831503,0,8,76,176,292,0.6027397260273972,0.006204712114716687
182,18.2,164.50616101407897,696.4658177532608,13.450804939135917,0,0,76,176,292,0.6027397260273972,0.006572989437727674
183,18.3,165.3747854834649,698.7834886644946,13.467286129655315,8,0,68,184,292,0.6301369863013698,0.004177803823552348
184,18.400000000000002,166.24267775972464,701.0895712211722,13.483598397065924,0,0,68,184,292,0.6301369863013698,0.004458082552065116
185,18.5,167.10952372366793,703.3841233650662,13.499743909521266,0,0,68,184,292,0.6301369863013698,0.004750422665477908
186,18.6,167.97502917224872,705.6672027482409,13.515724801186886,0,0,68,184,292,0.6301369863013698,0.005054886360271462
187,18.7,168.83892423150746,707.9388667344997,13.531543172759196,0,0,68,184,292,0.6301369863013698,0.005371511458348815
188,18.8,169.70096705754378,710.1991724008271,13.54720109196829,8,0,60,192,292,0.6575342465753424,0.0032382774029479245
189,18.900000000000002,170.56094677699753,712.448176538823,13.56270059406483,0,0,60,192,292,0.6575342465753424,0.0034544712522098886
190,19.0,171.4186856433047,714.685935656129,13.578043682291426,0,0,52,200,292,0.684931506849315,0.003681039444110082
191,19.1,172.2740404087839,716.9125059778482,13.593232328339214,0,0,52,200,292,0.684931506849315,0.003918181332664345
192,19.200000000000003,173.12690293451726,719.1279434479588,13.608268472790655,0,0,52,200,292,0.684931506849315,0.0041660798782490035
193,19.3,173.9772000793204,721.3323037307192,13.623154025549832,0,0,52,200,292,0.684931506849315,0.004424900538619092
194,19.400000000000002,174.82489292532279,723.5256422120656,13.637890866261785,8,4,56,200,296,0.6756756756756757,0.0021457376215279415
195,19.5,175.66997541049665,725.7080140010053,13.652480844722607,0,0,56,200,296,0.6756756756756757,0.0023206493513386215
196,19.6,176.51247244772486,727.8794739310001,13.666925781282224,0,8,64,200,304,0.6578947368421053,0.002505922407862651
197,19.700000000000003,177.352437615736,730.0400765613452,13.68122746724184,0,8,72,200,312,0.6410256410256411,0.002701810517546429
198,19.8,178.18995050962923,732.1898761785385,13.695387665248164,0,0,72,200,312,0.6410256410256411,0.0029085432266932453
199,19.900000000000002,179.0251138380686,734.3289267976457,13.709408109686475,0,0,72,200,312,0.6410256410256411,0.003126348498784165
200,20.0,179.85805035094205,736.4572821636576,13.72329050707458,0,0,72,200,312,0.6410256410256411,0.0033554204813419954
201,20.1,180.68889967580418,738.5749957528394,13.737036536459629,0,0,72,200,312,0.6410256410256411,0.003595927605975948
202,20.200000000000003,181.51781513424731,740.6821207740752,13.750647849819558,0,0,72,200,312,0.6410256410256411,0.0038480113661315727
203,20.3,182.34496060096606,742.7787101702047,13.764126072470823,0,0,72,200,312,0.6410256410256411,0.004111785301587071
204,20.400000000000002,183.17050745917237,744.8648166193537,13.777472803483782,0,8,72,208,320,0.65,0.004387346124705042
205,20.5,183.99463169662977,746.9404925362569,13.790689616106874,0,0,72,208,320,0.65,0.004674728054551957
206,20.6,184.81751117729203,749.0057900735756,13.80377805820044,0,0,72,208,320,0.65,0.004973966764056434
207,20.700000000000003,185.63932311468903,751.0607611232078,13.816739652680718,0,0,72,208,320,0.65,0.005285058421502037
208,20.8,186.46024176505955,753.1054573175918,13.829575897974275,0,0,72,208,320,0.65,0.005607969600524883
209,20.900000000000002,187.2804363509789,755.1399300310038,13.842288268482724,0,0,72,208,320,0.65,0.005942637650774847
210,21.0,188.10006921998843,757.164230380849,13.85487821505739,0,0,72,208,320,0.65,0.006288971291226702
211,21.1,188.91929423756196,759.1784092289445,13.867347165483157,12,0,64,216,320,0.675,0.0034265916800765017
212,21.200000000000003,189.7382554096319,761.1825171827998,13.879696524970555,0,0,64,216,320,0.675,0.003650545052534289
213,21.3,190.55708572679558,763.1766045968859,13.891927676654799,0,0,64,216,320,0.675,0.0038840173566466593
214,21.400000000000002,191.37590622013306,765.1607215739014,13.904041982100326,0,4,64,220,324,0.6790123456790124,0.004127077902841068
215,21.5,192.1948252171691,767.1349179660319,13.91604078180914,0,0,64,220,324,0.6790123456790124,0.0043797627360583225
216,21.6,193.01393778576423,769.0992433762017,13.927925395731142,0,0,56,228,324,0.7037037037037037,0.004642104029214014
217,21.700000000000003,193.83332535347307,771.0537471593207,13.939697123774488,8,0,56,228,324,0.7037037037037037,0.0029039242348279717
218,21.8,194.65305549002284,772.9984784235241,13.951357246313957,0,8,64,228,332,0.6867469879518072,0.0030888813146795085
219,21.900000000000002,195.47318184090418,774.9334860314065,13.962907024695252,0,0,56,236,332,0.7108433734939759,0.003282187294466436
220,22.0,196.2937442005204,776.8588186012494,13.974347701733189,0,8,64,236,340,0.6941176470588235,0.00348400506860542
221,22.1,197.1147687138153,778.7745245082431,13.98568050220175,0,0,64,236,340,0.6941176470588235,0.0036944413785191233
222,22.200000000000003,197.9362681957321,780.680651885702,13.996906633314067,0,0,64,236,340,0.6941176470588235,0.003913621946272548
223,22.3,198.75824255820163,782.5772486262734,14.008027285190499,0,0,64,236,340,0.6941176470588235,0.004141648250313341
224,22.400000000000002,199.5806793346037,784.4643623831421,14.019043631313144,0,0,64,236,340,0.6941176470588235,0.0043786071158864355
225,22.5,200.40355429179104,786.3420405712263,14.029956828965242,0,0,64,236,340,0.6941176470588235,0.004624570150868252
226,22.6,201.22683211983113,788.2103303683703,14.040768019654156,0,0,56,244,340,0.7176470588235294,0.004879593250066055
227,22.700000000000003,202.0504671896361,790.0692787165283,14.051478329516787,0,0,56,244,340,0.7176470588235294,0.005143716171045493
228,22.8,202.87440436864858,791.9189323229458,14.062088869706516,0,0,56,244,340,0.7176470588235294,0.005416962183920698
229,22.900000000000002,203.69857988476835,793.7593376613311,14.072600736760986,0,8,64,244,348,0.7011494252873564,0.005699349026831862
230,23.0,204.52292222877082,795.5905409730244,14.083015012950227,0,8,64,252,356,0.7078651685393258,0.005990856055822325
231,23.1,205.34735308561145,797.4125882681592,14.093332766604897,0,0,64,252,356,0.7078651685393258,0.006291446805561495
232,23.200000000000003,206.1717882852422,799.2255253268186,14.10355505242459,0,0,64,252,356,0.7078651685393258,0.006601085295538805
233,23.3,206.99613876390117,801.0293977001844,14.113682911766366,4,0,64,252,356,0.7078651685393258,0.005882648593993779
234,23.400000000000002,207.8203115272632,802.8242507116834,14.123717372913893,0,0,64,252,356,0.7078651685393258,0.006175404190067613
235,23.5,208.64421060735492,804.6101294581249,14.133659451327699,8,8,72,252,364,0.6923076923076923,0.004551143176560452
236,23.6,209.46773800572169,806.3870788108345,14.143510149877276,0,0,72,252,364,0.6923076923076923,0.004783063554100521
237,23.700000000000003,210.29079461596154,808.1551434167802,14.153270459055834,8,0,72,252,364,0.6923076923076923,0.0029825888044663824
