id,active,lost_reason,x_m,y_m,y_prime_rad,z_m,z_prime_rad,beta,velocity_m_s,transverse_velocity_m_s,z_transverse_velocity_m_s,momentum_kg_m_s,transverse_momentum_kg_m_s,z_transverse_momentum_kg_m_s,kinetic_energy_ev
66,True,,1.0111863885132397,0.001162466415018032,-0.003246287238750933,0.00020779949205759255,0.0013580715391492701,0.0455652119980631,13660022.330205647,-44344.35617159938,18551.287550795783,2.2871808257338425e-20,-7.424845927295595e-23,3.106155184317058e-23,975534.1882693816
67,True,,1.0129408455811995,-0.0004535080936838002,-0.0002723871115065903,0.0011237137020908468,-0.00033655463302005345,0.045640587210390854,13682702.541861067,-3726.9918229814166,-4604.976932698604,2.2909862031245e-20,-6.2403511437053305e-24,-7.710420208465717e-24,978769.4242873178
68,True,,1.0083655010949903,0.0005991291057922675,0.0008914438413728394,0.001597580444181336,0.0016898588126436711,0.04544550521274375,13624194.846638273,12145.204589699264,23022.965726766175,2.281169559680947e-20,2.033534555104772e-23,3.8548544835613316e-23,970407.2218577688
69,True,,1.0077104106156811,-3.9087216099616304e-05,-0.0028510077056530803,-2.228017408785718e-05,-0.00040422824163254245,0.045614051578221924,13674691.949243087,-38986.65211972418,-5527.696681509217,2.2896421581721338e-20,-6.527787436136902e-23,-9.255380235656613e-24,977629.8548073153
70,True,,1.0062415443613624,0.0011649696087416112,-0.00047690838431104025,-0.0002639745006465451,-0.0013414517820218243,0.045381583673491876,13605042.72915061,-6488.358946441883,-18250.50881350215,2.2779561950181665e-20,-1.0863764084974387e-23,-3.055768397174774e-23,967675.0605574143
71,True,,1.0156572723041222,0.0001843184421912123,0.0007917306904269332,-0.0007860942927604784,0.0003022294942081743,0.04568582217362251,13696260.006991023,10843.749391601796,4139.413734456543,2.2932609667835188e-20,1.8156450885606517e-23,6.930911020783318e-24,980713.5716663795
72,True,,1.014892230963615,7.72631639392686e-05,0.0008203680711505954,0.0003277374348982254,0.0018519658120168911,0.04570455244090554,13701852.01022779,11240.561904821481,25375.36148425678,2.2941992428178462e-20,1.882087807665633e-23,4.2487785636536893e-23,981519.1446610303
73,True,,1.005555600842488,-0.0008538142148957536,0.0015079335107332933,-3.23735825733907e-05,0.000167083865671916,0.045282378988974345,13575300.077520726,20470.649905153776,2268.213614608424,2.2729660002511633e-20,3.427481600536148e-23,3.797759458627976e-24,963442.4748319921
74,True,,1.0121342311011328,0.0002638463965798148,0.0006178734258952954,0.00117429683206631,0.0007523820083121612,0.04545975028584382,13628483.819407167,8420.677987255705,10253.826026295357,2.281889165148797e-20,1.4099186759838427e-23,1.7168523528204128e-23,971016.6180102191
75,True,,1.0118846946182836,-0.00039512941554228345,-0.00047174869373617015,-0.0004053185932874701,0.0015728870276356765,0.04567564873108226,13693196.541856052,-6459.747581693236,21537.85120755109,2.2927469615716925e-20,-1.0816003841890191e-23,3.6062319535072284e-23,980276.159736269
76,True,,1.0205930949575837,-0.0002799671285285043,4.433285880098692e-05,-0.0003341115011298279,-0.0008460926073517274,0.045915094189955416,13764994.00599055,610.2415356640104,-11646.459668709444,2.3047938356216122e-20,1.0217809967999799e-24,-1.9500690257892786e-23,990597.2278973786
77,True,,1.0011735288799315,-0.0001383961861746485,0.0011471333378368512,-5.1476257206252756e-05,-0.0005662371157525776,0.04546972481489152,13631469.412626332,15637.113006926986,-7718.6439236750175,2.2823900960039128e-20,2.6182057690747398e-23,-1.2923739849835044e-23,971443.4371009168
78,True,,1.013379242182353,-0.0009078507096709926,-0.0005274035363423806,-0.0003689685468713092,0.0020556893464526984,0.04572078288405318,13706715.014916854,-7228.969970504355,28176.748031027815,2.2950151968530748e-20,-1.2103991307798164e-23,4.7178382901179083e-23,982217.4710427064
79,True,,1.013503315144565,0.0005635986176314484,-0.002015054398876684,-0.00015692834268283813,0.0014947314347183178,0.04555601087707059,13657305.493489103,-27520.213511457918,20414.003834669333,2.2867249685882724e-20,-4.6078752069749447e-23,3.4180396931041486e-23,975139.6285641147
80,True,,1.0083749708256107,-0.0004151244351205109,0.002088987563939414,-0.0003052100494653877,-0.00033543512530836734,0.04547466828750167,13632932.069547392,28479.025553315318,-4572.964277069089,2.2826355106816196e-20,4.7683971948203963e-23,-7.656761285588181e-24,971655.0076713633
81,True,,1.008955865050049,0.0005383046767001492,-0.0034039561614368696,0.0013663055500064527,-0.0017961896772618485,0.04549366853666557,13638557.698975222,-46425.05251253896,-24497.436551639403,2.2835794178104396e-20,-7.773204229386266e-23,-4.101741777478733e-23,972468.3951022894
82,True,,1.0140796024652379,-0.0011574253707846635,-0.0015309649150022126,0.00010272629237421843,-0.0016838469182064233,0.045703250431630225,13701454.304288864,-20976.4458243723,-23071.151605222938,2.294132515260821e-20,-3.512236391230095e-23,-3.862967965779084e-23,981463.1355945357
83,True,,1.0140184534839745,-0.0002870963910515316,-0.0010453542132262475,0.0015526313619435611,0.0006604771810576458,0.04562321314011554,13677484.752730556,-14297.816312604646,9033.66657344241,2.2901107344514023e-20,-2.3939769050134293e-23,1.512565882200317e-23,978023.2215862755
84,True,,1.0143815500652174,-0.000448577446179079,0.0008834080899206884,7.422946737533143e-05,0.0007143546672122653,0.045668543036771134,13691075.934654213,12094.807240391983,9780.283993077765,2.2923911480762593e-20,2.0251168854731422e-23,1.637580315704359e-23,979970.7052226948
85,True,,1.0112044249698542,-9.520765037049146e-05,0.0005685623919135646,-0.0001802612973849102,-0.00020886672315860322,0.04558735671032412,13666743.214825623,7770.396211889735,-2854.5278715307027,2.2883084587596168e-20,1.3010461307484102e-23,-4.779514893572349e-24,976484.1198704098
86,True,,1.0121000578913002,0.00027610421781020336,0.001218314238196571,-0.00029243844461726413,0.0018967644098635706,0.04549149834748228,13637973.453615336,16615.33723868643,25868.022669481736,2.2834813684569336e-20,2.781997863847673e-23,4.331226190275674e-23,972375.4735200218
87,True,,1.0030411251831055,-0.0001750584363694484,0.0005888423139051743,-0.0002810399410631588,0.001367119238394136,0.04534890208087417,13595243.760602323,8005.454794097956,18586.319295777277,2.2763121258552163e-20,1.340388899358992e-23,3.11199009984652e-23,966279.6651102238
88,True,,1.0173135566773208,-0.00030411815351204024,-0.0017568044911540888,0.0005949776223502355,0.00045327356389925,0.04576526387876083,13720058.367276885,-24103.460158528265,6218.939753041319,2.297254055600163e-20,-4.0358262422003113e-23,1.0412845329638917e-23,984132.5764142199
89,True,,1.0143535350223405,-0.0005522667981375731,-0.00021692909347254634,-0.00021465139953353953,-0.0007117695363027907,0.04567956967175714,13694386.68116521,-2970.7108884076815,-9747.247258004074,2.292946646382212e-20,-4.974068373806085e-24,-1.632049571262506e-23,980444.7308086016
90,True,,1.008061929995264,0.0003216514502802417,-8.1516390742866e-05,-0.0008847141526064628,-0.0012462334106185342,0.04551856442057313,13646111.670068022,-1112.3817710180485,-17006.240288270255,2.2848468150268552e-20,-1.86252465761322e-24,-2.847452439031813e-23,973534.6880330777
91,True,,1.0177325972500781,3.173598905166585e-05,-0.0006161207982708566,-0.001046615518861542,-0.001512238923319789,0.04565924083920653,13688277.791911254,-8433.6326401056,-20699.946470142055,2.2919216601786903e-20,-1.4121006028435615e-23,-3.465933143721926e-23,979570.9012747876
92,True,,1.0199937221415944,9.966228771312829e-05,0.0009781495968087994,-0.0005272636101033667,-0.0008097140285808726,0.04585942348651354,13748298.205518879,13447.892346535433,-11132.189926121871,2.30199241808936e-20,2.2516929556110208e-23,-1.86395555461376e-23,988192.7501071957
93,True,,1.0065623576377316,0.0001989873167719412,-0.001266242590215701,-0.0003294113774915088,0.0008426495165765286,0.045641560636293696,13682979.82282191,-17325.97181271919,11529.956333027276,2.2910327321252514e-20,-2.901003220995233e-23,1.9305376241863466e-23,978811.2406245642
94,True,,1.0217188261373318,0.00013456897417218964,0.0016228518667853094,-0.000692868086034749,0.0024164816618364037,0.04596199626377668,13779001.459669285,22361.2782412618,33296.70434570786,2.3071442081199714e-20,3.74415328509041e-23,5.575171670133982e-23,992625.257564955
95,True,,1.0075044332147753,-8.540038711871495e-05,-0.0004660780608396298,0.00011087421403357057,-0.0007933134841544296,0.04544116764321116,13622913.57574024,-6349.341142366879,-10807.241033105169,2.280954579315756e-20,-1.0631028871907612e-23,-1.8095120245149838e-23,970221.7012587702
96,True,,1.018902119760649,-0.00022177161900853028,0.0025701791253135865,0.0005007871660880131,-0.0015878637091692209,0.04583244810622888,13740159.569942549,35314.671305144046,-21817.500739305942,2.3006268471404985e-20,5.913023097656521e-23,-3.653081878914802e-23,987028.71014931
97,True,,1.0085779553879726,0.00036528334060335595,-0.002434889196718251,-7.672525402444282e-05,-0.0013336874751803717,0.0454065403193414,13612485.87322345,-33144.89479319158,-18154.801915187858,2.2792050229881827e-20,-5.549611687579899e-23,-3.03974719252753e-23,968741.3075498256
