trial_id,status,config_path,out_dir,K
0,completed,mc_ensemble_sim_v1_cpp/outputs/smoke\trial_0000\config.json,mc_ensemble_sim_v1_cpp/outputs/smoke\trial_0000,0.7129553215802807
