step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00018156,0.0014644,658,0.000180003,0.0358632,0.00434803,0.0100403
100,0.0167993,0.00210377,7139,0.00640124,0.613737,0.00495731,0.108932
200,0.0528013,0.000831877,17262,0.0171268,0.652122,0.0053839,0.263397
300,0.118382,0.00186762,25455,0.0318424,0.763111,0.0060586,0.388412
400,0.2163,0.00201737,32132,0.0507319,0.765759,0.00684896,0.490295
500,0.360818,0.00328681,37312,0.0719264,0.95556,0.00751243,0.569336
600,0.537377,0.00454035,40831,0.0916068,1.01167,0.00816632,0.623032
700,0.733306,0.00597738,43573,0.108669,0.910556,0.00888841,0.664871
800,0.976295,0.00517881,45519,0.12745,0.919743,0.00954833,0.694565
900,1.25922,0.00376209,47077,0.143834,0.923659,0.0102206,0.718338
1000,1.51944,0.00452207,48231,0.158201,0.984991,0.0106627,0.735947
1100,1.78805,0.00889729,48930,0.170672,0.943314,0.0110729,0.746613
1200,2.06945,0.00766416,49721,0.181765,1.11112,0.0116997,0.758682
1300,2.34615,0.00684412,50331,0.192908,0.984459,0.012414,0.76799
1400,2.57011,0.00634165,50806,0.197543,1.02903,0.0132938,0.775238
1500,2.77692,0.00538056,51251,0.204987,1.06519,0.0141135,0.782028
1600,3.01693,0.00327624,51553,0.212375,1.01714,0.0145507,0.786636
1700,3.26853,0.00384562,51888,0.219586,1.07533,0.014956,0.791748
1800,3.48967,0.00118454,52279,0.225399,1.15604,0.0153294,0.797714
1900,3.65433,0.00559917,52426,0.22795,1.01692,0.0157779,0.799957
1999,3.86502,0.00719353,52743,0.232564,1.07319,0.0163263,0.804794
