step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00548765,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,3.23951,0.00190896,52667,0.20054,0.898024,0.00491931,0.803635
200,8.74316,0.00232658,55555,0.267839,0.973237,0.00455172,0.847702
300,13.3903,0.0029226,54910,0.299002,1.108,0.00410452,0.83786
400,16.7246,0.00394001,54946,0.315568,1.06459,0.00405411,0.838409
500,19.1092,0.0028884,55208,0.327877,1.0639,0.00388475,0.842407
600,21.0297,0.0029133,55460,0.336879,1.08388,0.00372062,0.846252
700,22.3643,0.00302647,55648,0.344342,1.05578,0.00369217,0.849121
800,23.5093,0.00517063,55827,0.348637,1.04947,0.00384037,0.851852
900,24.971,0.00781135,56101,0.356976,1.05798,0.00415723,0.856033
1000,26.2365,0.0014317,56319,0.362532,1.09739,0.00456839,0.85936
1100,27.4264,0.00197409,56575,0.366456,1.14066,0.00506887,0.863266
1200,28.6974,0.00121057,56802,0.372232,1.15015,0.00573061,0.86673
1300,29.897,0.00270783,56940,0.378383,1.08882,0.0064328,0.868835
1400,31.0961,0.00112678,57090,0.381373,1.10346,0.00695536,0.871124
1500,32.0628,0.00149547,57260,0.385501,1.09906,0.00735651,0.873718
1600,33.2562,0.00832898,57397,0.388526,1.10143,0.00770992,0.875809
1700,33.9136,0.00423642,57516,0.39124,1.11875,0.00807312,0.877625
1800,35.2865,0.00632085,57708,0.39456,1.15677,0.00840981,0.880554
1900,36.1982,0.00375807,57854,0.397491,1.13187,0.00875388,0.882782
1999,37.3774,0.00827213,58019,0.401915,1.16,0.00895532,0.8853
