step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,8.29278e-05,0.00058339,65536,0,0
200,9.761e-05,0.000595692,65536,0,0
300,0.000103028,0.000609624,65536,0,0
400,0.000112828,0.000623451,65536,0,0
500,0.000126239,0.000636545,65536,0,0
600,0.00013993,0.000648481,65536,0,0
700,0.000151592,0.000659088,65536,0,0
800,0.000160325,0.000668468,65536,0,0
900,0.000166176,0.000676785,65536,0,0
1000,0.000169584,0.000684213,65536,0,0
1100,0.000171052,0.000690885,65536,0,0
1200,0.000171022,0.000696928,65536,0,0
1300,0.000169853,0.00070246,65536,0,0
1400,0.000167829,0.000707569,65536,0,0
1500,0.000165164,0.000712329,65536,0,0
1600,0.00016203,0.000716807,65536,0,0
1700,0.000158552,0.000721038,65536,0,0
1800,0.000154832,0.000725064,65536,0,0
1900,0.000150951,0.000728901,65536,0,0
1999,0.000147007,0.000732529,65536,0,0
