step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559886,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,3.35449,0.00571619,52880,0.203893,0.856494,0.00788152,0.806885
200,8.97014,0.00337653,55718,0.269152,0.934627,0.00855211,0.850189
300,13.4315,0.00957123,54905,0.298018,1.0123,0.00939205,0.837784
400,16.8142,0.00909706,55026,0.315939,1.07009,0.0100022,0.83963
500,18.9963,0.00665926,55231,0.326744,0.975618,0.0105885,0.842758
600,20.9949,0.00584238,55472,0.33695,1.11611,0.0112487,0.846436
700,22.3404,0.00383337,55658,0.341428,1.09473,0.0118469,0.849274
800,23.6098,0.00265991,55911,0.348985,1.15853,0.0124894,0.853134
900,24.8524,0.00711749,56108,0.356214,1.06792,0.013067,0.85614
1000,26.1852,0.0076073,56323,0.361795,1.0977,0.0135673,0.859421
1100,27.215,0.0101041,56530,0.366877,1.05004,0.0140576,0.862579
1200,28.5678,0.0105452,56676,0.373601,1.104,0.0145844,0.864807
1300,29.6838,0.0108453,56881,0.376167,1.12154,0.0148287,0.867935
1400,30.7083,0.00878609,57079,0.379096,1.13052,0.0150936,0.870956
1500,31.7374,0.00240155,57261,0.38357,1.12227,0.0153829,0.873734
1600,32.9221,0.00494805,57439,0.387747,1.17785,0.0157801,0.87645
1700,34.2582,0.00346622,57658,0.391134,1.08593,0.0159101,0.879791
1800,35.4242,0.00322518,57767,0.396342,1.17396,0.0160499,0.881454
1900,36.3976,0.0055834,57884,0.398817,1.09545,0.016257,0.88324
1999,37.4643,0.0122858,58006,0.402416,1.15762,0.0163872,0.885101
