step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,7.68058e-05,0.000586669,65535,0,0
200,0.000100518,0.000603471,65536,0,0
300,0.000125695,0.000620568,65536,0,0
400,0.000150302,0.000635931,65536,0,0
500,0.000169067,0.000649144,65536,0,0
600,0.000181027,0.000660528,65536,0,0
700,0.00018741,0.00067046,65536,0,0
800,0.000189791,0.000679229,65536,0,0
900,0.000189455,0.000687056,65536,0,0
1000,0.000187323,0.00069409,65536,0,0
1100,0.000184017,0.000700449,65536,0,0
1200,0.00017996,0.000706209,65536,0,0
1300,0.000175435,0.000711445,65536,0,0
1400,0.000170632,0.000716195,65536,0,0
1500,0.000165681,0.000720504,65536,0,0
1600,0.000160672,0.000724413,65536,0,0
1700,0.000155665,0.000727961,65536,0,0
1800,0.000150704,0.000731168,65536,0,0
1900,0.000145819,0.000734085,65536,0,0
1999,0.000141078,0.000736692,65536,0,0
