step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000806615,0.00130782,6764,0.00161034,0.0357865,0.0046135,0.10321
100,0.123287,0.00125724,36269,0.0846203,0.760618,0.00470848,0.553421
200,0.329073,0.00159686,47548,0.146159,0.799915,0.00456557,0.725525
300,0.61948,0.00356512,50404,0.186549,0.865515,0.00440054,0.769104
400,0.909803,0.00314717,51536,0.210521,0.896968,0.00432799,0.786377
500,1.17157,0.00181146,52141,0.227204,0.998981,0.00436987,0.795609
600,1.40013,0.00265694,52657,0.239843,0.981467,0.00436387,0.803482
700,1.5662,0.00153225,53154,0.247689,0.963746,0.0044789,0.811066
800,1.69153,0.0046984,53416,0.251128,1.00623,0.0046837,0.815063
900,1.79497,0.00293447,53612,0.257474,0.996056,0.00493505,0.818054
1000,1.89654,0.000558684,53784,0.262921,1.02976,0.00507226,0.820679
1100,2.00788,0.00159671,54006,0.268593,0.979516,0.00517676,0.824066
1200,2.15681,0.00572546,54362,0.276172,1.00987,0.00531687,0.829498
1300,2.28645,0.0021754,54621,0.281275,0.963396,0.00540337,0.83345
1400,2.4151,0.00124345,54894,0.284789,1.01291,0.0055651,0.837616
1500,2.5085,0.00725878,55058,0.287284,1.0776,0.00564645,0.840118
1600,2.57966,0.0014071,55290,0.290739,1.01971,0.00571911,0.843658
1700,2.6763,0.00222358,55428,0.295686,1.00785,0.00569112,0.845764
1800,2.80435,0.00667981,55690,0.30041,1.01788,0.0054913,0.849762
1900,2.95086,0.00735613,56005,0.303757,0.982314,0.00566583,0.854568
1999,3.07401,0.00392772,56205,0.307047,1.00985,0.00578181,0.85762
