step,residue_coherence,orientation_alignment,corridor_count
0,3.14968e-06,0.000577461,0
100,0.000153553,0.000616539,0
200,0.000200101,0.000671204,0
300,0.000248534,0.000705909,0
400,0.000295802,0.00071924,0
500,0.000332004,0.000719303,0
600,0.000355273,0.000716256,0
700,0.000367899,0.000717146,0
800,0.000372884,0.00072513,0
900,0.000372653,0.000740551,0
1000,0.000368949,0.000762181,0
1100,0.000362964,0.000788225,0
1200,0.000355484,0.000816917,0
1300,0.000347052,0.000846786,0
1400,0.000338035,0.000876762,0
1500,0.000328674,0.000906095,0
1600,0.000319155,0.0009343,0
1700,0.000309595,0.000961113,0
1800,0.000300082,0.000986344,0
1900,0.000290678,0.00100999,0
1999,0.000281518,0.00103182,0
