step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00729181,0.00255454,28473,0.00364549,0.0421307,0.00628145,0.434464
100,5.8271,0.00547653,59413,0.129129,0.649163,0.00685025,0.90657
200,21.7431,0.00476126,58574,0.137128,0.705976,0.00730555,0.893768
300,47.185,0.0223544,58812,0.148692,0.700723,0.00751036,0.8974
400,87.441,0.0260023,59294,0.15916,0.737297,0.0078413,0.904755
500,135.459,0.0296304,59614,0.165824,0.715098,0.00822878,0.909637
600,196.044,0.00292687,59951,0.17273,0.805286,0.00885131,0.91478
700,253.607,0.0093247,60359,0.177387,0.792115,0.00951873,0.921005
800,330.473,0.0322988,60556,0.183,0.827162,0.0101184,0.924011
900,437.412,0.0134827,60795,0.189059,0.817449,0.0107034,0.927658
1000,478.706,0.0445493,61011,0.191594,0.768522,0.0110874,0.930954
1100,597.393,0.0326464,61166,0.196174,0.864814,0.0116625,0.933319
1200,680.77,0.032629,61311,0.200253,0.790788,0.0121499,0.935532
1300,858.86,0.0715742,61495,0.203788,0.78137,0.0125389,0.938339
1400,1054.28,0.107195,61676,0.207473,0.77277,0.0130884,0.941101
1500,1132.01,0.0175443,61897,0.211466,0.829974,0.0134364,0.944473
1600,1547.62,0.0714702,62025,0.213048,0.85168,0.0138295,0.946426
1700,1621.91,0.0442108,62143,0.213664,0.889234,0.0141282,0.948227
1800,1955.58,0.0821687,62281,0.221512,0.835226,0.014744,0.950333
1900,2001.48,0.0612805,62487,0.223834,0.842647,0.0149718,0.953476
1999,2447.33,0.0454975,62636,0.224563,0.805332,0.01562,0.95575
