step,residue_coherence,orientation_alignment,corridor_count
0,5.7941e-05,9.20466e-05,0
50,0.00254772,9.14138e-05,0
100,0.00451974,9.11729e-05,0
150,0.00627597,9.21083e-05,0
200,0.00801831,9.49227e-05,0
250,0.00989237,0.000101279,0
300,0.0120139,0.000113454,0
350,0.0144879,0.000132026,0
400,0.0174215,0.000153859,0
450,0.0209317,0.000174957,0
500,0.025155,0.000197015,0
550,0.0302571,0.000227978,0
600,0.036444,0.000265367,0
650,0.0439725,0.000270549,0
700,0.0531697,0.000224424,0
750,0.0644581,0.000153317,0
800,0.0783899,0.000117004,0
850,0.0956996,0.000161536,0
900,0.11738,0.000230498,0
950,0.1448,0.000282428,0
999,0.179091,0.000309169,0
