step,residue_coherence,orientation_alignment,corridor_count
0,3.11655e-06,0.000982252,0
100,0.000152618,0.00101927,0
200,0.00020026,0.00107846,0
300,0.000249046,0.00112998,0
400,0.000296193,0.00116327,0
500,0.000332143,0.00117709,0
600,0.000355149,0.00117487,0
700,0.000367577,0.00116132,0
800,0.000372426,0.00114055,0
900,0.00037211,0.0011157,0
1000,0.000368366,0.00108904,0
1100,0.000362363,0.00106211,0
1200,0.000354884,0.00103593,0
1300,0.000346468,0.00101116,0
1400,0.000337473,0.000988147,0
1500,0.000328141,0.000967083,0
1600,0.000318649,0.000948022,0
1700,0.000309119,0.000930942,0
1800,0.000299635,0.000915779,0
1900,0.000290262,0.000902402,0
1999,0.000281129,0.000890815,0
