step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000165227,0.00130782,598,0.000163674,0.0357865,0.0046135,0.00912476
100,0.0160318,0.00258168,6840,0.00621866,0.549358,0.00496894,0.10437
200,0.0500695,0.00167561,16534,0.0160252,0.63898,0.00523262,0.252289
300,0.116832,0.00349546,25122,0.0324397,0.82713,0.00515854,0.383331
400,0.224542,0.000998376,32324,0.0529947,0.86683,0.00529134,0.493225
500,0.383024,0.00476117,37797,0.0755965,0.867165,0.00548606,0.576736
600,0.582892,0.00341674,41500,0.0974292,0.887197,0.00585545,0.63324
700,0.838115,0.00194005,44035,0.12028,1.05218,0.00624725,0.671921
800,1.10137,0.00334622,46093,0.136168,1.01607,0.00673641,0.703323
900,1.36234,0.00546801,47630,0.151169,1.03415,0.00709658,0.726776
1000,1.64728,0.00195975,48597,0.164432,0.94084,0.00737548,0.741531
1100,1.89192,0.00309475,49361,0.173714,0.964517,0.00762461,0.753189
1200,2.16701,0.00321006,49913,0.184767,0.9658,0.00805471,0.761612
1300,2.42613,0.00444338,50495,0.194422,1.09545,0.00859671,0.770493
1400,2.67647,0.00525955,51077,0.201206,1.12154,0.00908621,0.779373
1500,2.89627,0.003533,51703,0.207425,1.05279,0.0094481,0.788925
1600,3.10401,0.00703465,51857,0.214328,1.09199,0.00983996,0.791275
1700,3.37347,0.00894036,52241,0.223626,1.10909,0.0101883,0.797134
1800,3.67056,0.00598028,52634,0.228943,1.05265,0.0107007,0.803131
1900,3.88504,0.00597672,52966,0.23347,1.03292,0.0113566,0.808197
1999,4.09313,0.00235868,53043,0.238418,1.06671,0.0119499,0.809372
