step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,8.28498e-05,0.00131027,65536,0,0
200,9.77443e-05,0.00134345,65536,0,0
300,0.000103411,0.00138479,65536,0,0
400,0.000113315,0.00142888,65536,0,0
500,0.000126694,0.00147262,65536,0,0
600,0.000140304,0.00151402,65536,0,0
700,0.000151884,0.00155173,65536,0,0
800,0.000160545,0.00158515,65536,0,0
900,0.000166337,0.00161418,65536,0,0
1000,0.000169691,0.00163905,65536,0,0
1100,0.000171116,0.00166009,65536,0,0
1200,0.00017105,0.00167771,65536,0,0
1300,0.000169852,0.0016923,65536,0,0
1400,0.000167802,0.0017043,65536,0,0
1500,0.000165117,0.00171402,65536,0,0
1600,0.000161965,0.00172182,65536,0,0
1700,0.000158475,0.00172798,65536,0,0
1800,0.000154748,0.00173277,65536,0,0
1900,0.00015086,0.00173637,65536,0,0
1999,0.000146908,0.00173899,65536,0,0
