step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00736176,0.000820464,28838,0.00368047,0.0357288,0.00094101,0.440033
100,5.87846,0.00163939,35470,0.129082,0.577803,0.00163929,0.541229
200,13.7211,0.000215372,34232,0.159259,0.778975,0.00266301,0.522339
300,19.0381,0.00351649,33950,0.175291,0.727542,0.00329369,0.518036
400,22.7359,0.0116099,33934,0.184094,0.778868,0.00364239,0.517792
500,25.2864,0.0052118,33989,0.188233,0.80068,0.00375992,0.518631
600,27.2989,0.00515723,34051,0.194425,0.785139,0.00398155,0.519577
700,28.9056,0.00538707,34053,0.19927,0.694462,0.00434298,0.519608
800,30.4335,0.00555807,34066,0.202473,0.754018,0.00474346,0.519806
900,32.1733,0.00510226,34113,0.206058,0.812117,0.00510168,0.520523
1000,33.8224,0.00418596,34096,0.209977,0.788224,0.00566708,0.520264
1100,35.3387,0.00561065,34055,0.212605,0.765785,0.00621688,0.519638
1200,36.2014,0.00341921,34035,0.215328,0.847463,0.00659476,0.519333
1300,37.5668,0.00728807,34081,0.217229,0.778757,0.00654034,0.520035
1400,39.112,0.00286669,34143,0.221152,0.777502,0.006562,0.520981
1500,40.7647,0.00644487,34158,0.224211,0.822751,0.00666534,0.52121
1600,41.8657,0.0035898,34135,0.228319,0.801571,0.00688627,0.520859
1700,43.4263,0.00416706,34207,0.229542,0.841192,0.00699833,0.521957
1800,44.7715,0.00700339,34218,0.230728,0.849526,0.00719186,0.522125
1900,46.3371,0.0103397,34270,0.233034,0.785291,0.00732317,0.522919
1999,48.197,0.00360992,24959,0.235402,0.823151,0.00739703,0.380844
