step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00322132,0.00130782,6764,0.00161034,0.0357865,0.0046135,0.10321
100,1.08809,0.00179193,43163,0.119567,0.865293,0.00479653,0.658615
200,4.10451,0.00100842,50834,0.204148,1.08823,0.00451472,0.775665
300,7.63861,0.00458203,52083,0.24674,1.04797,0.00429468,0.794724
400,10.6786,0.00183237,52823,0.268789,1.00982,0.00384085,0.806015
500,13.0537,0.00589591,53391,0.284086,1.00344,0.00340357,0.814682
600,14.7652,0.00461608,53765,0.296989,1.02967,0.00295495,0.820389
700,16.1236,0.00375154,53931,0.306539,1.13887,0.00256374,0.822922
800,17.3427,0.00566552,54237,0.314093,0.994259,0.00230824,0.827591
900,18.4358,0.00372711,54499,0.319229,1.07209,0.00212945,0.831589
1000,19.3672,0.00229493,54748,0.324063,1.06851,0.00224437,0.835388
1100,20.1923,0.00190546,54908,0.330594,1.06999,0.00257621,0.83783
1200,21.1249,0.0053542,55080,0.337885,1.1172,0.00281367,0.840454
1300,22.372,0.0028441,55443,0.341735,1.10846,0.00298133,0.845993
1400,23.3322,0.00134545,55656,0.346422,1.08644,0.00315842,0.849243
1500,24.2297,0.00776161,55846,0.350929,1.16027,0.00317713,0.852142
1600,25.1153,0.00958452,56035,0.355584,1.10917,0.00323032,0.855026
1700,26.2769,0.00326391,56338,0.358258,1.10547,0.00335957,0.85965
1800,27.093,0.000526603,56440,0.360114,1.09055,0.00364653,0.861206
1900,27.9743,0.00548076,56595,0.364041,1.16007,0.00376675,0.863571
1999,28.7085,0.00784138,56729,0.367184,1.15017,0.00381859,0.865616
