step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,8.29271e-05,0.000594788,65532,0,0
200,9.7545e-05,0.000628659,65536,0,0
300,0.000102709,0.000662876,65536,0,0
400,0.00011207,0.000691177,65536,0,0
500,0.000124984,0.000711616,65536,0,0
600,0.000138242,0.000723847,65536,0,0
700,0.000149587,0.000728887,65536,0,0
800,0.000158124,0.000728712,65536,0,0
900,0.000163879,0.000725473,65536,0,0
1000,0.000167271,0.00072102,65536,0,0
1100,0.000168783,0.000716809,65536,0,0
1200,0.000168843,0.000713897,65536,0,0
1300,0.000167798,0.000712919,65536,0,0
1400,0.000165921,0.000714178,65536,0,0
1500,0.000163416,0.000717709,65536,0,0
1600,0.00016045,0.00072336,65536,0,0
1700,0.000157142,0.000730873,65536,0,0
1800,0.000153593,0.000739919,65536,0,0
1900,0.000149874,0.000750185,65536,0,0
1999,0.000146086,0.000761248,65536,0,0
