step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00137297,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,0.251765,0.00105872,48852,0.154578,0.809295,0.00483328,0.745422
200,0.724762,0.00136716,54474,0.22018,0.836194,0.00479482,0.831207
300,1.25829,0.00205372,54664,0.247826,0.912488,0.00433459,0.834106
400,1.66631,0.00431088,54582,0.26372,0.952765,0.00391645,0.832855
500,2.01208,0.00216494,54675,0.277956,1.00826,0.00382523,0.834274
600,2.29489,0.00397585,54893,0.288372,0.982215,0.00399049,0.837601
700,2.55034,0.00347215,55218,0.297243,0.987616,0.00400304,0.84256
800,2.74242,0.00397608,55415,0.301229,0.948111,0.00396207,0.845566
900,2.91136,0.00533742,55700,0.307788,0.984179,0.00389618,0.849915
1000,3.07395,0.00305065,55937,0.313354,1.03282,0.0038187,0.853531
1100,3.24203,0.0042005,56099,0.317717,0.989392,0.00403103,0.856003
1200,3.37245,0.00235689,56256,0.322191,1.01333,0.00426145,0.858398
1300,3.56747,0.00112605,56519,0.329121,1.01729,0.00468162,0.862411
1400,3.75025,0.000967501,56754,0.332284,0.976546,0.0049003,0.865997
1500,3.91963,0.00405545,56956,0.336616,1.06061,0.00521212,0.86908
1600,4.08219,0.00432371,57094,0.339232,1.00778,0.00554431,0.871185
1700,4.22737,0.00478706,57248,0.343226,1.01178,0.00580062,0.873535
1800,4.39448,0.00410737,57454,0.347738,1.02668,0.00598673,0.876678
1900,4.60806,0.00234751,57646,0.352697,1.02008,0.00600501,0.879608
1999,4.80059,0.00478835,57889,0.355556,1.05437,0.00598891,0.883316
