step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,7.68066e-05,0.000586677,65535,0,0
200,0.000100518,0.000603486,65536,0,0
300,0.000125697,0.000620581,65536,0,0
400,0.000150301,0.000635921,65536,0,0
500,0.000169067,0.000649118,65536,0,0
600,0.000181026,0.000660478,65536,0,0
700,0.000187411,0.000670386,65536,0,0
800,0.000189792,0.000679141,65536,0,0
900,0.000189455,0.000686955,65536,0,0
1000,0.000187323,0.000693986,65536,0,0
1100,0.000184016,0.000700345,65536,0,0
1200,0.000179959,0.000706115,65536,0,0
1300,0.000175433,0.00071135,65536,0,0
1400,0.000170632,0.000716104,65536,0,0
1500,0.000165681,0.00072042,65536,0,0
1600,0.00016067,0.000724343,65536,0,0
1700,0.000155665,0.000727897,65536,0,0
1800,0.000150704,0.000731127,65536,0,0
1900,0.00014582,0.000734043,65536,0,0
1999,0.000141078,0.000736663,65536,0,0
