step,active_fraction,mean_mismatch,mean_residue,admissible_cells,activation_events,activation_fraction_of_admissible,inadmissible_update_count,inadmissible_update_fraction,inadmissible_activation_count,inadmissible_activation_fraction,traceability_failure_count,traceability_failure_fraction,trace_depth_mean
0,0.041015625,0.019455174008811183,0.10105078124999999,168,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1,0.029541015625,0.019459764248671164,0.10151732421874998,121,0,0.0,0,0.0,0,0.0,0,0.0,0.0
2,0.03076171875,0.019450015020242347,0.10204023691406247,126,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3,0.033203125,0.019414813718757272,0.10267999079492184,136,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4,0.03466796875,0.019367055493670886,0.10338658932447266,142,0,0.0,0,0.0,0,0.0,0,0.0,0.0
5,0.035888671875,0.019346087122068638,0.1041471570249779,147,0,0.0,0,0.0,0,0.0,0,0.0,0.0
6,0.033203125,0.019300414120732974,0.10476584170472812,136,0,0.0,0,0.0,0,0.0,0,0.0,0.0
7,0.032958984375,0.019202080012011877,0.10536613250643084,135,0,0.0,0,0.0,0,0.0,0,0.0,0.0
8,0.0283203125,0.019136722231610358,0.10572848680636657,116,0,0.0,0,0.0,0,0.0,0,0.0,0.0
9,0.026123046875,0.01906155562083834,0.1059773542820529,107,0,0.0,0,0.0,0,0.0,0,0.0,0.0
10,0.023681640625,0.01893135417576712,0.10610166277048239,97,0,0.0,0,0.0,0,0.0,0,0.0,0.0
11,0.013671875,0.018837070888954477,0.1057242398927775,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
12,0.005615234375,0.018823218401374988,0.10494775921259977,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
13,0.005859375,0.018808492524969304,0.10419125037047376,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0
14,0.005126953125,0.018801288547207622,0.10340568552301904,21,0,0.0,0,0.0,0,0.0,0,0.0,0.0
15,0.007568359375,0.018786381355628583,0.1027500466365388,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
16,0.005615234375,0.01876193126747061,0.10200330788892345,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
17,0.008056640625,0.018728701949392502,0.10138610684128417,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
18,0.004638671875,0.018728074130649884,0.1006041793666213,19,0,0.0,0,0.0,0,0.0,0,0.0,0.0
19,0.005615234375,0.018723492890768082,0.09987889929170513,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
20,0.00390625,0.01872183718308456,0.09907542279878806,16,0,0.0,0,0.0,0,0.0,0,0.0,0.0
21,0.006103515625,0.018730554639216093,0.09838984435205023,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0
22,0.007080078125,0.018744550052317344,0.0977599498147797,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
23,0.005859375,0.018733862338175568,0.09707531906663189,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0
24,0.00537109375,0.01873175661233449,0.09637312056346559,22,0,0.0,0,0.0,0,0.0,0,0.0,0.0
25,0.004150390625,0.01872715856242894,0.09561690888908092,17,0,0.0,0,0.0,0,0.0,0,0.0,0.0
26,0.00390625,0.01873213768766181,0.09485605230019015,16,0,0.0,0,0.0,0,0.0,0,0.0,0.0
27,0.00537109375,0.01872608735788645,0.09417604646468819,22,0,0.0,0,0.0,0,0.0,0,0.0,0.0
28,0.00927734375,0.018683292483887455,0.09369815318754134,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
29,0.009521484375,0.018655168918398555,0.0932372458744159,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
30,0.0078125,0.01864733357726051,0.09269549841567173,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
31,0.00537109375,0.01863949273400955,0.09203709811901503,22,0,0.0,0,0.0,0,0.0,0,0.0,0.0
32,0.003173828125,0.018648517822131172,0.09127541854407491,13,0,0.0,0,0.0,0,0.0,0,0.0,0.0
33,0.00537109375,0.018646203116632405,0.09063121904613416,22,0,0.0,0,0.0,0,0.0,0,0.0,0.0
34,0.0087890625,0.01864855535484574,0.09016435998067279,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
35,0.003173828125,0.01865201061441267,0.08942140778711608,13,0,0.0,0,0.0,0,0.0,0,0.0,0.0
36,0.007080078125,0.018649479364792845,0.08888119761549493,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
37,0.0048828125,0.018649947975591177,0.08823652626433998,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0
38,0.005615234375,0.018655472908327718,0.08763492272044657,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
39,0.008544921875,0.01863481776639915,0.08718581958699209,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
40,0.008544921875,0.018613611220129497,0.08674120748487218,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
41,0.007080078125,0.018586523416519004,0.08622779931627342,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
42,0.008056640625,0.018561731597844085,0.0857683533543607,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
43,0.007080078125,0.018556761436532968,0.08526467372706711,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
44,0.0048828125,0.018545732749518436,0.08465616761479643,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0
45,0.007568359375,0.01853893301532457,0.08418802390739846,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
46,0.0068359375,0.018537903060504984,0.08368794054332448,28,0,0.0,0,0.0,0,0.0,0,0.0,0.0
47,0.005859375,0.018534474691440712,0.08314402988789125,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0
48,0.00537109375,0.01852727128826593,0.08258114427651234,22,0,0.0,0,0.0,0,0.0,0,0.0,0.0
49,0.00634765625,0.018528131579859972,0.08207271564624723,26,0,0.0,0,0.0,0,0.0,0,0.0,0.0
50,0.007080078125,0.018539638603579715,0.08160599239603475,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
51,0.008544921875,0.01854880636074785,0.08121717856582439,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
52,0.00830078125,0.018553619565342946,0.08082004584266614,34,0,0.0,0,0.0,0,0.0,0,0.0,0.0
53,0.0087890625,0.018543436005045263,0.08045129850923949,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
54,0.007568359375,0.01851062481384749,0.08002520349289709,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
55,0.00830078125,0.018489565452840154,0.0796399905204681,34,0,0.0,0,0.0,0,0.0,0,0.0,0.0
56,0.0068359375,0.01849177349790208,0.07918538749026341,28,0,0.0,0,0.0,0,0.0,0,0.0,0.0
57,0.010986328125,0.018469630477597695,0.0789428500216108,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
58,0.008056640625,0.018466336694376907,0.0785562535526447,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
59,0.006591796875,0.018464361475386867,0.07810028086086826,27,0,0.0,0,0.0,0,0.0,0,0.0,0.0
60,0.008544921875,0.01845840452232045,0.07774652414600955,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
61,0.00634765625,0.018455000700693922,0.07728644171704946,26,0,0.0,0,0.0,0,0.0,0,0.0,0.0
62,0.005859375,0.01844570044773064,0.076806546049879,24,0,0.0,0,0.0,0,0.0,0,0.0,0.0
63,0.00732421875,0.018429217468743903,0.07640469152688019,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0
64,0.0078125,0.018438642697293874,0.07603126961161139,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
65,0.005615234375,0.018440116673594784,0.07555171863424526,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
66,0.007568359375,0.018413928518575727,0.0751746194166528,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
67,0.01123046875,0.018389230552856187,0.0749843966599863,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
68,0.008544921875,0.018387219958865296,0.07466179878713643,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
69,0.008544921875,0.018382754219224827,0.07434242689301507,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
70,0.008056640625,0.018365826272886215,0.07400183465533491,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
71,0.010498046875,0.018356563308782357,0.07378671865253156,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
72,0.006103515625,0.018353744648256322,0.07335402724725623,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0
73,0.0078125,0.018367044957873495,0.07301111197478369,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
