step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,9.20291e-05,0.000942341,664,0.000180921,0.0357842,0.00398144,0.0101318
100,0.00850837,0.00140104,6182,0.00618739,0.549335,0.00461719,0.0943298
200,0.0217006,0.00277177,14288,0.0133514,0.62228,0.00529235,0.218018
300,0.0406638,0.00190153,20706,0.0224104,0.639277,0.00569984,0.315948
400,0.0645054,0.00312817,26574,0.0327384,0.635757,0.0062307,0.405487
500,0.0917663,0.00354161,31466,0.0435729,0.760519,0.00695092,0.480133
600,0.126954,0.00191163,35445,0.0566758,0.711965,0.00767642,0.540848
700,0.165661,0.00339943,38732,0.0689677,0.927473,0.0082799,0.591003
800,0.209175,0.00215325,41400,0.0816121,0.875285,0.00870482,0.631714
900,0.252929,0.0044827,43276,0.0918158,0.841225,0.00915894,0.660339
1000,0.28857,0.0018302,44731,0.0991851,0.838095,0.00971733,0.682541
1100,0.325179,0.000853882,45911,0.106724,0.825737,0.0101689,0.700546
1200,0.369238,0.00327827,46930,0.116463,0.959551,0.0103345,0.716095
1300,0.403653,0.00139263,47707,0.12115,0.870076,0.0104408,0.727951
1400,0.439304,0.00242369,48435,0.128361,0.949636,0.0107148,0.739059
1500,0.466919,0.00480152,48767,0.131689,0.909003,0.0111107,0.744125
1600,0.501628,0.00199081,49171,0.137941,0.872439,0.0115479,0.75029
1700,0.534555,0.00547925,49836,0.143503,0.941634,0.011943,0.760437
1800,0.576583,0.0056703,50541,0.150477,0.909425,0.0124257,0.771194
1900,0.621943,0.00498935,50889,0.156451,0.902448,0.0129081,0.776505
1999,0.650624,0.00623618,51313,0.158172,0.945189,0.0133748,0.782974
