step,residue_coherence,orientation_alignment,corridor_count
0,3.13985e-06,0.00152559,0
100,0.000153898,0.00155896,0
200,0.000201182,0.00163797,0
300,0.000249612,0.00174046,0
400,0.000296627,0.00184502,0
500,0.000332557,0.00193883,0
600,0.000355578,0.00201817,0
700,0.000367997,0.00208326,0
800,0.000372817,0.00213655,0
900,0.000372453,0.0021812,0
1000,0.000368651,0.00222001,0
1100,0.000362588,0.00225509,0
1200,0.000355052,0.00228797,0
1300,0.000346583,0.00231955,0
1400,0.000337535,0.00235038,0
1500,0.000328161,0.00238073,0
1600,0.000318629,0.00241065,0
1700,0.000309068,0.00244014,0
1800,0.000299555,0.0024692,0
1900,0.000290157,0.00249769,0
1999,0.000281004,0.00252527,0
