step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56993e-06,0.000734035,0,0,0
100,8.28635e-05,0.00074111,65535,0,0
200,9.77439e-05,0.000756867,65536,0,0
300,0.000103319,0.000776442,65536,0,0
400,0.00011313,0.000796867,65536,0,0
500,0.000126345,0.000816707,65536,0,0
600,0.000139826,0.000835431,65536,0,0
700,0.000151328,0.000852979,65536,0,0
800,0.000159949,0.00086937,65536,0,0
900,0.000165723,0.000884672,65536,0,0
1000,0.000169079,0.000898926,65536,0,0
1100,0.000170507,0.00091222,65536,0,0
1200,0.000170452,0.000924595,65536,0,0
1300,0.000169267,0.000936089,65536,0,0
1400,0.000167231,0.000946756,65536,0,0
1500,0.000164564,0.000956637,65536,0,0
1600,0.000161429,0.000965761,65536,0,0
1700,0.000157954,0.00097417,65536,0,0
1800,0.000154241,0.000981906,65536,0,0
1900,0.000150368,0.000989003,65536,0,0
1999,0.000146433,0.000995439,65536,0,0
