step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,47237,0.0556875,0.271282,0.00462092,0.720779
200,8.86715,0.00153762,49167,0.0723883,0.305337,0.00514535,0.750229
300,13.4256,0.00211938,50225,0.080452,0.349319,0.00598604,0.766373
400,16.6349,0.00621743,51047,0.0850888,0.328782,0.00635304,0.778915
500,19.0215,0.00743407,51425,0.0885386,0.328866,0.00667862,0.784683
600,20.8127,0.00572962,52077,0.090822,0.350106,0.00692676,0.794632
700,22.3812,0.00604023,52462,0.0931888,0.361173,0.00686882,0.800507
800,23.5785,0.0028035,52777,0.0953314,0.378622,0.00701895,0.805313
900,24.7112,0.00227259,52995,0.096671,0.355925,0.00736119,0.80864
1000,25.6342,0.000580536,53346,0.0989406,0.344786,0.00776359,0.813995
1100,26.9937,0.00498529,53664,0.100886,0.363292,0.00822241,0.818848
1200,27.968,0.00788919,53797,0.101563,0.373319,0.00880399,0.820877
1300,29.3364,0.0044739,54160,0.102742,0.357225,0.00930483,0.826416
1400,30.7151,0.00478857,54470,0.10434,0.36638,0.00975819,0.831146
1500,32.0228,0.00689947,54689,0.106066,0.354437,0.0101019,0.834488
1600,33.2175,0.00765716,54894,0.107116,0.387824,0.0104843,0.837616
1700,34.5482,0.00799885,55154,0.10849,0.37016,0.0107798,0.841583
1800,35.8464,0.00844964,55392,0.109386,0.362889,0.0110296,0.845215
1900,36.7152,0.00644589,55499,0.109909,0.368249,0.0113585,0.846848
1999,38.2235,0.0043938,55710,0.111456,0.379019,0.0118911,0.850067
