temperature,lambda,eta,mean_relative_improvement,median_relative_improvement,improvement_ci_low,improvement_ci_high,seed_consistency,standardized_effect,mean_jsd,finite_history_win_rate,shuffled_win_rate,random_win_rate,mean_best_history_k,candidate_stable,adjacent_stable_support,stable_region
0.4,0.1,0.175,0.26127629604390584,0.20783908254714356,0.13280286052704376,0.4034234208419489,0.875,1.2243097452497633,0.10049942773745624,1.0,1.0,1.0,4.875,True,5,True
0.4,0.1,0.25,0.2520839104103742,0.21590048793062683,0.17257247067338238,0.3247669240913016,1.0,2.168010126471956,0.09985289897437603,1.0,1.0,1.0,8.375,True,5,True
0.4,0.1,0.325,0.20820503047068953,0.18608897713180805,0.13400424275593664,0.2944009975493207,0.875,1.6442194730345747,0.10555021855635334,1.0,1.0,1.0,6.375,True,5,True
0.4,0.1,0.4,0.25693386885569736,0.21810776318561062,0.16241605850918778,0.34904471449000607,1.0,1.773723250214043,0.09520240910727233,1.0,1.0,1.0,4.75,True,3,True
0.4,0.2257,0.025,0.2032565201808618,0.20304277664549267,0.11557940117147504,0.28894992823593607,0.875,1.5259495897051152,0.09835368792886257,1.0,1.0,1.0,5.125,True,4,True
0.4,0.2257,0.1,0.17876620987312603,0.12933250540412433,0.10957500796085581,0.2572531798601369,1.0,1.5440971178947611,0.09585267167210748,1.0,1.0,1.0,5.625,True,7,True
0.4,0.2257,0.175,0.2471406874682795,0.24957889436660496,0.1942459156314735,0.3008564868209293,1.0,2.9364242504453544,0.09529475788217136,1.0,1.0,1.0,7.875,True,8,True
0.4,0.2257,0.25,0.26182836138280746,0.2454770503457997,0.18747508045570507,0.332881349439352,1.0,2.326697169537684,0.10106042673415971,1.0,1.0,1.0,10.125,True,8,True
0.4,0.2257,0.325,0.18758020976703066,0.16937010941470348,0.12390669527784763,0.2622166258802278,1.0,1.812252985844658,0.10275271720299525,1.0,1.0,1.0,10.5,True,8,True
0.4,0.2257,0.4,0.18278105774564019,0.1505940364266603,0.12648001710347095,0.2496413930319123,1.0,1.7586139008314559,0.10496582269729159,1.0,1.0,1.0,5.5,True,5,True
0.4,0.3514,0.025,0.14571609516852796,0.09162618765528871,0.0611914250021829,0.2493575510056211,0.75,0.9588947048697583,0.09984640765615178,1.0,1.0,1.0,6.25,False,5,False
0.4,0.3514,0.1,0.2404189584938951,0.25490264036408017,0.151616471184389,0.31957056357518854,0.875,1.8717020524323968,0.09276429305498188,1.0,1.0,1.0,9.25,True,7,True
0.4,0.3514,0.175,0.254992193379585,0.25277194130902225,0.15284697527399813,0.35451457033796074,0.875,1.6058602915696771,0.09897999968819826,1.0,1.0,1.0,11.0,True,8,True
0.4,0.3514,0.25,0.19548071038662293,0.15032443268704151,0.11073202587659539,0.3015443916418106,0.875,1.3387018439991965,0.09809372758654444,1.0,1.0,1.0,8.5,True,8,True
0.4,0.3514,0.325,0.2207393956645337,0.1945039634248864,0.15243433043198884,0.29418922261492,1.0,1.9557561665901453,0.09351873995738227,1.0,1.0,1.0,10.25,True,8,True
0.4,0.3514,0.4,0.25412109778283387,0.231036480462055,0.17843646827179355,0.3360170919512096,1.0,2.0341109522338057,0.08983605558969278,1.0,1.0,1.0,3.75,True,5,True
0.4,0.4771,0.025,0.2699675782540443,0.2321975171132219,0.19927246820151898,0.3505679885037521,1.0,2.255550862885257,0.0941834950155113,1.0,1.0,1.0,12.25,True,3,True
0.4,0.4771,0.1,0.2034987360868694,0.17954524990095944,0.13533899439284933,0.2803728037126014,1.0,1.7720890151374074,0.09362939859900607,1.0,1.0,1.0,6.0,True,6,True
0.4,0.4771,0.175,0.22713032253696996,0.23777281937637762,0.13473270617903454,0.3167663621624835,0.875,1.6487232871063116,0.08848336854638206,1.0,1.0,1.0,8.0,True,6,True
0.4,0.4771,0.25,0.2630232109919206,0.24130903634465295,0.19039562890048234,0.34664181620180384,1.0,2.1286572947012967,0.09222751543830286,1.0,1.0,1.0,12.625,True,7,True
0.4,0.4771,0.325,0.12868426027989965,0.0939440961420877,0.08012049384633999,0.18180103021806632,0.875,1.5849797862217954,0.09161458254309457,1.0,1.0,1.0,10.0,True,6,True
0.4,0.4771,0.4,0.25301116541353497,0.2601161789246165,0.15330986653334344,0.35715347150505644,1.0,1.5736403772474623,0.10185128058856432,1.0,1.0,1.0,9.25,True,4,True
0.4,0.6029,0.025,0.19680226015715335,0.15613944699083618,0.12326765495147303,0.2832801755219373,1.0,1.6482064389986784,0.09387314586144846,1.0,1.0,1.0,16.75,True,3,True
0.4,0.6029,0.1,0.16695431006435968,0.09437506489264359,0.06600997755903587,0.28929950023601153,0.75,0.9629952232982005,0.08278947270781283,1.0,1.0,1.0,15.5,False,6,False
0.4,0.6029,0.175,0.18592603321529175,0.17089663441178635,0.1278013977152505,0.2570636013123313,1.0,1.9001486092181183,0.08380745520531864,1.0,1.0,1.0,15.0,True,4,True
0.4,0.6029,0.25,0.18627634035330864,0.1680845381017079,0.08660393702429998,0.29427685795716857,0.75,1.185616002569696,0.0866324476373152,1.0,1.0,1.0,14.0,False,6,False
0.4,0.6029,0.325,0.24175140069423187,0.2581881100783837,0.19020565231930583,0.2958691161575673,1.0,2.81108238442765,0.08755457942910536,1.0,1.0,1.0,15.75,True,4,True
0.4,0.6029,0.4,0.14934806080291724,0.1783234241387931,0.07078568188257596,0.23342152493570423,0.625,1.182879321449893,0.08977218980769533,1.0,1.0,1.0,16.5,False,4,False
0.4,0.7286,0.025,0.14462583966832482,0.1647378849952178,0.0815134504205585,0.20372684259226795,0.75,1.474808712185734,0.08366490336339981,0.875,1.0,1.0,20.0,False,3,False
0.4,0.7286,0.1,0.1937645734034292,0.17850365934435142,0.11265071849003208,0.27817456479158403,0.875,1.5410517024073578,0.09063841714398484,1.0,1.0,1.0,24.0,True,4,True
0.4,0.7286,0.175,0.11822039055823425,0.11082491595491853,0.046615085194049576,0.1990919332752508,0.625,1.0106782825527236,0.08433560936108776,1.0,1.0,1.0,22.0,False,4,False
0.4,0.7286,0.25,0.17720479036919262,0.1650254916519528,0.09015217567975388,0.2768501146831799,0.75,1.2114246321777198,0.0886452822519124,1.0,1.0,1.0,17.25,False,6,False
0.4,0.7286,0.325,0.23797037845216332,0.21193047975936405,0.14655623620203312,0.32583658846512137,0.875,1.7016793749791903,0.09148868737994895,1.0,1.0,1.0,25.0,True,4,True
0.4,0.7286,0.4,0.1356129654226237,0.09299887256420106,0.05792176708787739,0.2289229832918423,0.75,0.9853411524069967,0.08824993727318145,0.875,1.0,1.0,22.0,False,4,False
0.4,0.8543,0.025,0.20239580592510353,0.21468254336959777,0.1257821285475873,0.27802294732213223,0.875,1.7216558869409522,0.0824156056326236,1.0,1.0,1.0,18.0,True,3,True
0.4,0.8543,0.1,0.16628697114251245,0.13249615877836585,0.06911485852080657,0.2814838003667227,0.75,0.9774778144620401,0.08581897001069638,1.0,1.0,1.0,26.5,False,6,False
0.4,0.8543,0.175,0.1972687725894942,0.22085836767777164,0.11809696382410913,0.2752612429370778,0.875,1.6067615959242296,0.08412439821033141,1.0,1.0,1.0,23.0,True,5,True
0.4,0.8543,0.25,0.17738778958532747,0.19556375807674592,0.1022942206148435,0.257425926262294,0.875,1.4660216750902484,0.09035299112892034,1.0,1.0,1.0,24.0,True,6,True
0.4,0.8543,0.325,0.19617218526075234,0.19105600944460105,0.13014275967090708,0.26151398828670525,1.0,1.9851072248967954,0.0912721485006213,1.0,1.0,1.0,24.0,True,6,True
0.4,0.8543,0.4,0.15008265358778106,0.14198962513883356,0.09612273144193562,0.2003852008351646,0.875,1.8410051706699593,0.07665686996466928,1.0,1.0,1.0,28.0,True,4,True
0.4,0.98,0.025,0.30214858163566993,0.30674023328931915,0.2190947712328363,0.37934339697098896,1.0,2.444381250602435,0.08520707368115923,1.0,1.0,1.0,29.0,True,2,False
0.4,0.98,0.1,0.27194254982541255,0.27167410390939073,0.14054342170965045,0.4156082182217813,0.875,1.2564959130574944,0.0939487126319137,1.0,1.0,1.0,29.0,True,4,True
0.4,0.98,0.175,0.23785671781372525,0.18559521622067887,0.11714139233647647,0.35036801308005905,0.875,1.269469943021261,0.07763967295130915,1.0,1.0,1.0,30.0,True,4,True
0.4,0.98,0.25,0.28685042203493905,0.28338685232685296,0.1774648848585723,0.406072938820721,0.875,1.646398567370824,0.08580164170739582,1.0,1.0,1.0,32.0,True,5,True
0.4,0.98,0.325,0.2082799914270583,0.22506016612293778,0.12056648596427588,0.2903473205321972,0.875,1.5347034173916208,0.10214110908302357,1.0,1.0,1.0,30.0,True,5,True
0.4,0.98,0.4,0.244463093305892,0.19798997072923574,0.12207178557982401,0.38101506332554635,0.875,1.2247135356343062,0.09444560348375178,1.0,1.0,1.0,30.0,True,3,True
