temperature,lambda,eta,mean_relative_improvement,median_relative_improvement,improvement_ci_low,improvement_ci_high,seed_consistency,standardized_effect,mean_jsd,finite_history_win_rate,shuffled_win_rate,random_win_rate,mean_best_history_k,candidate_stable,adjacent_stable_support,stable_region
0.08,0.4771,0.4,-709451.0933887453,0.06663307232262689,-2128353.3752451884,0.13353255490677013,0.625,-0.35355337602949183,0.19862252781160417,0.75,1.0,1.0,17.125,False,0,False
0.08,0.6029,0.025,-593597.608333388,0.08106310907723671,-1780793.1659670987,0.3038368813963368,0.75,-0.3535533092412797,0.16964772500557965,0.75,1.0,1.0,13.625,False,0,False
0.08,0.6029,0.1,0.06380147075004367,0.14206204760596075,-0.15333732835241615,0.25864010049862346,0.75,0.1954452434817856,0.1729769442381388,0.75,1.0,1.0,19.75,False,0,False
0.08,0.6029,0.175,-639699.4419967184,0.088557517083198,-1919098.7882806447,0.31491672330854736,0.625,-0.35355328454892415,0.18800393854632452,0.625,1.0,1.0,15.625,False,0,False
0.08,0.6029,0.25,0.16776955654898348,0.17037983484993474,-0.05790984818251253,0.3681709719138653,0.875,0.49546620353826265,0.1993738595124011,0.875,1.0,1.0,14.75,False,0,False
0.08,0.6029,0.325,-635162.540277068,0.13940654523719626,-1905487.8750370177,0.22712379972939664,0.625,-0.3535533430819444,0.16978655502945733,0.625,1.0,1.0,13.25,False,0,False
0.08,0.6029,0.4,-603564.5685073626,0.2181956912964266,-1810694.3323729367,0.4220484919888803,0.625,-0.35355322267600514,0.17274686109647275,0.75,1.0,1.0,12.75,False,0,False
0.08,0.7286,0.025,0.1801669260036874,0.2048496973650036,-0.10775402415283433,0.43382255655324176,0.75,0.4327189835406585,0.18851315632856117,0.75,1.0,1.0,8.0,False,0,False
0.08,0.7286,0.1,-445485.24204970704,0.15267576248402004,-1336456.1324803806,0.2852833100931777,0.75,-0.35355324969303253,0.16902738014098717,0.75,1.0,1.0,16.125,False,0,False
0.08,0.7286,0.175,-482029.7701269561,0.11013324365939592,-1446089.5983254912,0.26004070823805403,0.625,-0.35355329362963384,0.17206606735899602,0.75,1.0,1.0,10.125,False,0,False
0.08,0.7286,0.25,-443102.8873497569,0.09337196208835338,-1329308.98397249,0.2673169108109808,0.75,-0.35355328264689884,0.1725448926533314,0.75,1.0,1.0,18.125,False,0,False
0.08,0.7286,0.325,0.11294418559363789,0.11530304659946733,-0.06815003444711762,0.29457463413473184,0.75,0.41629068466318975,0.18520570241866244,0.875,1.0,1.0,20.125,False,0,False
0.08,0.7286,0.4,-471503.4846088936,0.07655908774453707,-1414510.6129301523,0.17156099984506495,0.75,-0.35355334354089296,0.16623665842148824,0.75,1.0,1.0,15.125,False,0,False
0.08,0.8543,0.025,0.09706765565321226,0.12884382029105618,-0.008384589422065707,0.19482945075852326,0.75,0.577030450649056,0.1819353989513101,0.75,1.0,1.0,26.25,False,0,False
0.08,0.8543,0.1,-0.06568652658020374,0.027304358679556634,-0.31177964133401515,0.15498126214672409,0.5,-0.18947110670621642,0.16432410127718788,0.5,1.0,1.0,17.5,False,0,False
0.08,0.8543,0.175,-0.0798265353522935,0.05109758610151835,-0.4124427533348762,0.22118324945883597,0.5,-0.17223288556225927,0.18151554439762943,0.625,1.0,1.0,18.5,False,0,False
0.08,0.8543,0.25,-380776.33185193466,0.1146825920799339,-1142329.3075215714,0.2709314960216938,0.75,-0.3535532624028747,0.16943292104488533,0.75,1.0,1.0,17.375,False,0,False
0.08,0.8543,0.325,-380063.008773632,0.04796948975382477,-1140189.155435599,0.19417315444890132,0.5,-0.35355335181961506,0.17287255658127582,0.625,1.0,1.0,20.625,False,0,False
0.08,0.8543,0.4,-0.2224104445030209,-0.13430332455255908,-0.45942873304407006,-0.04012737385050924,0.5,-0.647742182347992,0.17961337818401255,0.5,1.0,1.0,18.5,False,0,False
0.08,0.98,0.025,-0.025569312938948326,0.031217621934932386,-0.20849243007063262,0.14797968833790298,0.5,-0.09355150479272555,0.16904793406316987,0.5,1.0,1.0,28.25,False,0,False
0.08,0.98,0.1,-273578.3160607985,0.07480395834703472,-820735.3353504178,0.32959988449733285,0.5,-0.353553202759936,0.14319760148228705,0.625,1.0,1.0,20.625,False,0,False
0.08,0.98,0.175,0.040640760328608125,0.12752038966655044,-0.22546239306259433,0.3090357953767651,0.625,0.1011903252248818,0.1580071151816585,0.625,1.0,1.0,21.5,False,0,False
0.08,0.98,0.25,-286122.1146895097,0.150363383228459,-858366.6053229029,0.2838208574906239,0.75,-0.35355325967657736,0.1271679997609182,0.75,1.0,1.0,24.125,False,0,False
0.08,0.98,0.325,-0.04626301323849179,0.06845551035858934,-0.43125287158126224,0.25608295490002414,0.625,-0.08371211359711167,0.16739931386499524,0.625,1.0,1.0,24.75,False,0,False
0.08,0.98,0.4,0.01092371936089856,0.11090563289297738,-0.1781608698624364,0.17652873513551967,0.625,0.0379146945401369,0.13189466190205995,0.75,1.0,1.0,28.25,False,0,False
0.15,0.1,0.025,0.22487688999216043,0.2326215533312071,0.10212777694693119,0.3609359750216977,0.875,1.1108964227839588,0.14032336143241705,0.875,1.0,1.0,7.0,True,2,False
0.15,0.1,0.1,-61964834.70344782,0.02457583819071356,-185894504.54089066,0.3145062167263271,0.5,-0.3535533894804051,0.145869449407518,0.75,1.0,1.0,4.375,False,3,False
0.15,0.1,0.175,-42952670.79526712,0.032491983198240856,-128858012.72333302,0.27566964557813306,0.625,-0.35355338938243397,0.1511438141572452,0.75,1.0,1.0,8.5,False,2,False
0.15,0.1,0.25,-62682687.73871853,0.18754797923393385,-188048063.727226,0.3316746448812342,0.75,-0.353553389227371,0.13751312829009277,0.875,1.0,1.0,3.625,False,1,False
0.15,0.1,0.325,-33082547.290792532,0.05383955520308123,-99247642.38814868,0.3470986668621179,0.625,-0.3535533882574837,0.14872815768292924,0.625,1.0,1.0,4.125,False,1,False
0.15,0.1,0.4,-58670556.56169384,0.03172994924067411,-176011670.13271555,0.30781343828758645,0.625,-0.3535533893868456,0.14590182221313497,0.875,1.0,1.0,5.375,False,0,False
0.15,0.2257,0.025,0.23968045400116017,0.15087769462267042,0.08531561527974671,0.42290923167637307,0.875,0.9256813936282057,0.16081333730551653,0.875,1.0,1.0,10.5,True,2,False
0.15,0.2257,0.1,0.297539543448344,0.2786912118617364,0.16260570667088994,0.44650207471486414,1.0,1.3208302031070338,0.14139114350448262,1.0,1.0,1.0,4.125,True,2,False
0.15,0.2257,0.175,-84545382.92796019,0.033006764901564914,-253636149.0903524,0.23311127288289943,0.875,-0.3535533900303813,0.14531300041263412,0.875,1.0,1.0,10.0,False,3,False
0.15,0.2257,0.25,0.18582245441651057,0.16547643635503295,0.08885448415630236,0.29715867275988195,0.875,1.0855110424291183,0.14920599656337408,1.0,1.0,1.0,7.125,True,2,False
0.15,0.2257,0.325,-79758018.17974992,0.10589653881285956,-239274055.09471497,0.38819653664337933,0.625,-0.353553389461546,0.14884687375525152,0.875,1.0,1.0,6.875,False,3,False
0.15,0.2257,0.4,-93099430.23407528,0.03386886794211061,-279298291.03658724,0.23084441565245195,0.5,-0.35355339003655967,0.150624570218224,0.75,1.0,1.0,10.375,False,1,False
0.15,0.3514,0.025,-92564956.67476325,0.033980239927688394,-277694870.3249006,0.2521869046064239,0.625,-0.35355339009790143,0.15016934776542107,0.625,1.0,1.0,20.875,False,2,False
0.15,0.3514,0.1,0.12835003824224847,0.05204460414388831,0.0007858796866580676,0.29991850583916957,0.5,0.5604009589920188,0.1628221874235615,0.875,1.0,1.0,12.25,False,3,False
0.15,0.3514,0.175,-101486703.34716423,0.12315470007007094,-304460110.4574492,0.3096301402278951,0.625,-0.3535533899261662,0.15561372700108772,0.75,1.0,1.0,14.375,False,4,False
0.15,0.3514,0.25,0.3214866736349078,0.2636918385674862,0.1692710283460307,0.4856516399414403,1.0,1.2870644122437929,0.15539731968200826,1.0,1.0,1.0,12.625,True,3,True
0.15,0.3514,0.325,0.2893172388141131,0.17314003997323033,0.13788237680856977,0.46396228233928255,1.0,1.1430746065878719,0.16002586536090563,1.0,1.0,1.0,7.375,True,2,False
0.15,0.3514,0.4,-101091934.35692553,0.08183776567984025,-303275803.46052593,0.264367406508428,0.75,-0.3535533900031783,0.16339339333367686,0.875,1.0,1.0,4.875,False,1,False
0.15,0.4771,0.025,-0.12125911617645221,0.022700247966855366,-0.5408360412519216,0.1144579303582573,0.5,-0.22558327672388379,0.15954431256159063,0.75,1.0,1.0,14.0,False,1,False
0.15,0.4771,0.1,0.14798376503226895,0.019506107270964523,0.004652683832752544,0.3398529035454005,0.5,0.5549558801300136,0.14918555286206867,0.875,1.0,1.0,8.125,False,2,False
0.15,0.4771,0.175,0.2834450408559531,0.22305706907106793,0.10688024337008097,0.4986754235406883,0.875,0.9451130190130046,0.14362111603636907,1.0,1.0,1.0,11.875,True,2,False
0.15,0.4771,0.25,-134835579.4042219,0.026523480918329206,-404506738.4349682,0.1651314704733234,0.75,-0.3535533903550381,0.14970515031893317,0.75,1.0,1.0,12.875,False,4,False
0.15,0.4771,0.325,0.006778393815405542,0.2585532308777052,-0.48067734440415855,0.29577298957336556,0.875,0.01044861743244923,0.141409327502969,0.875,1.0,1.0,9.0,False,4,False
0.15,0.4771,0.4,0.12455836123224698,0.030377281165284677,0.020065011021600798,0.24535618360882025,0.625,0.6961887941949647,0.1409085444888159,0.75,1.0,1.0,12.5,False,3,False
0.15,0.6029,0.025,-156031041.85626277,0.04640556381675332,-468093125.89476025,0.22283138612580392,0.75,-0.35355339026311794,0.14319178115883122,0.875,1.0,1.0,17.625,False,1,False
0.15,0.6029,0.1,0.18816366024385014,0.13812917430184513,0.10173206720862636,0.2840099052001405,1.0,1.3314817592283372,0.14825871330636267,1.0,1.0,1.0,17.5,True,1,False
0.15,0.6029,0.175,-155331840.60014325,0.08695541626558567,-465995522.24807096,0.31166847740620257,0.75,-0.3535533901117064,0.15129042395722586,0.875,1.0,1.0,15.125,False,2,False
0.15,0.6029,0.25,-148744226.7839582,0.0951254071881577,-446232680.5784302,0.14654643052357827,0.75,-0.35355339034299266,0.13910246735076243,0.75,1.0,1.0,16.125,False,3,False
