temperature,lambda,eta,seed,full_log_loss,memoryless_log_loss,random_log_loss,shuffled_log_loss,finite_history_log_loss,best_history_k,strongest_control_log_loss,relative_improvement,paired_future_jsd,random_residue_jsd,shuffled_residue_jsd,finite_history_jsd,mean_residue_norm,beats_memoryless,beats_random,beats_shuffled,beats_finite_history
0.08,0.1,0.4,6,0.07929991028980937,2.1940776413744425,3.2149618111653933,2.6053369488000575,0.08611482729182503,4,0.08611482729182503,0.0791375564038622,0.27874437183863054,0.23951183608983134,0.21987777093534716,0.002171865433525272,1.002504560143599,True,True,True,True
0.08,0.1,0.4,7,0.17034406209988348,10.159671015332512,9.485084311900508,9.07182515666542,0.6020252343535134,16,0.6020252343535134,0.7170483023310343,0.344594155133734,0.38791797217392865,0.3687231766708826,0.01623435639304774,1.0570608293487591,True,True,True,True
0.08,0.2257,0.025,0,0.05199070763593469,1.3346999299802966,3.766812683376472,1.440203912213162,0.05165305050540009,32,0.05165305050540009,-0.0065370220583448714,0.08067509994472988,0.24905349256812898,0.12144635655847047,0.0018775551215317065,0.06761973957294164,True,True,True,False
0.08,0.2257,0.025,1,0.02715625495929658,1.0185322755690671,2.5184643537452143,0.9287432080319127,0.031246715023195506,2,0.031246715023195506,0.1309084830473359,0.23323544630184234,0.2445474595189435,0.14944933864220308,0.0008884185842436864,0.06982409401565626,True,True,True,True
0.08,0.2257,0.025,2,0.00016275453694941652,1.1571463089218674,3.621817529761041,3.2912258338877463,0.0001135287107563292,2,0.0001135287107563292,-0.4335980375813701,0.26287584507939765,0.2903336160762541,0.29034377206501616,1.3588149033386995e-05,0.10456885291969063,True,True,True,False
0.08,0.2257,0.025,3,0.16667129805629738,1.673851480369477,4.353697793067592,3.2408705816308756,0.2426760129530544,4,0.2426760129530544,0.31319418005874405,0.22869218487854973,0.28142364819165405,0.2123179657572507,0.0038635686117532166,0.07500798443504188,True,True,True,True
0.08,0.2257,0.025,4,0.28496333180784295,2.379058608043392,4.761728522776739,4.611494949779547,0.3110511780325092,4,0.3110511780325092,0.08386994831422792,0.18275172155029698,0.2719645499422907,0.2817115673922529,0.006382926572220834,0.07492431102459497,True,True,True,True
0.08,0.2257,0.025,5,0.24712624033163474,2.1405101686192753,5.1191396510949465,3.943507663399385,0.27537883537015245,4,0.27537883537015245,0.10259537556886598,0.19251815311503917,0.2733336046078152,0.21192462458198086,0.007100203255949824,0.07034594514144946,True,True,True,True
0.08,0.2257,0.025,6,3.872313427333037e-06,0.007673882090450562,1.4714204755168987,1.7482810865100253,0.0,1,0.0,-3872313.4273330374,0.00264610031246065,0.14283443865933998,0.17729252133770704,1.3420348318427453e-06,0.07814981358327203,True,True,True,False
0.08,0.2257,0.025,7,0.23775989286152144,10.584953433610922,10.362448984566552,8.995268015877187,0.8765924978349321,2,0.8765924978349321,0.7287680496367959,0.3600534300596706,0.38518377240644874,0.363235363481751,0.014307436833149438,0.07170184820503009,True,True,True,True
