step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00548765,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,3.23951,0.00190896,47108,0.0559065,0.322568,0.00491931,0.718811
200,8.74316,0.00232658,48964,0.0728936,0.355798,0.00455172,0.747131
300,13.3903,0.0029226,50280,0.0814617,0.389777,0.00410452,0.767212
400,16.7246,0.00394001,51012,0.0859587,0.374496,0.00405411,0.778381
500,19.1092,0.0028884,51621,0.0897943,0.376066,0.00388475,0.787674
600,21.0297,0.0029133,52060,0.09252,0.38145,0.00372062,0.794373
700,22.3643,0.00302647,52423,0.0949305,0.385953,0.00369217,0.799911
800,23.5093,0.00517063,52746,0.0962006,0.38227,0.00384037,0.80484
900,24.971,0.00781135,53170,0.0990539,0.388164,0.00415723,0.81131
1000,26.2365,0.0014317,53557,0.100696,0.40238,0.00456839,0.817215
1100,27.4264,0.00197409,53768,0.101802,0.403069,0.00506887,0.820435
1200,28.6974,0.00121057,53994,0.103961,0.401329,0.00573061,0.823883
1300,29.897,0.00270783,54176,0.105888,0.387369,0.0064328,0.82666
1400,31.0961,0.00112678,54384,0.106597,0.389462,0.00695536,0.829834
1500,32.0628,0.00149547,54607,0.108042,0.395785,0.00735651,0.833237
1600,33.2562,0.00832898,54803,0.108836,0.390274,0.00770992,0.836227
1700,33.9136,0.00423642,54996,0.110038,0.400191,0.00807312,0.839172
1800,35.2865,0.00632085,55226,0.111019,0.414524,0.00840981,0.842682
1900,36.1982,0.00375807,55330,0.112126,0.405207,0.00875388,0.844269
1999,37.3774,0.00827213,55554,0.113475,0.414428,0.00895532,0.847687
