x_mean,x_rms,p_rms,order_parameter,local_coherence_mean,residue_mean,mismatch_mean,step,time
-0.018214195829337646,0.46674036325270324,0.48998821972646367,0.1139038332880353,0.013243120492047088,6.24981835995607e-05,0.002499920618535955,0,0.0
0.0050619771745538025,0.4922299133501347,0.4643756384327471,0.22058583832002557,0.049104829269393926,0.007558351771922893,0.027476003320849006,10,0.5
0.02709880170062144,0.5044651720845945,0.4510542210496328,0.41605474301089057,0.17459570131402613,0.027505275830042253,0.05226645125931715,20,1.0
0.04250089510207136,0.4931725568094236,0.4633744149061473,0.6822907716864477,0.47020100905163337,0.05968007766784583,0.07625522166369017,30,1.5
0.047497288150174566,0.4678144092227358,0.48896287866224475,0.8709322467205104,0.7650848933048416,0.10343178450355968,0.09850181926754972,40,2.0
0.04086468972000668,0.4514234896406672,0.5041347540025949,0.9542074969958685,0.9160832113514904,0.15782263249736292,0.11891035820944981,50,2.5
0.024226991085228328,0.4602937951489419,0.49604902816811,0.9876189489840836,0.979677492863855,0.22200698455135345,0.1377960723747068,60,3.0
0.0016576807338720134,0.48546535390385676,0.47144289724702976,0.9950016656029663,0.9931959312186229,0.2953192833400086,0.15554828975940363,70,3.5
-0.02131748758401397,0.5033036108253746,0.4523499635706167,0.9965690906750613,0.9954269955964143,0.37725678633249143,0.17239463077552478,80,4.0
-0.03907339195560432,0.49856584914818225,0.4575665058566659,0.9974023894569912,0.9964245932943975,0.4673862899299908,0.18841050967753487,90,4.5
-0.047262768190928964,0.4751849873788244,0.4818031133098256,0.9979852097559695,0.9971023740179896,0.5653018793579124,0.2036398430946619,100,5.0
-0.043880571600335226,0.4538117658964677,0.5019859483747646,0.9983948785707575,0.9975757417150766,0.6706183970794172,0.21812229950439252,110,5.5
-0.02975488180725783,0.4552539288469492,0.5006784102672365,0.9986770655192114,0.9979006962159161,0.7829700773473625,0.23189545248031437,120,6.0
-0.008344159990847845,0.4780465331491186,0.47896400844838727,0.998868459806224,0.9981205431669037,0.9020095305160817,0.2449948798597269,130,6.5
0.015109502947240916,0.5002044240509015,0.45577466187938975,0.9989971672940551,0.998268089134078,1.0274067506524691,0.25745421352734893,140,7.0
0.034863832931587166,0.5023497596012855,0.4534090055197678,0.9990834814899309,0.9983668747079247,1.1588481624103304,0.269305242150322,150,7.5
0.0460822815317779,0.4827043438357394,0.47426946212731264,0.999141468646719,0.9984331479910415,1.296035726322882,0.2805780360382904,160,8.0
0.0460181815747865,0.45819321775784466,0.4979899401309854,0.9991806309296971,0.998477851691325,1.4386861071328747,0.29130107098301666,170,8.5
