step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000820508,0.000820464,6843,0.00163811,0.0357288,0.00094138,0.104416
100,0.124707,0.00264384,36787,0.0852762,0.715411,0.00124002,0.561325
200,0.333699,0.00155014,48023,0.148115,0.788638,0.00191195,0.732773
300,0.618637,0.000999522,50509,0.185272,0.865258,0.00268691,0.770706
400,0.904438,0.00259167,51598,0.209249,0.849822,0.00335997,0.787323
500,1.1474,0.00255693,52236,0.225165,0.918043,0.00386641,0.797058
600,1.36838,0.00227577,52684,0.238424,0.926341,0.00410831,0.803894
700,1.53432,0.00263887,52957,0.245879,0.969001,0.00427726,0.80806
800,1.6937,0.00493828,53305,0.254511,0.906786,0.00437918,0.81337
900,1.81794,0.00295351,53505,0.257462,0.954128,0.00450005,0.816422
1000,1.90026,0.000974676,53926,0.262612,0.988274,0.0046586,0.822845
1100,2.01709,0.0035253,54128,0.26896,1.0116,0.00471191,0.825928
1200,2.1191,0.00468111,54393,0.27417,0.980534,0.00493701,0.829971
1300,2.25338,0.00310363,54582,0.279512,0.992144,0.0051357,0.832855
1400,2.38018,0.0046256,54867,0.285014,0.991051,0.00518731,0.837204
1500,2.52214,0.00191832,55061,0.291681,1.02989,0.00513762,0.840164
1600,2.64935,0.00267522,55356,0.293787,1.05748,0.00506797,0.844666
1700,2.72618,0.00523251,55594,0.296331,0.976093,0.00503716,0.848297
1800,2.82374,0.00395139,55733,0.300786,1.0791,0.00498627,0.850418
1900,2.9403,0.00344643,55842,0.30518,1.03722,0.00507004,0.852081
1999,3.07484,0.00489386,56138,0.308354,0.985708,0.00520343,0.856598
