step,residue_coherence,orientation_alignment,corridor_count
0,0.000113545,0.00172196,0
100,0.0111355,0.00163496,0
200,0.0269506,0.00117964,0
300,0.0582703,0.000609632,0
400,0.128632,0.00169187,0
500,0.309781,0.00203142,2000
600,0.876039,0.00248447,53088
700,2.64788,0.00237373,65536
800,7.45064,0.00246883,65536
900,20.281,0.00246588,65536
1000,54.9041,0.00246467,65536
1100,148.522,0.00246456,65536
1200,401.729,0.00246453,65536
1300,1086.61,0.00246454,65536
1400,2939.09,0.00246453,65536
1500,7949.66,0.00246453,65536
1600,21502.4,0.00246453,65536
1700,58159.7,0.00246453,65536
1800,157312,0.00246454,65536
1900,425499,0.00246453,65536
1999,1.1395e+06,0.00246455,65536
