step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.27975e-06,0.000734035,0,0,0
100,0.000307325,0.000758169,65536,0,0
200,0.00040239,0.000801451,65536,0,0
300,0.000501026,0.000841139,65536,0,0
400,0.000596698,0.000871672,65536,0,0
500,0.000669736,0.000894403,65536,0,0
600,0.000716422,0.000911083,65536,0,0
700,0.000741463,0.000922841,65536,0,0
800,0.000750938,0.000930489,65536,0,0
900,0.000749829,0.000934651,65536,0,0
1000,0.000741699,0.000935895,65536,0,0
1100,0.000728977,0.000934636,65536,0,0
1200,0.000713289,0.000931293,65536,0,0
1300,0.000695746,0.000926244,65536,0,0
1400,0.000677073,0.000919797,65536,0,0
1500,0.000657783,0.000912239,65536,0,0
1600,0.000638229,0.000903808,65536,0,0
1700,0.000618658,0.000894714,65536,0,0
1800,0.000599237,0.000885121,65536,0,0
1900,0.000580077,0.00087518,65536,0,0
1999,0.000561458,0.000865123,65536,0,0
