x_mean,x_rms,p_rms,order_parameter,local_coherence_mean,residue_mean,mismatch_mean,step,time
0.0067236063276129195,0.5056298744141592,0.5056175718971988,0.013034232745686838,0.012871694801861878,6.249766169655488e-05,0.00249992135938248,0,0.0
-0.012475191094044458,0.5766754007566579,0.4979556548698201,0.014754261597164227,0.014923117891146006,0.00755918037319512,0.027489225047428734,10,0.5
-0.03136275794695274,0.7182673819507372,0.47919148865831257,0.016335578137343196,0.016663477264822934,0.027538797719819128,0.052458606911944025,20,1.0
-0.04946788796831348,0.8874339677419972,0.44995708827527725,0.017836760116979104,0.016054429014559203,0.059984493720285144,0.07740643736523091,30,1.5
-0.066338895098124,1.0585414813462077,0.41129585364518745,0.01922518343301561,0.01193861147364193,0.10488330260223626,0.10235153385398948,40,2.0
-0.0815548821249459,1.21729230031695,0.3647399505909414,0.020539197390387592,0.0096268053029256,0.16222788968554314,0.12729146276688508,50,2.5
-0.09473624121271021,1.3548363381289115,0.31250141709456203,0.021827070950915684,0.011523067695930967,0.23200880683335645,0.15222066567266287,60,3.0
-0.10555412434183623,1.4651855461001533,0.2579504168379548,0.02309846508366075,0.014781661381450492,0.3142103399671968,0.1771213970538563,70,3.5
-0.11373864739647814,1.5441832243121474,0.20679725088027354,0.024365155605537956,0.013494865888756275,0.4088097610778025,0.20199818978521694,80,4.0
-0.11908562322265795,1.589089386273151,0.16939533122000885,0.025622235674082085,0.016205229229618957,0.5157937805821812,0.22685264202309968,90,4.5
-0.12146165568122043,1.5984132645536753,0.16038325836885395,0.026836591412941434,0.017032789269936916,0.635139256674034,0.25167354737864206,100,5.0
-0.12080746760937978,1.5718505609460907,0.1847805925952724,0.027990497215264722,0.01893691232929339,0.7668261783801696,0.27646850989708577,110,5.5
-0.11713937966500708,1.510272782705875,0.23048405189012325,0.029122622341702157,0.020755566262176766,0.9108303035589335,0.3012144263793568,120,6.0
-0.1105489031595101,1.4157596686691547,0.28421425377745235,0.030238135047641612,0.0224539611634278,1.0671210460770832,0.32591365334083994,130,6.5
-0.10120045703729415,1.2917019870407929,0.33818025320850703,0.03128680056812216,0.01986409328556175,1.2356713622480207,0.3505956693050315,140,7.0
-0.0893272659585098,1.1430611539207187,0.38801598656732755,0.03225304217892366,0.01722494105254974,1.4164864877026848,0.3753178904504303,150,7.5
