step,residue_coherence,orientation_alignment,corridor_count
0,0.000113457,0.000982252,0
100,0.0111265,0.00101667,0
200,0.0269292,0.0012274,0
300,0.0582248,0.00143612,0
400,0.128534,0.000381439,0
500,0.30955,0.00127952,2005
600,0.87535,0.00189424,52839
700,2.64531,0.00206953,65536
800,7.44387,0.00218583,65536
900,20.2631,0.00226213,65536
1000,54.8552,0.00227407,65536
1100,148.391,0.00227408,65536
1200,401.377,0.00227405,65536
1300,1085.65,0.00227405,65536
1400,2936.46,0.00227404,65536
1500,7942.65,0.00227404,65536
1600,21483.4,0.00227402,65536
1700,58108.3,0.00227404,65536
1800,157172,0.00227402,65536
1900,425122,0.00227402,65536
1999,1.13849e+06,0.00227403,65536
