step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559886,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,3.35449,0.00571619,52414,0.0865216,0.361405,0.00788152,0.799774
200,8.97014,0.00337653,51650,0.106746,0.400544,0.00855211,0.788116
300,13.4315,0.00957123,52289,0.116432,0.462186,0.00939205,0.797867
400,16.8142,0.00909706,52770,0.122401,0.469401,0.0100022,0.805206
500,18.9963,0.00665926,53128,0.126095,0.435197,0.0105885,0.810669
600,20.9949,0.00584238,53606,0.129907,0.483419,0.0112487,0.817963
700,22.3404,0.00383337,53917,0.131404,0.509761,0.0118469,0.822708
800,23.6098,0.00265991,54200,0.134441,0.516075,0.0124894,0.827026
900,24.8524,0.00711749,54533,0.137047,0.483845,0.013067,0.832108
1000,26.1852,0.0076073,54751,0.139117,0.47034,0.0135673,0.835434
1100,27.215,0.0101041,55011,0.141122,0.474563,0.0140576,0.839401
1200,28.5678,0.0105452,55289,0.143506,0.487129,0.0145844,0.843643
1300,29.6838,0.0108453,55461,0.144356,0.500592,0.0148287,0.846268
1400,30.7083,0.00878609,55676,0.145438,0.485825,0.0150936,0.849548
1500,31.7374,0.00240155,55823,0.147116,0.485442,0.0153829,0.851791
1600,32.9221,0.00494805,56022,0.148766,0.515378,0.0157801,0.854828
1700,34.2582,0.00346622,56293,0.150025,0.47052,0.0159101,0.858963
1800,35.4242,0.00322518,56442,0.152015,0.518303,0.0160499,0.861237
1900,36.3976,0.0055834,56605,0.152817,0.478477,0.016257,0.863724
1999,37.4643,0.0122858,56699,0.154315,0.515566,0.0163872,0.865158
