step,time,active_area,total_signal,max_signal,activation_events,inadmissible_activation_count,inadmissible_activation_fraction,signal_outside_domain_fraction,traceability_failures,traceability_failure_fraction,trace_depth_mean,admissible_area_fraction,signal_active_fraction
23,2.3000000000000003,34.984731817079535,131.48192781848283,4.416498911949036,0,0,0.0,0.010598041330472973,0,0.0,0.0,0.011962890625,0.024658203125
24,2.4000000000000004,35.57178518024741,136.62451817939044,4.576019769168498,0,0,0.0,0.012036032947037817,0,0.0,0.0,0.011962890625,0.024658203125
25,2.5,36.186328248965005,141.74139558849348,4.733148712044102,0,0,0.0,0.013613185346142778,0,0.0,0.0,0.011962890625,0.024658203125
26,2.6,36.82730937636195,146.832688610551,4.887870512454379,0,0,0.0,0.01533666271487788,0,0.0,0.0,0.011962890625,0.024658203125
27,2.7,37.49285692972563,151.89852516749826,5.040173637752145,0,0,0.0,0.01721267059507226,0,0.0,0.0,0.011962890625,0.024658203125
28,2.8000000000000003,38.18031857415773,156.93903254166077,5.190049858659615,0,0,0.0,0.019246157275272787,0,0.0,0.0,0.011962890625,0.024658203125
29,2.9000000000000004,38.88640130028415,161.95433737895246,5.337493922382822,0,0,0.0,0.02144054751995416,0,0.0,0.0,0.011962890625,0.024658203125
30,3.0,39.607399113298996,166.94456569205772,5.482503312538977,8,8,1.0,0.02379759256278255,8,1.0,0.0,0.011962890625,0.026611328125
31,3.1,40.33947464859018,171.90984286359742,5.62507811093668,4,4,1.0,0.02631706891125718,4,1.0,0.0,0.011962890625,0.027587890625
32,3.2,41.07894507886917,176.85029364927942,5.7652209667368,0,0,0.0,0.028996924879340153,0,0.0,0.0,0.011962890625,0.027587890625
33,3.3000000000000003,41.822518807393934,181.76604218103304,5.902937166675789,8,8,1.0,0.012698884721921162,8,1.0,0.0,0.011962890625,0.029541015625
34,3.4000000000000004,42.567441657651756,186.65721197012786,6.038234787162334,0,0,0.0,0.014148738970413353,0,0.0,0.0,0.013916015625,0.029541015625
35,3.5,43.31153731442052,191.52392591027723,6.171124897120114,0,0,0.0,0.015722534258257415,0,0.0,0.0,0.013916015625,0.029541015625
36,3.6,44.05315793583465,196.36630628072584,6.301621771748412,0,0,0.0,0.017422345187031788,0,0.0,0.0,0.013916015625,0.029541015625
37,3.7,44.79108552156647,201.1844747493222,6.429743074006512,0,0,0.0,0.011398678292248613,0,0.0,0.0,0.013916015625,0.029541015625
38,3.8000000000000003,45.52443368764548,205.9785523755756,6.555509963831228,0,0,0.0,0.01261891505914315,0,0.0,0.0,0.014892578125,0.029541015625
39,3.9000000000000004,46.252590532591626,210.7486596136977,6.678947104731796,0,0,0.0,0.013930031043492167,0,0.0,0.0,0.014892578125,0.029541015625
40,4.0,46.97522115569679,215.4949163156292,6.80008255184788,8,8,1.0,0.015331921603471257,8,1.0,0.0,0.014892578125,0.031494140625
41,4.1000000000000005,47.692322485365366,220.21744173405108,6.91894752206133,0,0,0.0,0.016823574830656163,0,0.0,0.0,0.014892578125,0.031494140625
42,4.2,48.4043029377798,224.91635452538085,7.035576062192363,0,0,0.0,0.018403468068983863,0,0.0,0.0,0.014892578125,0.031494140625
43,4.3,49.11205107568381,229.5917727527539,7.1500046429921165,0,0,0.0,0.020069652662878475,0,0.0,0.0,0.014892578125,0.031494140625
44,4.4,49.81696171556152,234.24381388899013,7.262271712921627,0,0,0.0,0.0063372418611710455,0,0.0,0.0,0.014892578125,0.031494140625
45,4.5,50.52090114313813,238.87259481954518,7.372417246228885,0,0,0.0,0.007042339872056053,0,0.0,0.0,0.016845703125,0.031494140625
46,4.6000000000000005,51.22610929182866,243.4782318454475,7.480482315403657,4,4,1.0,0.007815744094500147,4,1.0,0.0,0.016845703125,0.032470703125
47,4.7,51.935050421024144,248.06084068622022,7.586508710275666,0,0,0.0,0.008661903609077584,0,0.0,0.0,0.016845703125,0.032470703125
48,4.800000000000001,52.65023187350782,252.62053648278913,7.690538616689847,0,0,0.0,0.009585237375034958,0,0.0,0.0,0.016845703125,0.032470703125
49,4.9,53.374012600584756,257.1574338003752,7.7926143585767775,0,0,0.0,0.010590008442333874,0,0.0,0.0,0.016845703125,0.032470703125
50,5.0,54.10842104359085,261.67164663137333,7.892778199650779,0,0,0.0,0.011680260747739299,0,0.0,0.0,0.016845703125,0.032470703125
51,5.1000000000000005,54.85499801693177,266.1632883982165,7.991072195674575,0,0,0.0,0.012859729350943741,0,0.0,0.0,0.016845703125,0.032470703125
52,5.2,55.61467628784621,270.6324719562254,8.087538085446186,0,0,0.0,0.014131738355795556,0,0.0,0.0,0.016845703125,0.032470703125
53,5.300000000000001,56.387705350899736,275.0793095964442,8.182217208171734,0,0,0.0,0.008918199208068127,0,0.0,0.0,0.016845703125,0.032470703125
54,5.4,57.173627210172185,279.50391304846204,8.275150436184342,0,0,0.0,0.010049631004002172,0,0.0,0.0,0.017822265625,0.032470703125
55,5.5,57.97130604047166,283.90639348321974,8.366378114425459,8,8,1.0,0.011280359861617312,8,1.0,0.0,0.017822265625,0.034423828125
56,5.6000000000000005,58.779010688028855,288.28686151580365,8.455940001095723,0,0,0.0,0.012612054007071473,0,0.0,0.0,0.017822265625,0.034423828125
57,5.7,59.594543907183116,292.64542720822465,8.543875206873818,0,0,0.0,0.014045413173086252,0,0.0,0.0,0.017822265625,0.034423828125
58,5.800000000000001,60.41540657537107,296.98220007218345,8.630222132695764,8,8,1.0,0.01558004268619956,8,1.0,0.0,0.017822265625,0.036376953125
59,5.9,61.238980092454796,301.29728907182255,8.715018408032702,8,8,1.0,0.017214379304814596,8,1.0,0.0,0.017822265625,0.038330078125
60,6.0,62.062707213237786,305.59080262646347,8.798300832787417,0,0,0.0,0.018945753884937733,0,0.0,0.0,0.017822265625,0.038330078125
61,6.1000000000000005,62.88425184630974,309.8628486133311,8.880105326348161,0,0,0.0,0.020770528908591147,0,0.0,0.0,0.017822265625,0.038330078125
62,6.2,63.70162224224882,314.11353437026446,8.96046688708107,0,0,0.0,0.012606710995446217,0,0.0,0.0,0.017822265625,0.038330078125
63,6.300000000000001,64.51324882117235,318.34296669841314,9.039419564761403,0,0,0.0,0.003920870206377955,0,0.0,0.0,0.019775390625,0.038330078125
64,6.4,65.31801609624645,322.5512518649211,9.116996447328308,0,0,0.0,0.004410622690680689,0,0.0,0.0,0.021728515625,0.038330078125
65,6.5,66.11525576271497,326.7384956055965,9.193229662100162,0,0,0.0,0.004947010713407129,0,0.0,0.0,0.021728515625,0.038330078125
66,6.6000000000000005,66.90471326633278,330.90480312756847,9.268150390397695,0,0,0.0,0.005532117121744637,0,0.0,0.0,0.021728515625,0.038330078125
67,6.7,67.68650198658669,335.05027911193065,9.341788893546187,0,0,0.0,0.006167777755468344,0,0.0,0.0,0.021728515625,0.038330078125
68,6.800000000000001,68.4610574925064,339.175027716371,9.41417454757054,0,0,0.0,0.00685556353787857,0,0.0,0.0,0.021728515625,0.038330078125
69,6.9,69.22909999116784,343.27915257778915,9.485335883603343,0,0,0.0,0.007596777634020597,0,0.0,0.0,0.021728515625,0.038330078125
70,7.0,69.99160752230918,347.36275681490025,9.555300631082464,8,8,1.0,0.008392497662681905,8,1.0,0.0,0.021728515625,0.040283203125
71,7.1000000000000005,70.74979722656853,351.4259430308257,9.624095761160106,0,0,0.0,0.009243491678135833,0,0.0,0.0,0.021728515625,0.040283203125
72,7.2,71.50510840141538,355.4688133156716,9.691747528287284,0,0,0.0,0.010150407069849708,0,0.0,0.0,0.021728515625,0.040283203125
73,7.300000000000001,72.25917973444422,359.49146924909326,9.758281508572475,0,0,0.0,0.011113715912525331,0,0.0,0.0,0.021728515625,0.040283203125
74,7.4,73.01381406055594,363.4940119028478,9.823722634143621,0,0,0.0,0.00371921510775573,0,0.0,0.0,0.021728515625,0.040283203125
75,7.5,73.77092665349139,367.4765418433335,9.888095223290918,0,0,0.0,0.004203153942093056,0,0.0,0.0,0.023681640625,0.040283203125
76,7.6000000000000005,74.53247655156767,371.43915913411684,9.951423006583916,0,0,0.0,0.004736498859751403,0,0.0,0.0,0.023681640625,0.040283203125
77,7.7,75.3003838389012,375.38196333844627,10.013729149418964,0,0,0.0,0.005322096220677494,0,0.0,0.0,0.023681640625,0.040283203125
78,7.800000000000001,76.07643848311659,379.305053521754,10.075036271566418,0,0,0.0,0.005962622266625191,0,0.0,0.0,0.023681640625,0.040283203125
79,7.9,76.86220792215282,383.20852825414534,10.135366464275698,4,4,1.0,0.0066605359545416284,4,1.0,0.0,0.023681640625,0.041259765625
80,8.0,77.65895105913475,387.0924856128745,10.194741305396303,0,0,0.0,0.007417975595290929,0,0.0,0.0,0.023681640625,0.041259765625
81,8.1,78.46754583682934,390.95702318481017,10.25318187282501,8,8,1.0,0.00823678304620844,8,1.0,0.0,0.023681640625,0.043212890625
82,8.200000000000001,79.28843637922017,394.8022380688861,10.310708756432108,0,0,0.0,0.009118317220514557,0,0.0,0.0,0.023681640625,0.043212890625
83,8.3,80.12160405445667,398.6282268785417,10.367342068483858,4,4,1.0,0.010063552306197831,4,1.0,0.0,0.023681640625,0.044189453125
84,8.4,80.96656492226646,402.435085744149,10.423101452485882,0,0,0.0,0.011072911410623795,0,0.0,0.0,0.023681640625,0.044189453125
85,8.5,81.82239401647442,406.2229103154282,10.478006090333274,0,0,0.0,0.012146320035407466,0,0.0,0.0,0.023681640625,0.044189453125
86,8.6,82.68777489006786,409.9917957638511,10.532074707668402,0,0,0.0,0.010175956629097965,0,0.0,0.0,0.023681640625,0.044189453125
87,8.700000000000001,83.56107093328649,413.74183678503186,10.585325577409332,8,8,1.0,0.01110064245380218,8,1.0,0.0,0.024658203125,0.046142578125
88,8.8,84.44041330582574,417.4731276011067,10.637776521507407,0,0,0.0,0.012077317809964886,0,0.0,0.0,0.024658203125,0.046142578125
89,8.9,85.32379906253578,421.18576196310113,10.68944491110673,0,0,0.0,0.013105389972220053,0,0.0,0.0,0.024658203125,0.046142578125
90,9.0,86.20919235015455,424.87983315328563,10.740347665395184,8,8,1.0,0.014183952679857335,8,1.0,0.0,0.024658203125,0.048095703125
91,9.1,87.09462151758011,428.5554339875192,10.790501249542356,0,0,0.0,0.01179210065169204,0,0.0,0.0,0.024658203125,0.048095703125
92,9.200000000000001,87.97826564195572,432.2126568175816,10.839921672203166,0,0,0.0,0.006447968550015835,0,0.0,0.0,0.025634765625,0.048095703125
93,9.3,88.85852525863474,435.85159353349366,10.888624483119541,0,0,0.0,0.007024827138855343,0,0.0,0.0,0.027587890625,0.048095703125
94,9.4,89.73407383379646,439.4723355658262,10.936624771371763,0,0,0.0,0.0076363782238522155,0,0.0,0.0,0.027587890625,0.048095703125
95,9.5,90.6038885061055,443.0749738879971,10.983937164815556,0,0,0.0,0.008283084501324148,0,0.0,0.0,0.027587890625,0.048095703125
96,9.600000000000001,91.46726059274317,446.65959901855706,11.030575831192174,0,0,0.0,0.008965305770682658,0,0.0,0.0,0.027587890625,0.048095703125
97,9.700000000000001,92.32378806521555,450.22630102346426,11.076554481321018,0,0,0.0,0.003393155228312656,0,0.0,0.0,0.027587890625,0.048095703125
98,9.8,93.17335346435652,453.77516951834696,11.12188637468354,0,0,0.0,0.0037790421690943603,0,0.0,0.0,0.029541015625,0.048095703125
99,9.9,94.01609143309217,457.3062936707552,11.16658432759021,0,0,0.0,0.004197843649412264,0,0.0,0.0,0.029541015625,0.048095703125
100,10.0,94.85235017973741,460.8197622024014,11.210660723997094,0,0,0.0,0.004650862324317938,0,0.0,0.0,0.029541015625,0.048095703125
101,10.100000000000001,95.68265080751155,464.3156633913894,11.254127528912703,0,0,0.0,0.0051392721839701085,0,0.0,0.0,0.029541015625,0.048095703125
102,10.200000000000001,96.50764768698455,467.7940850744325,11.296996304216906,8,8,1.0,0.005664123450811931,8,1.0,0.0,0.029541015625,0.050048828125
103,10.3,97.32809207534905,471.2551146490603,11.339278226608487,0,0,0.0,0.0062262576394227455,0,0.0,0.0,0.029541015625,0.050048828125
104,10.4,98.1448001753719,474.69883907581493,11.380984107311763,0,0,0.0,0.006826400250665576,0,0.0,0.0,0.029541015625,0.050048828125
105,10.5,98.95862593139863,478.12534488043593,11.422124413109636,8,8,1.0,0.007465108547059957,8,1.0,0.0,0.029541015625,0.052001953125
106,10.600000000000001,99.7704381892022,481.53471815603376,11.462709288232338,0,0,0.0,0.008142712205443239,0,0.0,0.0,0.029541015625,0.052001953125
107,10.700000000000001,100.58110145361192,484.92704456525365,11.502748576618526,0,0,0.0,0.008859407736063498,0,0.0,0.0,0.029541015625,0.052001953125
108,10.8,101.39145935887002,488.3024093424273,11.542251844076487,0,0,0.0,0.004425900977667533,0,0.0,0.0,0.029541015625,0.052001953125
109,10.9,102.20232007148637,491.66089729571524,11.581228399905358,8,8,1.0,0.00490069983802742,8,1.0,0.0,0.031494140625,0.053955078125
110,11.0,103.01444309541645,495.0025928092366,11.619687317585171,0,0,0.0,0.005409681624092347,0,0.0,0.0,0.031494140625,0.053955078125
111,11.100000000000001,103.82852725764847,498.32757984519037,11.657637454205691,0,0,0.0,0.005953427168522407,0,0.0,0.0,0.031494140625,0.053955078125
112,11.200000000000001,104.64519994115606,501.6359419459645,11.695087468372428,0,0,0.0,0.006532321215855793,0,0.0,0.0,0.031494140625,0.053955078125
113,11.3,105.46500784571074,504.9277622362347,11.732045836399285,0,0,0.0,0.007146560511074145,0,0.0,0.0,0.031494140625,0.053955078125
114,11.4,106.28840966613686,508.2031234250535,11.768520866666954,0,0,0.0,0.007796151085113031,0,0.0,0.0,0.031494140625,0.053955078125
115,11.5,107.11577107863604,511.4621078079283,11.804520712091065,0,0,0.0,0.003895556183046663,0,0.0,0.0,0.031494140625,0.053955078125
116,11.600000000000001,107.94736233488652,514.7047972688887,11.840053380701985,0,0,0.0,0.00427552903229317,0,0.0,0.0,0.033447265625,0.053955078125
117,11.700000000000001,108.78335860868879,517.9312732825441,11.875126744387325,0,0,0.0,0.004681954310687325,0,0.0,0.0,0.033447265625,0.053955078125
118,11.8,109.62384305322321,521.1416169161315,11.909748545888448,0,0,0.0,0.005115562851164592,0,0.0,0.0,0.033447265625,0.053955078125
119,11.9,110.468812339134,524.3359088315508,11.943926404173185,8,8,1.0,0.005577023479238373,8,1.0,0.0,0.033447265625,0.055908203125
120,12.0,111.31818427991142,527.5142292873932,11.977667818329621,0,0,0.0,0.006066871868098298,0,0.0,0.0,0.033447265625,0.055908203125
121,12.100000000000001,112.17180702944654,530.6766581409561,12.01098017014087,0,0,0.0,0.006585599199671842,0,0.0,0.0,0.033447265625,0.055908203125
122,12.200000000000001,113.02946926751935,533.8232748502512,12.04387072550944,4,4,1.0,0.007133599233833837,4,1.0,0.0,0.033447265625,0.056884765625
123,12.3,113.89091077532095,536.9541584760001,12.076346634903278,0,0,0.0,0.007711148865175951,0,0.0,0.0,0.033447265625,0.056884765625
124,12.4,114.7558328413266,540.0693876836201,12.108414932994927,0,0,0.0,0.008318451574189029,0,0.0,0.0,0.033447265625,0.056884765625
125,12.5,115.62390801901125,543.169040745202,12.14008253766126,0,0,0.0,0.00895560879827351,0,0.0,0.0,0.033447265625,0.056884765625
126,12.600000000000001,116.49478886936683,546.253195541476,12.171356248504877,0,0,0.0,0.005286557283615911,0,0.0,0.0,0.033447265625,0.056884765625
127,12.700000000000001,117.36811544844647,549.3219295637685,12.202242745049842,8,8,1.0,0.0057189892044768815,8,1.0,0.0,0.035400390625,0.058837890625
128,12.8,118.24352142896367,552.3753199159498,12.232748584754617,0,0,0.0,0.0061770444083906135,0,0.0,0.0,0.035400390625,0.058837890625
129,12.9,119.12063886314874,555.41344331637,12.262880200973749,0,0,0.0,0.006661269180738252,0,0.0,0.0,0.035400390625,0.058837890625
130,13.0,119.99910169288918,558.4363760997882,12.292643900987741,0,0,0.0,0.007172111077022159,0,0.0,0.0,0.035400390625,0.058837890625
131,13.100000000000001,120.87854818794536,561.4441942192892,12.322045864207297,0,0,0.0,0.007709924222917332,0,0.0,0.0,0.035400390625,0.058837890625
132,13.200000000000001,121.75862254275975,564.4369732481928,12.351092140644173,4,4,1.0,0.006159907404319437,4,1.0,0.0,0.035400390625,0.059814453125
133,13.3,122.63897588889671,567.4147883819519,12.379788649726288,0,0,0.0,0.006652461301778022,0,0.0,0.0,0.036376953125,0.059814453125
134,13.4,123.5192669867979,570.377714440042,12.40814117951965,8,8,1.0,0.007171520275594049,8,1.0,0.0,0.036376953125,0.061767578125
135,13.5,124.39916285090779,573.3258258678418,12.436155386404408,0,0,0.0,0.007717220585669937,0,0.0,0.0,0.036376953125,0.061767578125
136,13.600000000000001,125.27833953925406,576.2591967385027,12.463836795237047,0,0,0.0,0.008289625960125278,0,0.0,0.0,0.036376953125,0.061767578125
137,13.700000000000001,126.15648330419825,579.1779007548101,12.4911908000158,0,0,0.0,0.004815480885676953,0,0.0,0.0,0.036376953125,0.061767578125
138,13.8,127.03329225642796,582.0820112510361,12.518222665052033,0,0,0.0,0.005241306397482021,0,0.0,0.0,0.038330078125,0.061767578125
139,13.9,127.90847864026907,584.971601194781,12.544937526636886,8,8,1.0,0.005691519284723507,8,1.0,0.0,0.038330078125,0.063720703125
140,14.0,128.78177175652152,587.8467431888071,12.571340395180314,0,0,0.0,0.0061661708438195545,0,0.0,0.0,0.038330078125,0.063720703125
141,14.100000000000001,129.65292150190592,590.707509472863,12.597436157788799,8,8,1.0,0.006665257972390042,8,1.0,0.0,0.038330078125,0.065673828125
142,14.200000000000001,130.5217024259373,593.5539719254986,12.623229581238986,0,0,0.0,0.007188605354550512,0,0.0,0.0,0.038330078125,0.065673828125
143,14.3,131.38791814196446,596.3862020658711,12.648725315297119,0,0,0.0,0.006056171465926036,0,0.0,0.0,0.038330078125,0.065673828125
144,14.4,132.25140587522338,599.2042710555417,12.673927896328808,0,0,0.0,0.006512172200676376,0,0.0,0.0,0.039306640625,0.065673828125
145,14.5,133.11204089277072,602.0082497002641,12.698841751140172,0,0,0.0,0.00698887482479238,0,0.0,0.0,0.039306640625,0.065673828125
146,14.600000000000001,133.96974054255327,604.7982084517628,12.723471200989819,0,0,0.0,0.0074861339210281755,0,0.0,0.0,0.039306640625,0.065673828125
147,14.700000000000001,134.82446763398931,607.574217409504,12.747820465711364,0,0,0.0,0.008003739880696357,0,0.0,0.0,0.039306640625,0.065673828125
148,14.8,135.67623292006115,610.3363463224564,12.771893667888051,0,0,0.0,0.004957405251363927,0,0.0,0.0,0.039306640625,0.065673828125
149,14.9,136.52509648817028,613.0846645908441,12.79569483702438,0,0,0.0,0.0019276226536558494,0,0.0,0.0,0.041259765625,0.065673828125
150,15.0,137.37116792879544,615.8192412678899,12.819227913664145,0,0,0.0,0.0021151072390310833,0,0.0,0.0,0.043212890625,0.065673828125
151,15.100000000000001,138.21460522074386,618.5401450615504,12.842496753409879,0,0,0.0,0.002316533383724476,0,0.0,0.0,0.043212890625,0.065673828125
152,15.200000000000001,139.05561234243655,621.2474443362428,12.865505130804864,0,0,0.0,0.002532490553722622,0,0.0,0.0,0.043212890625,0.065673828125
153,15.3,139.89443568362213,623.9412071145616,12.88825674304559,0,0,0.0,0.0027635508841819777,0,0.0,0.0,0.043212890625,0.065673828125
154,15.4,140.73135938589564,626.6215010789887,12.910755213499375,0,0,0.0,0.003010265207469103,0,0.0,0.0,0.043212890625,0.065673828125
155,15.5,141.56669977998376,629.2883935735938,12.93300409500872,8,8,1.0,0.0032731722875740587,8,1.0,0.0,0.043212890625,0.067626953125
156,15.600000000000001,142.40079911161152,631.9419516057258,12.95500687297049,0,0,0.0,0.00355274562797495,0,0.0,0.0,0.043212890625,0.067626953125
157,15.700000000000001,143.23401875652934,634.5822418476971,12.976766968184192,0,0,0.0,0.0038494599827170067,0,0.0,0.0,0.043212890625,0.067626953125
158,15.8,144.06673212118997,637.2093306384586,12.998287739469127,0,0,0.0,0.004163743453801609,0,0.0,0.0,0.043212890625,0.067626953125
159,15.9,144.89931741193163,639.8232839852664,13.01957248605509,0,0,0.0,0.0044959847973443145,0,0.0,0.0,0.043212890625,0.067626953125
160,16.0,145.73215043608107,642.42416756534,13.040624449755377,0,0,0.0,0.00484653032945077,0,0.0,0.0,0.043212890625,0.067626953125
161,16.1,146.5655975767603,645.0120467275133,13.061446816934195,0,0,0.0,0.0052156810294100835,0,0.0,0.0,0.043212890625,0.067626953125
162,16.2,147.40000906237108,647.5869864938758,13.082042720283045,8,8,1.0,0.005603702849511261,8,1.0,0.0,0.043212890625,0.069580078125
163,16.3,148.23571263385625,650.1490515614064,13.102415240422467,0,0,0.0,0.0060107757997110624,0,0.0,0.0,0.043212890625,0.069580078125
164,16.400000000000002,149.07300769897356,652.6983063035995,13.122567407346494,0,0,0.0,0.006437059854853792,0,0.0,0.0,0.043212890625,0.069580078125
165,16.5,149.91216005304574,655.2348147720814,13.142502201727616,4,4,1.0,0.003881619869333317,4,1.0,0.0,0.043212890625,0.070556640625
166,16.6,150.7533972392216,657.758640698221,13.162222556099806,0,0,0.0,0.004192464040603808,0,0.0,0.0,0.045166015625,0.070556640625
167,16.7,151.59690461686696,660.2698474947299,13.18173135593657,8,8,1.0,0.004520640641139886,8,1.0,0.0,0.045166015625,0.072509765625
168,16.8,152.44282220268974,662.7684982572563,13.201031440639891,0,0,0.0,0.0048663857678621514,0,0.0,0.0,0.045166015625,0.072509765625
169,16.900000000000002,153.2912423439738,665.25465576597,13.22012560445465,0,0,0.0,0.0052299175376812,0,0.0,0.0,0.045166015625,0.072509765625
170,17.0,154.14220827547848,667.7283824871402,13.239016597321559,8,8,1.0,0.005611397014625981,8,1.0,0.0,0.045166015625,0.074462890625
171,17.1,154.99571360019638,670.1897405747044,13.257707125680058,0,0,0.0,0.0060108848086808785,0,0.0,0.0,0.045166015625,0.074462890625
172,17.2,155.85170271882532,672.6387918718308,13.276199853230889,0,0,0.0,0.0064284151715517605,0,0.0,0.0,0.045166015625,0.074462890625
173,17.3,156.71007221360762,675.0755979124717,13.294497401666456,0,0,0.0,0.006863946664668013,0,0.0,0.0,0.045166015625,0.074462890625
174,17.400000000000002,157.57067316974837,677.5002199229093,13.312602351375519,0,0,0.0,0.00731737354934625,0,0.0,0.0,0.045166015625,0.074462890625
175,17.5,158.43331439299092,679.9127188232949,13.330517242127245,0,0,0.0,0.0077885263505283455,0,0.0,0.0,0.045166015625,0.074462890625
176,17.6,159.29776645642318,682.3131552291784,13.3482445737384,0,0,0.0,0.008277173198940337,0,0.0,0.0,0.045166015625,0.074462890625
177,17.7,160.1637664847105,684.7015894530325,13.365786806726259,8,8,1.0,0.006186079995534432,8,1.0,0.0,0.045166015625,0.076416015625
178,17.8,161.0310235611787,687.0780815057674,13.383146362948855,0,0,0.0,0.006558165298842238,0,0.0,0.0,0.047119140625,0.076416015625
179,17.900000000000002,161.89922462387563,689.4426910982385,13.400325626233387,0,0,0.0,0.005507950747223008,0,0.0,0.0,0.047119140625,0.076416015625
180,18.0,162.76804070205623,691.7954776427473,13.417326942992977,0,0,0.0,0.005849685058034836,0,0.0,0.0,0.048095703125,0.076416015625
181,18.1,163.6371333352932,694.1365002545335,13.434152622831503,8,8,1.0,0.006204712114716687,8,1.0,0.0,0.048095703125,0.078369140625
182,18.2,164.50616101407897,696.4658177532608,13.450804939135917,0,0,0.0,0.006572989437727674,0,0.0,0.0,0.048095703125,0.078369140625
183,18.3,165.3747854834649,698.7834886644946,13.467286129655315,0,0,0.0,0.004177803823552348,0,0.0,0.0,0.048095703125,0.078369140625
184,18.400000000000002,166.24267775972464,701.0895712211722,13.483598397065924,0,0,0.0,0.004458082552065116,0,0.0,0.0,0.050048828125,0.078369140625
185,18.5,167.10952372366793,703.3841233650662,13.499743909521266,0,0,0.0,0.004750422665477908,0,0.0,0.0,0.050048828125,0.078369140625
186,18.6,167.97502917224872,705.6672027482409,13.515724801186886,0,0,0.0,0.005054886360271462,0,0.0,0.0,0.050048828125,0.078369140625
187,18.7,168.83892423150746,707.9388667344997,13.531543172759196,0,0,0.0,0.005371511458348815,0,0.0,0.0,0.050048828125,0.078369140625
188,18.8,169.70096705754378,710.1991724008271,13.54720109196829,0,0,0.0,0.0032382774029479245,0,0.0,0.0,0.050048828125,0.078369140625
189,18.900000000000002,170.56094677699753,712.448176538823,13.56270059406483,0,0,0.0,0.0034544712522098886,0,0.0,0.0,0.052001953125,0.078369140625
