spacing_d,0.08,0.1,0.12
0.0,0.244140625,0.248046875,0.255859375
0.05,0.2421875,0.25,0.2578125
0.1,0.2421875,0.248046875,0.255859375
0.2,0.2421875,0.25,0.2578125
0.4,0.220703125,0.22265625,0.2265625
