"run_name","status","seed","config_path","original_config_path","out_dir","summary_path","elapsed_sec","final_metrics_json"
"ca_seeded_demo_config__seed123124","OK","123124","D:\projects\acellorator\outputs\_tmp_batch_runner_smoke\configs_generated\ca_seeded_demo_config__seed123124.json","D:\projects\acellorator\outputs\ca_seeded_demo_config.json","D:\projects\acellorator\outputs\_tmp_batch_runner_smoke\runs\ca_seeded_demo_config__seed123124","D:\projects\acellorator\outputs\_tmp_batch_runner_smoke\runs\ca_seeded_demo_config__seed123124\summary.json","1.418","{""active_fraction"":0.010498046875,""mean_mismatch"":0.01806470231854239,""max_mismatch"":0.9527330436035628,""mean_residue"":0.06485443306585768,""step"":190}"

