step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000328882,0.00130782,598,0.000163674,0.0357865,0.0046135,0.00912476
100,0.0356537,0.00277539,7959,0.00734715,0.627505,0.00497566,0.121445
200,0.153973,0.00095446,19964,0.0249925,0.848526,0.00524099,0.304626
300,0.4666,0.000784686,30700,0.0565741,0.87624,0.0051406,0.468445
400,1.09019,0.00464644,38376,0.0969814,0.932865,0.00546305,0.585571
500,2.04561,0.00284722,43180,0.133241,0.944229,0.00564777,0.658875
600,3.28651,0.00285906,46075,0.164778,0.950102,0.00576565,0.703049
700,4.64272,0.00168117,48107,0.190218,1.0593,0.00608328,0.734055
800,5.96938,0.00451338,49327,0.20645,1.09126,0.00655907,0.75267
900,7.16873,0.00270827,50333,0.22108,0.980025,0.00707593,0.768021
1000,8.20663,0.00459021,50969,0.229396,1.10503,0.00742485,0.777725
1100,8.98369,0.00325991,51357,0.237294,1.04476,0.00791675,0.783646
1200,9.65988,0.0038074,51520,0.244041,1.11754,0.00818578,0.786133
1300,10.3558,0.00227415,51894,0.253547,1.09128,0.00848815,0.79184
1400,11.2172,0.00599146,52231,0.262116,1.12633,0.00877755,0.796982
1500,12.1035,0.00824768,52628,0.269061,1.08958,0.00913005,0.80304
1600,12.8373,0.00244528,52987,0.273259,1.0885,0.00951524,0.808517
1700,13.6487,0.00457917,53403,0.277956,1.03792,0.00973116,0.814865
1800,14.3595,0.00764248,53609,0.283596,1.07572,0.010066,0.818008
1900,15.0376,0.00428057,53805,0.287772,1.06984,0.0104249,0.820999
1999,15.6331,0.00381408,54096,0.291821,1.12212,0.0107599,0.825439
