step,alive_count,survival_fraction,x_mean,x_rms,y_mean,y_rms,z_mean,z_rms,delta_mean,delta_rms,px_rms,py_rms,emittance_proxy_x,emittance_proxy_y
554,9853,0.9853,1.5928770753992243e-05,0.0065196737175493395,8.072690773749797e-05,0.007223287986404993,-0.0428561150276505,15.380971277290469,7.86932989684715e-05,0.016350875367942438,0.0004983709826562337,0.0005019049627979021,2.40930804138839e-06,2.6286900391629584e-06
555,9853,0.9853,4.103355666292473e-06,0.006553344344070984,7.363693051017782e-05,0.007278386030886734,-0.04265938178022933,15.408096887759156,7.382694483658226e-05,0.0163069350555146,0.0005022834633474595,0.0004990723040518958,2.409481345378687e-06,2.629401914601915e-06
556,9853,0.9853,-7.752796828531644e-06,0.00659903211970291,6.540191580043601e-05,0.007340428628927308,-0.04247481441813789,15.435098125572347,6.881199697848076e-05,0.01626350065699331,0.0005053296755796863,0.0004973840194441294,2.409677215837561e-06,2.630044781005974e-06
557,9853,0.9853,-1.945839544408513e-05,0.006652961926995397,5.614385438465429e-05,0.007404723269804467,-0.0423027844256916,15.461976850046124,6.365003674738853e-05,0.016220660854158058,0.0005073831769733375,0.000496894702612263,2.409908763666336e-06,2.6306060459828327e-06
558,9853,0.9853,-3.0834902477548574e-05,0.006711090543821197,4.6000423189848304e-05,0.00746679296374502,-0.04214365933382318,15.48873509535856,5.8345299251775023e-05,0.016178515346195153,0.0005083848701814395,0.0004975666197348358,2.4101859346962452e-06,2.631077271776298e-06
559,9853,0.9853,-4.1709224037535055e-05,0.006769422531109386,3.512291689030991e-05,0.007522667382437851,-0.041997796085693664,15.515375073736404,5.29049123984374e-05,0.016137175080014766,0.0005083413588936775,0.0004992772317074869,2.4105149236683645e-06,2.63145466963523e-06
560,9853,0.9853,-5.19163111287298e-05,0.006824279454795993,2.367399086440867e-05,0.007569100488940623,-0.04186553380469748,15.541899178586252,4.7339053861491624e-05,0.016096762119088608,0.0005073204569182123,0.0005018344225965943,2.410897824816473e-06,2.6317392979987466e-06
561,9853,0.9853,-6.130163472486356e-05,0.006872509540929382,1.1825249273277105e-05,0.007603715130313793,-0.04174718617004378,15.568309987421365,4.16610132282882e-05,0.016057409116359646,0.0005054441783553943,0.0005049970525083522,2.411332539325736e-06,2.6319369557820347e-06
562,9853,0.9853,-6.972349966659561e-05,0.006911634940988715,-2.452873191363163e-07,0.007625080490809734,-0.04164303363697299,15.594610264425281,3.588714985689022e-05,0.016019258375600132,0.0005028794454278504,0.0005084979439157413,2.411812943857502e-06,2.632057781347809e-06
563,9853,0.9853,-7.705516431926631e-05,0.006939940055074904,-1.2355800098911876e-05,0.007632730054286186,-0.04155331576233079,15.620802962487604,3.0036741217560106e-05,0.015982460507830875,0.0004998267343100383,0.0005120665736107674,2.4123293080517226e-06,2.6321155860777066e-06
564,9853,0.9853,-8.318673542843611e-05,0.006956507221313917,-2.4323341250984834e-05,0.007627127270348337,-0.04147822390928685,15.646891224546646,2.413172153504411e-05,0.015947172712858514,0.0004965069538458293,0.0005154493708466705,2.4128689334649238e-06,2.6321269676677142e-06
565,9853,0.9853,-8.802681052632458e-05,0.006961206603359925,-3.596651981246152e-05,0.007609584792536566,-0.0414178946054493,15.672878384077817,1.8196316178463558e-05,0.0159135567381787,0.0004931470197038096,0.0005184263198317214,2.413416972743409e-06,2.632110261372851e-06
566,9853,0.9853,-9.150384356971298e-05,0.006954646427061835,-4.710816992839121e-05,0.007582141966020675,-0.04137240381500311,15.698767964576495,1.2256583155304288e-05,0.015881776586091516,0.0004899648291720101,0.0005208232866688907,2.4139573768243795e-06,2.632084396647595e-06
567,9853,0.9853,-9.356721321844661e-05,0.006938088739411055,-5.757796765968617e-05,0.007547404881099048,-0.04134176235711475,15.72456367789836,6.339878864163258e-06,0.01585199605300058,0.0004871546124575038,0.0005225200089883386,2.414473910287831e-06,2.6320677314628553e-06
568,9853,0.9853,-9.418797726838451e-05,0.006913335213134649,-6.721496289786345e-05,0.007508354209002048,-0.04132591265995432,15.750269421338723,4.742704896047387e-07,0.015824376191328735,0.00048487385761703927,0.0005234539817189736,2.4149511711206948e-06,2.6320769368103415e-06
569,9853,0.9853,-9.335930119298715e-05,0.0068825875790274995,-7.586999342241978e-05,0.007468128360118886,-0.041324726983730416,15.77588927335384,-5.312078404779298e-06,0.01579907278388868,0.0004832330838932527,0.0005236205917394942,2.4153755513266787e-06,2.63212599961217e-06
570,9853,0.9853,-9.109655346710259e-05,0.00684828820648925,-8.340794874528985e-05,0.007429793059501976,-0.04133800717974234,15.80142748785054,-1.0991519872132529e-05,0.015776233913277468,0.0004822895928001083,0.0005230698684424383,2.415736078984226e-06,2.6322254038040027e-06
571,9853,0.9853,-8.743706527292843e-05,0.006812948128186393,-8.970985219702422e-05,0.007396112562099521,-0.04136548597942275,15.826888486994886,-1.653750118313756e-05,0.01575599769596535,0.0004820459328745971,0.00052190019476648,2.416025090226586e-06,2.632381537375547e-06
572,9853,0.9853,-8.243955723626847e-05,0.006778972124007449,-9.467473081002728e-05,0.007369341281040661,-0.04140682973238056,15.852276852514617,-2.192508338346693e-05,0.01573849023376635,0.00048245322880295584,0.0005202493182526768,2.416238690659883e-06,2.632596358461302e-06
573,9853,0.9853,-7.618324091583547e-05,0.00674849277442929,-9.822124404004603e-05,0.007351056127479006,-0.04146164244083917,15.877597315493635,-2.7131373625931912e-05,0.01572382381617818,0.0004834188781357025,0.0005182830512428266,2.4163769792142336e-06,2.632867337153103e-06
574,9853,0.9853,-6.876660776887104e-05,0.006723226875253726,-0.00010028904432831447,0.007342048075315235,-0.04152947087490403,15.902854744678674,-3.213585150150762e-05,0.015712095387679797,0.00048481756627146897,0.0005161821715948811,2.4164440224571705e-06,2.6331876726086544e-06
575,9853,0.9853,-6.03059231423079e-05,0.00670436744695794,-0.0001008398450190298,0.007342285857617733,-0.041609810503657724,15.928054133339097,-3.6920576540830037e-05,0.0157033852764728,0.0004865042163779268,0.000514128225762883,2.4164475830166283e-06,2.6335467683194793e-06
576,9853,0.9853,-5.0933447395432796e-05,0.006692522202556071,-9.985817426232539e-05,0.0073509559783331326,-0.04170211194500973,15.953200584739648,-4.1470271979958575e-05,0.01569775616715208,0.0004883274215578048,0.000512289163128916,2.416398620969885e-06,2.633930933079398e-06
577,9853,0.9853,-4.079541046407306e-05,0.006687704747332691,-9.735179727313615e-05,0.007366573245606703,-0.04180578762495981,15.978299296304261,-4.577228811013e-05,0.015695252290817766,0.0004901420658867576,0.000510805934562308,2.416310600906405e-06,2.634324262142202e-06
578,9853,0.9853,-3.004976995947552e-05,0.0066893786607375464,-9.335179366793195e-05,0.0073871471824722,-0.041920218345235176,16.003355542566297,-4.9816456363756896e-05,0.01569589880305125,0.0004918201411238564,0.0005097812913572112,2.4161986490241044e-06,2.6347096429869895e-06
579,9853,0.9853,-1.8863786206481132e-05,0.006696548194048113,-8.791228151483942e-05,0.007410383918798762,-0.04204475948614456,16.02837465701787,-5.359485208609003e-05,0.01569970132309388,0.0004932591099948304,0.0005092719493981396,2.4160786133852203e-06,2.6350698235312158e-06
580,9853,0.9853,-7.411450431754783e-06,0.006707883983488153,-8.110978512494883e-05,0.007433901367456908,-0.0421787466163598,16.053362012988586,-5.710148918857841e-05,0.01570664561577148,0.0004943874817382748,0.0005092849998310463,2.4159660858511922e-06,2.635388477833768e-06
581,9853,0.9853,4.129195405133353e-06,0.00672186895481235,-7.304224937153878e-05,0.007455437229142149,-0.0423215003393311,16.078323003702398,-6.0331973238840574e-05,0.015716697409665078,0.0004951675145398107,0.0005097789753641121,2.4158754459670717e-06,2.6356512053769876e-06
582,9853,0.9853,1.5578806895666564e-05,0.006736948842809581,-6.382770931564272e-05,0.007473033392016449,-0.042472330272428284,16.103263021680096,-6.328314087792603e-05,0.015729802358552814,0.0004955951388128731,0.0005106694088809,2.4158189851343e-06,2.6358464047564504e-06
583,9853,0.9853,2.675951212655715e-05,0.006751673149002738,-5.360262999326454e-05,0.007485185117526274,-0.042630538124623085,16.1281874376745,-6.595271282864727e-05,0.015745886165731963,0.0004956973218513029,0.0005118381744239933,2.415806163976942e-06,2.6359659706927064e-06
584,9853,0.9853,3.749767115771696e-05,0.006764815162468664,-4.2519937228671974e-05,0.007490947866582336,-0.0427954199066946,16.153101579343836,-6.833898539301542e-05,0.015764854900077337,0.000495527192483617,0.0005131454975267258,2.4158430472534926e-06,2.6360057741938687e-06
585,9853,0.9853,4.762657778635705e-05,0.0067754630328581865,-3.074676612886762e-05,0.0074899981072949874,-0.04296626737017713,16.178010709885896,-7.044058156777535e-05,0.015786595536783545,0.0004951573355009279,0.0005144433296382225,2.415931949550172e-06,2.635965898788581e-06
586,9853,0.9853,5.698906179438565e-05,0.00678307715635607,-1.846195934456878e-05,0.0074826468782224,-0.04314236882409661,16.20292000686929,-7.225627812257187e-05,0.01581097675380194,0.0004946717617844284,0.0005155887998836116,2.4160713120038537e-06,2.6358506202618285e-06
587,9853,0.9853,6.543995090840109e-05,0.0067875119665174125,-5.853352124462826e-06,0.0074698065598379024,-0.04332300951940306,16.227834541507214,-7.378491956976382e-05,0.015837850007284653,0.0004941571601297129,0.0005164566318764861,2.4162558162298397e-06,2.635668132444805e-06
588,9853,0.9853,7.284835334406241e-05,0.006789002554826594,6.885114469127659e-06,0.007452912724036772,-0.04350747181832742,16.25275925862247,-7.50254242474836e-05,0.015867050897227633,0.0004936941261250608,0.0005169496650665437,2.416476727306987e-06,2.635430036495614e-06
589,9853,0.9853,7.909972407880582e-05,0.0067881185133001985,1.9556407165988023e-05,0.0074338046053907016,-0.04369503537894621,16.277698957549326,-7.597688201060667e-05,0.015898400820067073,0.000493349117041915,0.0005170068774143073,2.4167224439393645e-06,2.6351506249383298e-06
590,9853,0.9853,8.409768090799259e-05,0.0067856891922320976,3.196349301380863e-05,0.007414570067860189,-0.0438849775839728,16.30265827420797,-7.66387374835179e-05,0.015931708890617336,0.000493167871157293,0.0005166085232398494,2.416979221567204e-06,2.6348460037392813e-06
591,9853,0.9853,8.77655398828471e-05,0.0067827063511983875,4.391246085680834e-05,0.007397364068472981,-0.04407657442768165,16.327641664571793,-7.701104763032161e-05,0.01596677410357465,0.0004931709336598031,0.0005157781619162713,2.4172320239527792e-06,2.6345331052217817e-06
592,9853,0.9853,9.004754387684196e-05,0.006780211969772976,5.521562058826013e-05,0.007384213303994677,-0.044269102046757366,16.352653389727138,-7.709479767694584e-05,0.01600338769627173,0.0004933517446680263,0.0005145814706236948,2.4174654512082933e-06,2.6342286511127413e-06
593,9853,0.9853,9.09097627310075e-05,0.0067791806212270855,6.569452866126561e-05,0.0073768232819925355,-0.044461839040949726,16.377697502701984,-7.689225531567283e-05,0.01604133566990388,0.0004936774860689016,0.000513121835513916,2.4176646877951307e-06,2.633948128093869e-06
594,9853,0.9853,9.034064861650513e-05,0.006780406982566782,7.518288888898057e-05,0.007376406435502856,-0.04465406967923883,16.402777837214828,-7.640733980144789e-05,0.0160804014255277,0.0004940925916401248,0.0005115328353541369,2.417816412958768e-06,2.633704837693002e-06
595,9853,0.9853,8.835123583383272e-05,0.00678440936067653,8.352927899518678e-05,0.007383549975630136,-0.044845088028742465,16.427897998470275,-7.564598020683277e-05,0.016120368472481734,0.0004945245482059192,0.0005099679020483585,2.4179096184267717e-06,2.6335090781887854e-06
596,9853,0.9853,8.497498013589453e-05,0.006791359214137093,9.059965568054343e-05,0.007398139196433027,-0.045034202979259474,16.453061356103472,-7.461643595412105e-05,0.016161023168864468,0.0004948913987258361,0.000508587681189314,2.4179362838449524e-06,2.6333675086053164e-06
597,9853,0.9853,8.026723869971618e-05,0.006801044408518169,9.627959413407273e-05,0.007419345964643449,-0.04522074406914485,16.478271039352162,-7.332955299838996e-05,0.016202157454800463,0.0004951102281537205,0.000507545914460497,2.4178918690235316e-06,2.633282734229977e-06
598,9853,0.9853,7.430439795533698e-05,0.006812870540752328,0.00010047622192014855,0.007445684164195331,-0.045404067951640925,16.503529934511974,-7.179893086243734e-05,0.016243571538389803,0.0004951058735640526,0.0005069749801073871,2.417775593103688e-06,2.6332531399676862e-06
599,9853,0.9853,6.718266248459325e-05,0.006825900603647532,0.00010311981197342853,0.007475125642173907,-0.04558356527879696,16.528840684706584,-7.00409792124816e-05,0.016285076491156528,0.0004948191354139813,0.0005069724785775896,2.4175904835844945e-06,2.6332729829784864e-06
600,9853,0.9853,5.901652400252433e-05,0.006838929224093748,0.00010416500498620585,0.007505263520566002,-0.04575866772682826,16.554205691977767,-6.807484778726548e-05,0.016326496704942302,0.0004942138499882,0.0005075903412738377,2.4173431920160806e-06,2.6333327402886235e-06
601,9853,0.9853,4.993693490966412e-05,0.006850584371032031,0.00010359163770132477,0.007533505824354217,-0.04592885484629633,16.579627121670296,-6.592222009008348e-05,0.016367672156607716,0.0004932822868812212,0.0005088277928484338,2.41704358724963e-06,2.633419691356479e-06
602,9853,0.9853,4.008921594153602e-05,0.006859447247585557,0.00010140516043015151,0.007557281520284861,-0.04609366039652159,16.60510690905147,-6.360696901406776e-05,0.016408460422018177,0.0004920484407711206,0.0005106290922774455,2.4167041506073575e-06,2.6335187008815385e-06
603,9853,0.9853,2.963073193983225e-05,0.0068641801853325446,9.763663437271828e-05,0.007574242680502778,-0.046252677819056634,16.63064676806485,-6.115468104969542e-05,0.016448738378019665,0.0004905688873101784,0.0005128863783861832,2.4163392093965727e-06,2.633613154404551e-06
604,9853,0.9853,1.8728373639685324e-05,0.0068636525667522446,9.234230687356022e-05,0.007582449510054079,-0.04640556452168089,16.65624820207271,-5.85920643651808e-05,0.016488403531556506,0.0004889309754196115,0.0005154472847904067,2.415964055119824e-06,2.6336859893042595e-06
605,9853,0.9853,7.5558865383191764e-06,0.0068570557376364,8.560277042811834e-05,0.0075805282961531805,-0.04655204468259382,16.681912516393606,-5.594626423702915e-05,0.016527374919337517,0.00048724824968133417,0.0005181264223821082,2.4155939999244905e-06,2.6337207573398755e-06
606,9853,0.9853,-3.70890966803839e-06,0.006843999112566751,7.752171887325909e-05,0.007567795119100673,-0.04669191034318646,16.7076408323914,-5.324411641523712e-05,0.016565593529519845,0.0004856531584496133,0.0005207194718004906,2.4152434288402564e-06,2.6337026523987257e-06
607,9853,0.9853,-1.48869659475678e-05,0.0068245808856490205,6.822432155954176e-05,0.007544339984734761,-0.046825020634224536,16.733434102824233,-5.0511374467529364e-05,0.01660302220824611,0.00048428732299483196,0.0005230185243207068,2.4149249059024776e-06,2.633619438813221e-06
608,9853,0.9853,-2.580086710265538e-05,0.006799427762887497,5.785524322618223e-05,0.007511066859654722,-0.04695129907039342,16.759293128117772,-4.777195050732751e-05,0.016639645027722957,0.00048328992191284405,0.0005248274198694426,2.4146483892844762e-06,2.633462221462526e-06
609,9853,0.9853,-3.627766715544319e-05,0.006769698956203944,4.657634361141668e-05,0.007469685192973733,-0.04707072894666174,16.78521857319074,-4.504720968131308e-05,0.016675466107990207,0.00048278505758490387,0.0005259760699914551,2.414420604202238e-06,2.6332260085428854e-06
610,9853,0.9853,-4.615165149393559e-05,0.0067370505392413075,3.4564096383937564e-05,0.007422648426537594,-0.047183346970865035,16.811210984434695,-4.235535727527011e-05,0.016710507900900794,0.00048286925951276986,0.0005263330274173213,2.41424461295733e-06,2.6329100307841645e-06
611,9853,0.9853,-5.5266981645106926e-05,0.006703557537385879,2.2006771657923814e-05,0.007373035478264844,-0.047289235364053106,16.837270806436518,-3.9710953386277976e-05,0.016744808961741246,0.00048360045992292775,0.0005258157989265161,2.414119609587491e-06,2.632517796191075e-06
612,9853,0.9853,-6.348018049731239e-05,0.006671593268056806,9.101430071685551e-06,0.0073243731297993366,-0.047388512747518825,16.86339839803361,-3.7124584073933884e-05,0.016778421251343992,0.0004849897672796336,0.0005243985534415382,2.414040952903314e-06,2.6320568761077752e-06
613,9853,0.9853,-7.066241833246757e-05,0.006643668865678811,-3.949220879074019e-06,0.007280401537115811,-0.047481324207703714,16.889594047308794,-3.4602710145840846e-05,0.016811407029662807,0.0004869971169988751,0.0005221169423304789,2.414000437033689e-06,2.6315384354553085e-06
614,9853,0.9853,-7.670156310212466e-05,0.0066222407502531085,-1.6940055869253807e-05,0.007244792205712836,-0.04756783098306825,16.915857985165413,-3.214770573905524e-05,0.0168438354207493,0.0004895314169985095,0.0005190697367380967,2.4139867838869275e-06,2.6309765362577313e-06
615,9853,0.9853,-8.150396195206688e-05,0.006609499632375898,-2.9666793052297182e-05,0.0072208373108061715,-0.047648200247415964,16.942190397172297,-2.9758089147404518e-05,0.01687577874869439,0.0004924552226109868,0.0005154169281297579,2.4139863280809302e-06,2.6303872579923403e-06
616,9853,0.9853,-8.499592503718777e-05,0.006607160391941579,-4.192923481503953e-05,0.0072111393799119015,-0.04772259547028448,16.968591433432046,-2.74289384224475e-05,0.016907308763600252,0.0004955934075535422,0.0005113738802424821,2.413983852782237e-06,2.6297876899336488e-06
617,9853,0.9853,-8.712488714813738e-05,0.006616276116169338,-5.353443626774516e-05,0.0072173378810297855,-0.047791167816340664,16.99506121630186,-2.515247461570776e-05,0.0169384928945161,0.0004987448729085511,0.0005072011281163632,2.4139635252954114e-06,2.6291948587599808e-06
618,9853,0.9853,-8.786022757063808e-05,0.0066370999234013055,-6.429975166560792e-05,0.0072399104960537055,-0.04785404900287995,17.021599845881504,-2.2918786561166832e-05,0.016969390680330893,0.0005016961269389424,0.0005031895731563133,2.4139098747799855e-06,2.6286246587428115e-06
619,9853,0.9853,-8.719373388940891e-05,0.006669013837855282,-7.405571156058606e-05,0.007278079430703783,-0.047911345969282836,17.048207403273054,-2.0716663213775005e-05,0.01700005053729251,0.0005042355746433128,0.0004996412029639317,2.4138087515647924e-06,2.628090851599566e-06
620,9853,0.9853,-8.513970109108787e-05,0.006710535285326779,-8.264868668955555e-05,0.0073298376745709595,-0.047963137627317354,17.074883951708333,-1.8534493133764142e-05,0.017030507020571437,0.0005061675188923528,0.0004968461154647465,2.4136482083775027e-06,2.6276041986009705e-06
621,9853,0.9853,-8.17346632560787e-05,0.00675940072897119,-8.994329833416335e-05,0.007392090731647293,-0.04800947386015178,17.101629535726584,-1.636118609706567e-05,0.017060778725103247,0.0005073251115428231,0.0004950575009369902,2.413419248373655e-06,2.6271717791012563e-06
622,9853,0.9853,-7.703676127744448e-05,0.006812715456156195,-9.582453906847585e-05,0.007460891826843017,-0.04805037682539447,17.12844417866248,-1.4187069361676545e-05,0.0170908669468462,0.0005075817263999349,0.0004944671434672233,2.413116392865385e-06,2.6267965378723567e-06
623,9853,0.9853,-7.11247563021138e-05,0.006867151173974613,-0.00010019957238348916,0.007531737825200545,-0.048085844498798526,17.15532787876833,-1.2004711131376191e-05,0.017120755189963848,0.0005068604038395488,0.000495184621176143,2.412738032632136e-06,2.626477089249191e-06
624,9853,0.9853,-6.409670483077217e-05,0.006919170174720581,-0.00010299918459376528,0.0075998908920832135,-0.04811585627662707,17.182280604339926,-9.809626454129569e-06,0.01715040956017139,0.0005051411141336202,0.0004972233628524695,2.412286539976019e-06,2.6262077900630494e-06
625,9853,0.9853,-5.606831749643759e-05,0.0069652560975172455,-0.00010417886764811792,0.007660695821347898,-0.04814038034276246,17.209302288240618,-7.6008262621683214e-06,0.017179780032832704,0.000502465599633011,0.0005004958743029149,2.411768133450881e-06,2.6259790766728756e-06
626,9853,0.9853,-4.717102931708464e-05,0.007002135310441265,-0.00010371951694218199,0.0077098716491105605,-0.048159382408417786,17.236392822220914,-5.381178408282116e-06,0.01720880253065808,0.0004989394965569996,0.000504818925499926,2.411192502538427e-06,2.6257780451383423e-06
627,9853,0.9853,-3.7549814532910503e-05,0.007026977907234382,-0.00010162773392134317,0.007743765281659566,-0.048172835354438566,17.26355205141142,-3.1575600584137534e-06,0.017237401694839644,0.0004947313289036754,0.0005099277518611725,2.4105722145169362e-06,2.6255892387048653e-06
628,9853,0.9853,-2.736078384945048e-05,0.0070375718117329416,-9.793572911587532e-05,0.0077595621243862975,-0.04818072925458462,17.290779769326818,-9.407931065088792e-07,0.017265494189895227,0.0004900678483361717,0.0005154969344493535,2.4099219394344267e-06,2.625395594172548e-06
629,9853,0.9853,-1.6768605884361318e-05,0.0070324666683545594,-9.270082720363e-05,0.007755453159931108,-0.04818308123735083,17.318075713661027,1.2546323937285785e-06,0.017292992350430168,0.00048522512457175053,0.0005211649675256674,2.409257540598955e-06,2.6251794891245684e-06
630,9853,0.9853,-5.943797750259718e-06,0.007011085778293602,-8.600458167442942e-05,0.007730759604117147,-0.048179944656366484,17.3454395630827,3.4110283799662306e-06,0.017319807960384914,0.00048051485682506134,0.0005265596425826542,2.4085950866039094e-06,2.6249238259290782e-06
631,9853,0.9853,4.940068083572377e-06,0.006973804385886775,-7.795151258738638e-05,0.0076860156332359975,-0.04817141708541659,17.37287093516139,5.50814166768632e-06,0.017345855953574848,0.0004762656829476566,0.0005313220358609331,2.407949846062285e-06,2.6246130862206572e-06
632,9853,0.9853,1.570919227495416e-05,0.006921991369236658,-6.866748667025188e-05,0.007623007278714135,-0.04815764673124744,17.400369385473592,7.523908261363493e-06,0.0173710578383333,0.000472799898430865,0.0005351277378510661,2.407335327591874e-06,2.6242342913084176e-06
633,9853,0.9853,2.6192363830543265e-05,0.006858009176845757,-5.8297764504318305e-05,0.0075447619460438185,-0.04813883696059401,17.427934407859983,9.435280213683151e-06,0.017395344677212092,0.0004704069686630694,0.0005377047277955061,2.406762425070579e-06,2.6237778095246264e-06
634,9853,0.9853,3.6223714220682334e-05,0.006785164147958885,-4.700474466376203e-05,0.007455478732342713,-0.04811524876005971,17.455565435736162,1.121907218745592e-05,0.017418659492060545,0.0004693163654885148,0.0005388478276302109,2.4062387219095356e-06,2.6232379605910932e-06
635,9853,0.9853,4.564536426392173e-05,0.006707596920001069,-3.4965439334274555e-05,0.007360385750440411,-0.04808720107959114,17.48326184430323,1.285277491139046e-05,0.017440959011519236,0.0004696732220329702,0.0005384299408054513,2.4057679984481644e-06,2.6226133791264087e-06
636,9853,0.9853,5.430992027485508e-05,0.0066301017097222656,-2.236872003467931e-05,0.007265508695168527,-0.04805506914231275,17.511022953464874,1.4315286823639613e-05,0.017462214727605396,0.0004715206049859836,0.0005364103302189541,2.4053499741473108e-06,2.6219071137724497e-06
637,9853,0.9853,6.208277939326867e-05,0.006557865668633957,-9.412375538401761e-06,0.007177337509085978,-0.04801928092525352,17.53884803123597,1.5587523060134578e-05,0.017482413276094243,0.0004747915037429066,0.0005328400712417952,2.404980301805356e-06,2.6211264542815887e-06
638,9853,0.9853,6.884420813389427e-05,0.006496127324911781,3.6999731055461676e-06,0.007102388351508444,-0.0479803121176032,17.566736297424306,1.6652871911691467e-05,0.01750155619759946,0.0004793119745515338,0.0005278645762509232,2.404650815434407e-06,2.6202824953820765e-06
639,9853,0.9853,7.449116288592072e-05,0.00644976764680218,1.6762053439299853e-05,0.007046678292253024,-0.04793867993782404,17.59468692737998,1.7497481990584023e-05,0.017519659169141933,0.0004848147648706927,0.0005217227588894965,2.4043500176676975e-06,2.619389462379446e-06
640,9853,0.9853,7.893882620869694e-05,0.006422867359905713,2.9568169910618336e-05,0.007015158684994183,-0.04789493623284752,17.622699055633976,1.8110377447558466e-05,0.01753675081715595,0.0004909609217231141,0.0005147420235440229,2.4040637775964838e-06,2.618463838299418e-06
641,9853,0.9853,8.212183816698772e-05,0.006418284679365733,4.191643043297199e-05,0.007011182198295211,-0.04784966028922864,17.650771779283936,1.848341239703783e-05,0.017552871231224346,0.0004973659335556249,0.0005073278921980595,2.4037761966816432e-06,2.617523345017596e-06
642,9853,0.9853,8.399520747846664e-05,0.006437319773371716,5.3611921863028776e-05,0.007036094481710347,-0.04780345175823603,17.678904161026562,1.8611087999208928e-05,0.01756807029370081,0.0005036270032704873,0.0004999468472648283,2.4034705896777287e-06,2.6165858404342386e-06
643,9853,0.9853,8.453489276867123e-05,0.006479527302987883,6.446978555024093e-05,0.007089031446983478,-0.047756924038238,17.707095231778144,1.849026532273905e-05,0.017582405925503485,0.0005093488232920534,0.0004931010992253355,2.403130520021547e-06,2.615668199671954e-06
644,9853,0.9853,8.373804962078772e-05,0.0065427135407155005,7.431814518910458e-05,0.007166964388954335,-0.047710698374931214,17.73534399286225,1.811981334761248e-05,0.017595942325666105,0.0005141662734908645,0.00048729477697324365,2.4027408253577944e-06,2.614785250038678e-06
645,9853,0.9853,8.162294426796146e-05,0.006623116897923031,8.300084087450362e-05,0.0072649803518038195,-0.04766539884156221,17.763649417773987,1.7500233794765244e-05,0.01760874825544758,0.0005177634139280286,0.000482992722068401,2.4022885690635933e-06,2.6139488268962845e-06
646,9853,0.9853,7.822853963018556e-05,0.006715734357389626,9.037992554383927e-05,0.007376736552982959,-0.047621648257075336,17.792010453550485,1.6633302821594638e-05,0.017620895391003456,0.0005198888040944351,0.0004805755590574553,2.4017638578141843e-06,2.613167010675189e-06
647,9853,0.9853,7.36137639021052e-05,0.0068147345106008075,9.633788292032333e-05,0.007495003493944259,-0.04758006500002135,17.82042602178743,1.5521764339654116e-05,0.01763245674569217,0.0005203675194684832,0.0004802973279841195,2.4011604731816865e-06,2.612443594437175e-06
648,9853,0.9853,6.785647603811539e-05,0.006913895631897145,0.00010077952968933897,0.007612215567756704,-0.047541260589172255,17.848895019341445,1.416910149398197e-05,0.01764350514718937,0.0005191103134877197,0.0004822534388385047,2.4004762765214746e-06,2.6117778172505617e-06
649,9853,0.9853,6.105214626942681e-05,0.007007020255430443,0.00010363356897661901,0.007720971211238685,-0.04750583783543732,17.87741631875082,1.257940266844951e-05,0.017654111747734298,0.0005161202658943464,0.0004863657996104847,2.399713360310373e-06,2.611164382083174e-06
650,9853,0.9853,5.331227325692166e-05,0.007088297230031259,0.00010485376726492894,0.007814453106241553,-0.04747438932876629,17.905988768394828,1.0757327381521839e-05,0.0176643445486314,0.0005114970250390335,0.0004923884357136305,2.3988779348191548e-06,2.610593759001105e-06
651,9853,0.9853,4.476256267699593e-05,0.007152600330835875,0.0001044197326636201,0.007886762313369735,-0.04744749601031236,17.934611192398602,8.708166769750914e-06,0.017674266931677354,0.0005054384217940065,0.0004999320263060493,2.397979955566722e-06,2.6100527563525588e-06
652,9853,0.9853,3.5540894998015785e-05,0.007195725076799621,0.00010233727886972934,0.007933174500647018,-0.04742572559338804,17.963282390279932,6.437984074001884e-06,0.01768393620820836,0.0004982388183308511,0.0005085016658841331,2.3970325133856594e-06,2.6095253255035734e-06
653,9853,0.9853,2.5795112962943198e-05,0.0072145718328740565,9.863836612221188e-05,0.007950332287480452,-0.047409630633203095,17.992001136328618,3.953813479882678e-06,0.0176934022176547,0.0004902830769152859,0.0005175404195464636,2.3960510240951443e-06,2.6089935496976334e-06
654,9853,0.9853,1.56806618564676e-05,0.007207284854479925,9.338061780241295e-05,0.00793638773979604,-0.047399746099503384,18.020766178711682,1.2638913554586035e-06,0.01770270602798591,0.00048203456300824105,0.0005264720338895387,2.3950522677529834e-06,2.6084387557093e-06
655,9853,0.9853,5.358117979240485e-06,0.007173355336868299,8.664641889070173e-05,0.007891105692546793,-0.04739658637111474,18.049576238308433,-1.6221074249424266e-06,0.017711878806386385,0.00047401530748886775,0.0005347384577841034,2.394053337390941e-06,2.6078426789185016e-06
656,9853,0.9853,-5.00935717955204e-06,0.007113693004380344,7.854161004752773e-05,0.007815933361238064,-0.04740064163967709,18.07843000729839,-4.692853917870631e-06,0.017720940936686396,0.00046677666149819245,0.0005418303233742336,2.393070563351869e-06,2.6071886087553933e-06
657,9853,0.9853,-1.5258597875138248e-05,0.00703066590459894,6.919379843762972e-05,0.007714035163826877,-0.04741237377447173,18.107326147550932,-7.935192301547586e-06,0.01772990145837992,0.0004608599036051999,0.0005473104040788501,2.3921184813944433e-06,2.606462442382002e-06
