step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00037285,0.00210708,684,0.000185651,0.0182429,0.00664679,0.010437
100,0.0378399,0.000880566,8258,0.00762094,0.584601,0.00765119,0.126007
200,0.162241,0.00156377,20764,0.0257043,0.746913,0.00865281,0.316833
300,0.485001,0.00515615,31526,0.0579772,0.848743,0.0093191,0.481049
400,1.0805,0.00404235,38647,0.0962424,0.899828,0.00987794,0.589706
500,2.05782,0.00241054,43173,0.134768,0.957617,0.0107446,0.658768
600,3.34854,0.000459961,46311,0.166799,1.12875,0.0114844,0.70665
700,4.70008,0.00396106,48198,0.19034,1.09366,0.0122597,0.735443
800,6.01366,0.00214383,49431,0.205497,1.05156,0.0130729,0.754257
900,7.16649,0.00338604,50302,0.219232,1.00298,0.013451,0.767548
1000,8.34014,0.00262863,50937,0.234144,0.982586,0.0139956,0.777237
1100,9.36256,0.00684267,51421,0.24404,1.037,0.0146917,0.784622
1200,10.2109,0.00284653,51869,0.249907,1.06603,0.0154762,0.791458
1300,10.8436,0.00189775,52145,0.257374,1.1023,0.0163377,0.79567
1400,11.4176,0.00428927,52355,0.263562,1.11328,0.0170607,0.798874
1500,12.2842,0.00393661,52655,0.272506,1.11387,0.0177996,0.803452
1600,12.8443,0.00438128,52827,0.27555,1.10636,0.0184527,0.806076
1700,13.4007,0.00284639,53073,0.279136,1.14568,0.0190587,0.80983
1800,14.1711,0.00209963,53471,0.283823,1.07402,0.0196059,0.815903
1900,14.8357,0.00655865,53685,0.28878,1.13351,0.019993,0.819168
1999,15.5421,0.0101312,53972,0.294262,1.14106,0.0205031,0.823547
