step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57133e-06,0.00263424,0,0,0
100,7.67096e-05,0.00266689,65536,0,0
200,0.000100563,0.00273382,65536,0,0
300,0.000125744,0.00281074,65536,0,0
400,0.000150276,0.00288653,65536,0,0
500,0.00016895,0.0029564,65536,0,0
600,0.000180815,0.00301885,65536,0,0
700,0.000187113,0.00307381,65536,0,0
800,0.000189425,0.00312197,65536,0,0
900,0.000189039,0.00316403,65536,0,0
1000,0.00018687,0.00320082,65536,0,0
1100,0.000183542,0.00323303,65536,0,0
1200,0.000179473,0.00326134,65536,0,0
1300,0.000174943,0.00328623,65536,0,0
1400,0.000170141,0.00330816,65536,0,0
1500,0.000165196,0.00332754,65536,0,0
1600,0.000160195,0.00334467,65536,0,0
1700,0.0001552,0.00335989,65536,0,0
1800,0.000150251,0.00337334,65536,0,0
1900,0.00014538,0.0033853,65536,0,0
1999,0.000140654,0.00339579,65536,0,0
