step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,47237,0.0557819,0.303914,0.00462092,0.720779
200,8.86715,0.00153762,49167,0.0728115,0.338646,0.00514535,0.750229
300,13.4256,0.00211938,50226,0.0810787,0.382626,0.00598604,0.766388
400,16.6349,0.00621743,51047,0.0858516,0.3621,0.00635304,0.778915
500,19.0215,0.00743407,51425,0.0894507,0.362196,0.00667862,0.784683
600,20.8127,0.00572962,52077,0.0918048,0.383223,0.00692676,0.794632
700,22.3812,0.00604023,52462,0.0942359,0.394482,0.00686882,0.800507
800,23.5785,0.0028035,52778,0.096461,0.411895,0.00701895,0.805328
900,24.7112,0.00227259,52995,0.0978534,0.389256,0.00736119,0.80864
1000,25.6342,0.000580536,53347,0.10021,0.378118,0.00776359,0.814011
1100,26.9937,0.00498529,53664,0.102264,0.396625,0.00822241,0.818848
1200,27.968,0.00788919,53797,0.102982,0.406652,0.00880399,0.820877
1300,29.3364,0.0044739,54160,0.104179,0.390558,0.00930483,0.826416
1400,30.7151,0.00478857,54470,0.105825,0.398988,0.00975819,0.831146
1500,32.0228,0.00689947,54689,0.107679,0.387624,0.0101019,0.834488
1600,33.2175,0.00765716,54895,0.108782,0.421157,0.0104843,0.837631
1700,34.5482,0.00799885,55154,0.11025,0.403492,0.0107798,0.841583
1800,35.8464,0.00844964,55392,0.111145,0.395498,0.0110296,0.845215
1900,36.7152,0.00644589,55499,0.111707,0.401582,0.0113585,0.846848
1999,38.2235,0.0043938,55710,0.113354,0.412351,0.0118911,0.850067
