step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56994e-06,0.000734035,0,0,0
100,7.68585e-05,0.000746588,65536,0,0
200,0.000100801,0.000771185,65536,0,0
300,0.000125856,0.000797658,65536,0,0
400,0.000150187,0.000822505,65536,0,0
500,0.000168739,0.000844976,65536,0,0
600,0.000180559,0.000865065,65536,0,0
700,0.000186855,0.000882924,65536,0,0
800,0.000189184,0.000898734,65536,0,0
900,0.000188815,0.000912683,65536,0,0
1000,0.000186665,0.000924952,65536,0,0
1100,0.000183354,0.00093571,65536,0,0
1200,0.000179298,0.00094513,65536,0,0
1300,0.000174779,0.000953347,65536,0,0
1400,0.000169988,0.000960526,65536,0,0
1500,0.000165051,0.000966769,65536,0,0
1600,0.000160057,0.000972211,65536,0,0
1700,0.000155067,0.000976958,65536,0,0
1800,0.000150125,0.000981087,65536,0,0
1900,0.000145257,0.000984684,65536,0,0
1999,0.000140534,0.000987791,65536,0,0
