step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57088e-06,0.000550071,0,0,0
100,7.66196e-05,0.000530791,65536,0,0
200,0.000100195,0.000505896,65536,0,0
300,0.00012497,0.000493766,65536,0,0
400,0.000149145,0.000495796,65536,0,0
500,0.000167638,0.000508874,65536,0,0
600,0.000179471,0.00052843,65536,0,0
700,0.000185828,0.000550693,65536,0,0
800,0.000188254,0.000573266,65536,0,0
900,0.000188002,0.000594826,65536,0,0
1000,0.000185976,0.000614737,65536,0,0
1100,0.00018279,0.000632801,65536,0,0
1200,0.000178859,0.000649025,65536,0,0
1300,0.000174453,0.000663506,65536,0,0
1400,0.000169763,0.000676433,65536,0,0
1500,0.00016492,0.000687967,65536,0,0
1600,0.000160009,0.00069826,65536,0,0
1700,0.000155092,0.000707478,65536,0,0
1800,0.000150215,0.000715734,65536,0,0
1900,0.000145403,0.00072314,65536,0,0
1999,0.000140729,0.000729736,65536,0,0
