continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.0690061354637146,0.4579499968886375,0.8176020183643251,1.0836420215236529,0.0,0.495,0.505,0.505,0.5420500031113624,0.5420500031113624,200
