step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00724542,0.00130782,28406,0.00362068,0.0377262,0.00461355,0.433441
100,3.40616,0.00298367,58458,0.0963637,0.480312,0.00556415,0.891998
200,10.1596,0.00510375,59612,0.122893,0.600425,0.00579225,0.909607
300,17.5634,0.00652972,59992,0.144117,0.64781,0.00571871,0.915405
400,24.1777,0.0109326,60086,0.16051,0.673182,0.005854,0.91684
500,29.331,0.0142544,60155,0.172237,0.669295,0.00601314,0.917892
600,33.2756,0.00542042,60151,0.180559,0.670048,0.00624686,0.917831
700,36.2325,0.00703261,60202,0.187037,0.666516,0.00648965,0.91861
800,38.9274,0.0118952,60234,0.192493,0.743515,0.0067186,0.919098
900,40.9946,0.00706995,60382,0.197588,0.676761,0.00692137,0.921356
1000,43.6158,0.00313424,60567,0.202128,0.676475,0.00714574,0.924179
1100,46.6808,0.00602364,60661,0.205373,0.674497,0.00728777,0.925613
1200,48.9989,0.0102108,60725,0.208439,0.688312,0.00761332,0.92659
1300,50.1263,0.0114179,60742,0.212365,0.674536,0.00818496,0.926849
1400,51.6884,0.0179354,60828,0.215504,0.690304,0.0085162,0.928162
1500,53.6618,0.0108278,60926,0.218545,0.661407,0.00871009,0.929657
1600,55.6862,0.0159185,60972,0.221073,0.685456,0.00886335,0.930359
1700,57.53,0.0185549,61132,0.22347,0.671173,0.00888641,0.9328
1800,60.1299,0.0235413,61277,0.226538,0.700692,0.00887921,0.935013
1900,62.628,0.0156041,61378,0.22915,0.698452,0.00896835,0.936554
1999,65.2319,0.0145385,61455,0.230852,0.681465,0.00906473,0.937729
